variant_id,perturbation_family,perturbation_strength,threshold,condition,alpha,T,kappa,seed,p_viable,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,certified_transport_density,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,certified_node_fraction,viable_fiber_fraction,macro_path_entropy,macro_node_entropy,breadth_index
noise_000,noise,mild,main,independent_alpha0,0.45,1500,center_of_mass,79.5,0.9988400000000001,0.5437226544662421,0.5921151564187862,0.7989258752252774,0.3899461210119427,0.203257782830303,1.0,0.7565754580647948,0.12171227096760258,0.3815654750698667,0.6920418783712916,1.0,8.129791911784498,1.895889999626057,0.6119049199983648
noise_000,noise,mild,main,independent_alpha0,0.45,2400,center_of_mass,79.5,0.9988400000000001,0.5092046971942994,0.580494636144042,0.8333314473350051,0.43627611212706824,0.18705028322846246,1.0,0.7616797506380091,0.11916012468099539,0.4212817256769907,0.6662677437823503,1.0,8.556805185615854,1.7384196296755632,0.6440449118295102
noise_000,noise,mild,main,independent_alpha0,0.5,900,center_of_mass,79.5,0.9987993749999999,0.5751874551282852,0.606709797640184,0.7550312093094014,0.4572676031364319,0.21186259679964317,1.0,0.7509210841394292,0.1245394579302854,0.3503898970364443,0.7228371585188018,1.0,7.542648532604142,2.0683051596218354,0.567714920914463
noise_000,noise,mild,main,independent_alpha0,0.5,1500,center_of_mass,79.5,0.9987993749999999,0.5440068909278792,0.5923377918605344,0.7992327849176284,0.3908408463266171,0.2034932299881397,1.0,0.7570747147736422,0.12146264261317885,0.381798659214419,0.6921080794106642,1.0,8.1308404317019,1.8955738796961863,0.6119865437159955
noise_000,noise,mild,main,independent_alpha0,0.5,2400,center_of_mass,79.5,0.9987993749999999,0.5087264598690397,0.5803332631468404,0.8333970360921178,0.4367717385756018,0.18673856550861584,1.0,0.7619995258154242,0.11900023709228787,0.4219896290614811,0.6634192583050945,1.0,8.556676911456071,1.7380898553551265,0.6440381146437903
noise_000,noise,mild,main,independent_alpha0,0.525,900,center_of_mass,79.5,0.998859375,0.5757114873178713,0.6073728747474839,0.7555686082778619,0.4554574433565598,0.21172857563637018,1.0,0.7504941236997094,0.12475293815014528,0.3514587802102094,0.7222131903903588,1.0,7.54605716800644,2.068310656389434,0.5679677693272376
noise_000,noise,mild,main,independent_alpha0,0.525,1500,center_of_mass,79.5,0.998859375,0.5448794603340948,0.5932268770611767,0.7996160918283011,0.3897612717401782,0.20447940984889282,1.0,0.7572956570423287,0.12135217147883559,0.3802828421873771,0.6901303809595932,1.0,8.12972775414156,1.8954527405666242,0.6118987958567116
noise_000,noise,mild,main,independent_alpha0,0.525,2400,center_of_mass,79.5,0.998859375,0.5101193172898876,0.5815871592271717,0.8337220027172887,0.43714398963462003,0.18793370674851578,1.0,0.7616847571579201,0.11915762142103994,0.4198841099797003,0.6655385155366922,1.0,8.554274315817803,1.7378944945362815,0.6438530710640533
noise_000,noise,mild,main,product,0.45,900,center_of_mass,79.5,0.998855625,0.5752319170313343,0.6068183348746043,0.7551275276121409,0.45276940971559493,0.21121763263814364,1.0,0.7507625600468452,0.12461871997657736,0.35232283113288504,0.7171994034535244,1.0,7.5468270307494,2.0674084895561013,0.5680259509257505
noise_000,noise,mild,main,product,0.45,1500,center_of_mass,79.5,0.998855625,0.5443548429691993,0.592766760688056,0.7993543144885442,0.3881489746639286,0.20287485614323986,1.0,0.7570217057220746,0.12148914713896267,0.38413636146657837,0.6853300759295056,1.0,8.129884701766752,1.8943573203693855,0.6119108672353557
