variant_id,perturbation_family,perturbation_strength,alpha,T,kappa,singleton_fraction,estimator_stable,ci_width,category
potential_shape_005,potential_shape,moderate,0.45,2400,center_of_mass,0.40894329281898417,True,0.0025234064791756355,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.5,900,center_of_mass,0.3284786508502516,True,0.00285393250099672,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.5,1500,center_of_mass,0.3625168536072441,True,0.0028907957552679053,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.5,2400,center_of_mass,0.40921836323841587,True,0.002530151177968551,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.525,900,center_of_mass,0.33174160981619505,True,0.002537316578313145,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.525,1500,center_of_mass,0.363008606440742,True,0.0026506368995442703,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.525,2400,center_of_mass,0.40964782806737227,True,0.0024842410085039457,Robust propagation retained
potential_shape_006,potential_shape,mild,0.45,900,center_of_mass,0.3316881913605395,True,0.0029871849659012656,Robust propagation retained
potential_shape_006,potential_shape,mild,0.45,1500,center_of_mass,0.3643889034072084,True,0.0029680738514960975,Robust propagation retained
potential_shape_006,potential_shape,mild,0.45,2400,center_of_mass,0.41043785063381255,True,0.002506348160589797,Robust propagation retained
potential_shape_006,potential_shape,mild,0.5,900,center_of_mass,0.3305616747727655,True,0.002967440894632814,Robust propagation retained
potential_shape_006,potential_shape,mild,0.5,1500,center_of_mass,0.36458208718482027,True,0.002783005881986142,Robust propagation retained
potential_shape_006,potential_shape,mild,0.5,2400,center_of_mass,0.40799503122998537,True,0.002643052064557311,Robust propagation retained
potential_shape_006,potential_shape,mild,0.525,900,center_of_mass,0.3317306287727674,True,0.0029282556106861035,Robust propagation retained
potential_shape_006,potential_shape,mild,0.525,1500,center_of_mass,0.36498316075282683,True,0.002682867353923632,Robust propagation retained
potential_shape_006,potential_shape,mild,0.525,2400,center_of_mass,0.40739858063276896,True,0.002819936535355491,Robust propagation retained
