alpha,T,kappa,metric,mean,std,se,ci_low,ci_high,n_seeds
0.4,2400,relative_distance,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.0003375,0.00038750000000000004,80
0.4,2400,relative_distance,Delta_H_cond_product,-4.541001085002753,0.13430528572143796,0.015015787430533358,-4.566676658372655,-4.515795664739858,80
0.4,2400,relative_distance,Delta_H_weighted_product,-4.534967945258134,0.13352210925547794,0.014928225639720126,-4.56877007783925,-4.504174528195091,80
0.4,2400,relative_distance,Delta_H_recovery_product,-4.543023388359504,0.13485807881251022,0.015077591576989848,-4.566056839982195,-4.512171387983567,80
0.4,2400,relative_distance,strict_certified_mass_advantage,-1.250000000000001e-05,0.0016342361665626134,0.0001827131579861336,-0.00032593749999999995,0.0003375,80
0.4,2400,relative_distance,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.4,3600,all_one_diagnostic,Delta_R,-1.824147854780989e-05,0.0023620782590999564,0.0002640883777760932,-0.0005427126216626973,0.000434588313881389,80
0.4,3600,all_one_diagnostic,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.000350625,0.00035031250000000015,80
0.4,3600,all_one_diagnostic,Delta_H_cond_product,-16.945816116083396,0.12300649189801546,0.013752543877886984,-16.970319567329206,-16.91871783234177,80
0.4,3600,all_one_diagnostic,Delta_H_weighted_product,-16.925248344789075,0.12121283070139521,0.01355200645967466,-16.952149150342976,-16.89776483078721,80
0.4,3600,all_one_diagnostic,Delta_H_recovery_product,-16.948456627855016,0.12337083799779613,0.01379327901020931,-16.973996570470575,-16.92804720654533,80
0.4,3600,all_one_diagnostic,strict_certified_mass_advantage,-1.250000000000001e-05,0.0016342361665626134,0.0001827131579861336,-0.00036281249999999996,0.00033843750000000025,80
0.4,3600,all_one_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.4,3600,basin_transition_profile,Delta_R,-2.9408388841287767,0.08408858588814207,0.009401389708885759,-2.9596382045453145,-2.9208923275652383,80
0.4,3600,basin_transition_profile,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.000338125,0.000375,80
0.4,3600,basin_transition_profile,Delta_H_cond_product,-13.298706846785876,0.13502931554734038,0.015096736425956115,-13.329810019957465,-13.273678107791518,80
0.4,3600,basin_transition_profile,Delta_H_weighted_product,-13.282371899809425,0.1351500487350225,0.01511023480669599,-13.309972867782879,-13.249996136458318,80
0.4,3600,basin_transition_profile,Delta_H_recovery_product,-13.300648322601983,0.13536887028523412,0.015134699799756741,-13.329566766542102,-13.27148048253602,80
0.4,3600,basin_transition_profile,strict_certified_mass_advantage,-1.250000000000001e-05,0.0016342361665626134,0.0001827131579861336,-0.0003375,0.00035031250000000015,80
0.4,3600,basin_transition_profile,certified_transport_density_advantage,0.2594094094094094,0.013423319532990289,0.0015007727479733508,0.2563560435435435,0.26257789039039037,80
0.4,3600,boundary_v2_regime_sequence,Delta_R,4.83087640494895,0.12228638213500713,0.01367203315881959,4.803670872201114,4.855003113907657,80
0.4,3600,boundary_v2_regime_sequence,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.00027499999999999996,0.00037593750000000024,80
0.4,3600,boundary_v2_regime_sequence,Delta_H_cond_product,-15.372865589947386,0.11831148802717564,0.01322762648739586,-15.400015574550315,-15.347880235337186,80
0.4,3600,boundary_v2_regime_sequence,Delta_H_weighted_product,-15.354122293847599,0.11692004149752352,0.013072058036027945,-15.373498990012873,-15.326667821131,80
