alpha,T,kappa,seed,p_viable_shuffled,H_cond_shuffled,H_weighted_shuffled,H_recovery_shuffled,R_bits_shuffled,macro_classes_shuffled,singleton_fraction_shuffled
0.4,2400,all_one_diagnostic,0,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,3600,center_of_mass,0,1.0,9.097235838159765,9.097235838159765,9.097235838159765,0.8685484465023237,740.0,0.8729729729729729
0.4,3600,relative_distance,0,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
0.4,3600,joint_basin,0,1.0,1.060439387573405,1.060439387573405,1.060439387573405,8.905344897088682,15.0,0.4
0.4,3600,basin_transition_profile,0,1.0,0.6955825597809652,0.6955825597809652,0.6955825597809652,9.270201724881122,5.0,0.0
0.4,3600,boundary_v2_regime_sequence,0,1.0,6.365451566010241,6.365451566010241,6.365451566010241,3.6003327186518472,325.0,0.6861538461538461
0.4,3600,random_kappa_matched,0,1.0,7.787754712723584,7.787754712723584,7.787754712723584,2.178029571938503,248.0,0.06048387096774194
0.4,3600,identity_like_diagnostic,0,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
0.4,3600,all_one_diagnostic,0,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,900,center_of_mass,3,1.0,5.204505244885191,5.204505244885191,5.204505244885191,4.7612790397768965,92.0,0.33695652173913043
0.4,900,relative_distance,3,1.0,8.69351405664203,8.69351405664203,8.69351405664203,1.2722702280200562,536.0,0.5951492537313433
0.4,900,joint_basin,3,1.0,0.9679060418820145,0.9679060418820145,0.9679060418820145,8.997878242780073,11.0,0.2727272727272727
0.4,900,basin_transition_profile,3,1.0,0.8052059900952815,0.8052059900952815,0.8052059900952815,9.160578294566804,6.0,0.0
0.4,900,boundary_v2_regime_sequence,3,1.0,2.3876193186126606,2.3876193186126606,2.3876193186126606,7.5781649660494255,20.0,0.15
0.4,900,random_kappa_matched,3,1.0,7.5836101803966365,7.5836101803966365,7.5836101803966365,2.3821741042654505,240.0,0.175
0.4,900,identity_like_diagnostic,3,1.0,9.963784284662088,9.963784284662088,9.963784284662088,0.002,999.0,0.998998998998999
0.4,900,all_one_diagnostic,3,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,1500,center_of_mass,3,1.0,6.5410529714311,6.5410529714311,6.5410529714311,3.4247313132309882,224.0,0.44642857142857145
0.4,1500,relative_distance,3,1.0,9.76928079119807,9.76928079119807,9.76928079119807,0.1965034934640179,909.0,0.9163916391639164
0.4,1500,joint_basin,3,1.0,1.0234682488990632,1.0234682488990632,1.0234682488990632,8.942316035763026,15.0,0.3333333333333333
0.4,1500,basin_transition_profile,3,1.0,0.7356782076227619,0.7356782076227619,0.7356782076227619,9.230106077039325,7.0,0.14285714285714285
0.4,1500,boundary_v2_regime_sequence,3,1.0,3.3964332188622617,3.3964332188622617,3.3964332188622617,6.569351065799826,53.0,0.20754716981132076
0.4,1500,random_kappa_matched,3,1.0,7.669065746201612,7.669065746201612,7.669065746201612,2.2967185384604747,240.0,0.11666666666666667
0.4,1500,identity_like_diagnostic,3,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
0.4,1500,all_one_diagnostic,3,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,2400,center_of_mass,3,1.0,8.079025810187026,8.079025810187026,8.079025810187026,1.8867584744750587,501.0,0.7285429141716567
0.4,2400,relative_distance,3,1.0,9.961784284662087,9.961784284662087,9.961784284662087,0.004,998.0,0.9979959919839679
0.4,2400,joint_basin,3,1.0,1.0342231364012269,1.0342231364012269,1.0342231364012269,8.93156114826086,18.0,0.4444444444444444
0.4,2400,basin_transition_profile,3,1.0,0.7019682408609826,0.7019682408609826,0.7019682408609826,9.263816043801102,5.0,0.0
0.4,2400,boundary_v2_regime_sequence,3,1.0,4.844336043113908,4.844336043113908,4.844336043113908,5.121448241548177,155.0,0.4967741935483871
0.4,2400,random_kappa_matched,3,1.0,7.770623190712922,7.770623190712922,7.770623190712922,2.1951610939491637,242.0,0.07024793388429752
0.4,2400,identity_like_diagnostic,3,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
0.4,2400,all_one_diagnostic,3,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,3600,center_of_mass,3,1.0,9.157993590726882,9.157993590726882,9.157993590726882,0.8077906939352069,751.0,0.8748335552596538
0.4,3600,relative_distance,3,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
0.4,3600,joint_basin,3,1.0,1.0342231364012269,1.0342231364012269,1.0342231364012269,8.93156114826086,18.0,0.4444444444444444
0.4,3600,basin_transition_profile,3,1.0,0.7019682408609826,0.7019682408609826,0.7019682408609826,9.263816043801102,5.0,0.0
0.4,3600,boundary_v2_regime_sequence,3,1.0,6.418926437544436,6.418926437544436,6.418926437544436,3.5468578471176517,332.0,0.7018072289156626
0.4,3600,random_kappa_matched,3,1.0,7.74902100785587,7.74902100785587,7.74902100785587,2.216763276806217,245.0,0.08979591836734693
0.4,3600,identity_like_diagnostic,3,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
0.4,3600,all_one_diagnostic,3,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,900,center_of_mass,7,0.999,5.156118294325671,5.150962176031345,5.162369933768806,4.808222573466748,92.0,0.2717391304347826
0.4,900,relative_distance,7,0.999,8.587147796203261,8.578560648407057,8.589968406144518,1.3771930715891574,504.0,0.5773809523809523
0.4,900,joint_basin,7,0.999,0.9356336154977647,0.9346979818822669,0.9349073225056297,9.028707252294653,16.0,0.4375
0.4,900,basin_transition_profile,7,0.999,0.7812566628051599,0.7804754061423548,0.7806847467657175,9.183084204987258,8.0,0.125
0.4,900,boundary_v2_regime_sequence,7,0.999,2.4878797749596298,2.4853918951846703,2.4908024778941344,7.476461092832789,20.0,0.1
0.4,900,random_kappa_matched,7,0.999,7.603172435032919,7.595569262597886,7.604222132833183,2.3611684327595,240.0,0.1125
0.4,900,identity_like_diagnostic,7,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,900,all_one_diagnostic,7,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,1500,center_of_mass,7,0.999,6.55061724114598,6.544066623904834,6.555474381642297,3.4137236266464366,233.0,0.4978540772532189
0.4,1500,relative_distance,7,0.999,9.745453690114342,9.735708236424228,9.747115994161689,0.21888717767807647,897.0,0.9052396878483835
0.4,1500,joint_basin,7,0.999,0.9914983912254697,0.9905068928342442,0.9907162334576068,8.972842476566948,19.0,0.42105263157894735
0.4,1500,basin_transition_profile,7,0.999,0.7308113487264767,0.7300805373777502,0.7302898780011129,9.233529519065941,8.0,0.125
0.4,1500,boundary_v2_regime_sequence,7,0.999,3.403997152255944,3.400593155103688,3.406003737813153,6.560343715536474,57.0,0.19298245614035087
0.4,1500,random_kappa_matched,7,0.999,7.737919797039332,7.730181877242293,7.73883474747759,2.226421070753086,244.0,0.09016393442622951
0.4,1500,identity_like_diagnostic,7,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,1500,all_one_diagnostic,7,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,2400,center_of_mass,7,0.999,7.993661634291351,7.98566797265706,7.997075730394521,1.9706792335010663,493.0,0.7322515212981744
0.4,2400,relative_distance,7,0.999,9.949571210633096,9.939621639422462,9.951029397159925,0.01476965715932279,992.0,0.9939516129032258
0.4,2400,joint_basin,7,0.999,1.010966869255024,1.009955902385769,1.010165243009132,8.953373998537394,23.0,0.4782608695652174
0.4,2400,basin_transition_profile,7,0.999,0.6908192008781929,0.6901283816773147,0.6903377223006775,9.273521666914226,7.0,0.2857142857142857
0.4,2400,boundary_v2_regime_sequence,7,0.999,4.809573737060935,4.804764163323874,4.8103718170807275,5.154767130731484,167.0,0.5449101796407185
0.4,2400,random_kappa_matched,7,0.999,7.785495372822282,7.77770987744946,7.784769119641323,2.1788454949701364,245.0,0.07346938775510205
0.4,2400,identity_like_diagnostic,7,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,2400,all_one_diagnostic,7,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,3600,center_of_mass,7,0.999,9.146807623178518,9.13766081555534,9.149068573292801,0.8175332446139008,741.0,0.854251012145749
0.4,3600,relative_distance,7,0.999,9.962338865790418,9.952376526924628,9.963784284662088,0.002002002002002002,998.0,0.998997995991984
0.4,3600,joint_basin,7,0.999,1.0333811064266296,1.032347725320203,1.0325604074510288,8.930959761365791,25.0,0.52
0.4,3600,basin_transition_profile,7,0.999,0.6969876842861105,0.6962906966018243,0.6965033787326499,9.267353183506309,6.0,0.16666666666666666
0.4,3600,boundary_v2_regime_sequence,7,0.999,6.21617778860998,6.20996161082137,6.215972727492959,3.7481630791824374,320.0,0.709375
0.4,3600,random_kappa_matched,7,0.999,7.752473446429885,7.744720972983456,7.751599405707935,2.211867421362533,244.0,0.06967213114754098
0.4,3600,identity_like_diagnostic,7,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,3600,all_one_diagnostic,7,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,900,center_of_mass,6,0.998,5.179111531473341,5.168753308410394,5.1915418557438695,4.783784473863919,83.0,0.1566265060240964
0.4,900,relative_distance,6,0.998,8.563762411243992,8.546634886421504,8.569441478069331,1.3991335940932674,500.0,0.604
0.4,900,joint_basin,6,0.998,0.9143666620214572,0.9125379286974143,0.9129806486411189,9.048529343315804,11.0,0.36363636363636365
0.4,900,basin_transition_profile,6,0.998,0.7430271226007841,0.7415410683555825,0.7419828748507158,9.219868882736476,7.0,0.0
0.4,900,boundary_v2_regime_sequence,6,0.998,2.4901683025013104,2.4851879658963076,2.5004661885714334,7.472727702835949,21.0,0.14285714285714285
0.4,900,random_kappa_matched,6,0.998,7.53184179916103,7.516778115562707,7.532735115504081,2.4310542061762295,237.0,0.16877637130801687
0.4,900,identity_like_diagnostic,6,0.998,9.960891997321227,9.940970213326585,9.963784253377906,0.002004008016032064,997.0,0.9989969909729187
0.4,900,all_one_diagnostic,6,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,1500,center_of_mass,6,0.998,6.619812417652312,6.6065727928170075,6.629386864152508,3.343083587684948,241.0,0.46887966804979253
0.4,1500,relative_distance,6,0.998,9.763994709281128,9.744466719862565,9.76728079119807,0.19890129605613013,905.0,0.9116022099447514
0.4,1500,joint_basin,6,0.998,0.9758585815576151,0.9739068643944998,0.9743458786264731,8.987037423779647,16.0,0.375
0.4,1500,basin_transition_profile,6,0.998,0.7129684257368211,0.7115424888853474,0.7119815031173207,9.249927579600438,7.0,0.0
0.4,1500,boundary_v2_regime_sequence,6,0.998,3.493304752620994,3.486318143115752,3.5016224394469266,6.469591252716264,57.0,0.2807017543859649
0.4,1500,random_kappa_matched,6,0.998,7.721877715279721,7.706433959849162,7.721473593673846,2.2410182900575397,242.0,0.09090909090909091
0.4,1500,identity_like_diagnostic,6,0.998,9.962896005337258,9.942970213326584,9.965784284662087,0.0,998.0,1.0
0.4,1500,all_one_diagnostic,6,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,2400,center_of_mass,6,0.998,8.130977524281569,8.114715569233006,8.137529640568507,1.8319184810556908,500.0,0.706
0.4,2400,relative_distance,6,0.998,9.9528759652571,9.932970213326586,9.955784284662087,0.01002004008016032,993.0,0.9949647532729103
0.4,2400,joint_basin,6,0.998,0.9882737714629889,0.9862972239200629,0.9867362381520363,8.974622233874273,19.0,0.47368421052631576
0.4,2400,basin_transition_profile,6,0.998,0.6724343372466668,0.6710894685721734,0.671528482804147,9.290461668090593,7.0,0.42857142857142855
0.4,2400,boundary_v2_regime_sequence,6,0.998,5.014915017649001,5.004885187613703,5.0240896184747665,4.94798098768826,158.0,0.43670886075949367
0.4,2400,random_kappa_matched,6,0.998,7.783154802735116,7.767588493129646,7.7851574519673115,2.179741202602143,244.0,0.06557377049180328
0.4,2400,identity_like_diagnostic,6,0.998,9.962896005337258,9.942970213326584,9.965784284662087,0.0,998.0,1.0
0.4,2400,all_one_diagnostic,6,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,3600,center_of_mass,6,0.998,9.14516815091146,9.126877814609637,9.149691885945138,0.8177278544258015,744.0,0.8615591397849462
0.4,3600,relative_distance,6,0.998,9.960891997321227,9.940970213326585,9.963784284662088,0.002004008016032064,997.0,0.9989969909729187
0.4,3600,joint_basin,6,0.998,0.988273771462989,0.986297223920063,0.9867362381520364,8.974622233874271,19.0,0.47368421052631576
0.4,3600,basin_transition_profile,6,0.998,0.6619650827881501,0.6606411526225738,0.6610801668545472,9.30093092254911,5.0,0.0
0.4,3600,boundary_v2_regime_sequence,6,0.998,6.533142176805923,6.520075892452311,6.539644851289976,3.4297538285313367,344.0,0.7063953488372093
0.4,3600,random_kappa_matched,6,0.998,7.776185750951646,7.760633379449742,7.777547316255354,2.186710254385614,248.0,0.06854838709677419
0.4,3600,identity_like_diagnostic,6,0.998,9.962896005337258,9.942970213326584,9.965784284662087,0.0,998.0,1.0
0.4,3600,all_one_diagnostic,6,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,900,center_of_mass,10,0.999,5.121150434960908,5.116029284525947,5.127437042263409,4.84319043283151,84.0,0.21428571428571427
0.4,900,relative_distance,10,0.999,8.609015075469543,8.600406060394073,8.611813818131534,1.3553257923228759,506.0,0.5849802371541502
0.4,900,joint_basin,10,0.999,0.9271433798699787,0.9262162364901088,0.9264457432454825,9.037197487922441,9.0,0.2222222222222222
0.4,900,basin_transition_profile,10,0.999,0.7630999659333034,0.7623368659673702,0.762566372722744,9.201240901859116,7.0,0.2857142857142857
0.4,900,boundary_v2_regime_sequence,10,0.999,2.58684602380486,2.584259177781055,2.5936669355185162,7.3774948439875585,20.0,0.1
0.4,900,random_kappa_matched,10,0.999,7.5154771583317554,7.507961681173423,7.51661455140872,2.4488637094606633,236.0,0.19491525423728814
0.4,900,identity_like_diagnostic,10,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,900,all_one_diagnostic,10,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,1500,center_of_mass,10,0.999,6.481174166951556,6.474692992784604,6.486100750522066,3.483166700840862,215.0,0.4186046511627907
0.4,1500,relative_distance,10,0.999,9.773130107022997,9.763356976915974,9.774764734653434,0.19121076076942328,908.0,0.9085903083700441
0.4,1500,joint_basin,10,0.999,0.9871758872755256,0.9861887113882501,0.9864199114480511,8.977164980516894,13.0,0.38461538461538464
0.4,1500,basin_transition_profile,10,0.999,0.7123851350905754,0.7116727499554849,0.7119039500152862,9.251955732701843,7.0,0.2857142857142857
0.4,1500,boundary_v2_regime_sequence,10,0.999,3.601037651929616,3.597436614277686,3.6068443720151473,6.3633032158628025,58.0,0.2413793103448276
0.4,1500,random_kappa_matched,10,0.999,7.702982185852258,7.695279203666406,7.702338445858269,2.261358681940161,243.0,0.11522633744855967
0.4,1500,identity_like_diagnostic,10,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,1500,all_one_diagnostic,10,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,2400,center_of_mass,10,0.999,7.978668990672534,7.970690321681862,7.982098079419323,1.9856718771198836,497.0,0.7263581488933601
0.4,2400,relative_distance,10,0.999,9.95433085778241,9.944376526924627,9.955784284662087,0.01001001001001001,994.0,0.9949698189134809
0.4,2400,joint_basin,10,0.999,0.9982064678647687,0.997208261396904,0.997439461456705,8.966134399927649,15.0,0.4
0.4,2400,basin_transition_profile,10,0.999,0.672720399460765,0.6720476790613042,0.6722788791211054,9.291620468331654,7.0,0.42857142857142855
0.4,2400,boundary_v2_regime_sequence,10,0.999,4.956637983379822,4.951681345396442,4.963089103133902,5.007702884412597,165.0,0.48484848484848486
0.4,2400,random_kappa_matched,10,0.999,7.787045798269364,7.779258752471095,7.7886665102085555,2.177295069523055,247.0,0.09716599190283401
0.4,2400,identity_like_diagnostic,10,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,2400,all_one_diagnostic,10,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,3600,center_of_mass,10,0.999,9.101511724617222,9.092410212892604,9.103817970630068,0.8628291431751964,743.0,0.8654104979811574
0.4,3600,relative_distance,10,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,3600,joint_basin,10,0.999,0.9982064678647687,0.997208261396904,0.997439461456705,8.96613439992765,15.0,0.4
0.4,3600,basin_transition_profile,10,0.999,0.6699627543134542,0.6692927915591408,0.6695239916189418,9.294378113478967,6.0,0.3333333333333333
0.4,3600,boundary_v2_regime_sequence,10,0.999,6.419747619913528,6.413327872293614,6.424735630031076,3.5445932478788897,330.0,0.6848484848484848
0.4,3600,random_kappa_matched,10,0.999,7.7955143290542175,7.787718814725164,7.794778056917026,2.1688265387382013,247.0,0.06882591093117409
0.4,3600,identity_like_diagnostic,10,0.999,9.96434086779242,9.954376526924626,9.965784284662087,0.0,999.0,1.0
0.4,3600,all_one_diagnostic,10,0.999,-0.0,-0.0,-0.0,9.964340867792417,1.0,0.0
0.4,900,center_of_mass,1,0.998,5.235710053951973,5.225238633844069,5.24205270517957,4.727185951385287,90.0,0.24444444444444444
0.4,900,relative_distance,1,0.998,8.571622436613225,8.554479191739999,8.577293263075502,1.3912735687240332,500.0,0.592
0.4,900,joint_basin,1,0.998,1.0000253185722812,0.9980252679351366,0.9985117514865461,8.96287068676498,10.0,0.0
0.4,900,basin_transition_profile,1,0.998,0.833917700222676,0.8322498648222306,0.83273634837364,9.128978305114584,7.0,0.0
0.4,900,boundary_v2_regime_sequence,1,0.998,2.5626365765651844,2.557511303412054,2.5755704872453915,7.400259428772076,21.0,0.09523809523809523
0.4,900,random_kappa_matched,1,0.998,7.5478201666463285,7.532724526313036,7.551538597648536,2.4150758386909312,237.0,0.14767932489451477
0.4,900,identity_like_diagnostic,1,0.998,9.962896005337258,9.942970213326584,9.965784284662087,0.0,998.0,1.0
0.4,900,all_one_diagnostic,1,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,1500,center_of_mass,1,0.998,6.587153462535527,6.573979155610456,6.594793226945956,3.3757425428017336,233.0,0.45064377682403434
0.4,1500,relative_distance,1,0.998,9.708208564951763,9.688792147821859,9.711606219157364,0.2546874403854963,881.0,0.8933030646992054
0.4,1500,joint_basin,1,0.998,1.061502308831026,1.059379304213364,1.0598657877647737,8.901393696506235,14.0,0.14285714285714285
0.4,1500,basin_transition_profile,1,0.998,0.7798701703493689,0.7783104300086702,0.7787969135600797,9.183025834987891,7.0,0.14285714285714285
0.4,1500,boundary_v2_regime_sequence,1,0.998,3.593173517498166,3.5859871704631696,3.6040463542965067,6.369722487839095,60.0,0.2
0.4,1500,random_kappa_matched,1,0.998,7.73343012576928,7.717963265517741,7.7335580559043695,2.2294658795679796,243.0,0.07407407407407407
0.4,1500,identity_like_diagnostic,1,0.998,9.962896005337258,9.942970213326584,9.965784284662087,0.0,998.0,1.0
0.4,1500,all_one_diagnostic,1,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,2400,center_of_mass,1,0.998,8.069185645054013,8.053047273763905,8.075861345099408,1.893710360283246,509.0,0.7347740667976425
0.4,2400,relative_distance,1,0.998,9.950871957241066,9.930970213326583,9.953784284662088,0.012024048096192385,992.0,0.9939516129032258
0.4,2400,joint_basin,1,0.998,1.1003046641833378,1.0981040548549712,1.0985939591435134,8.86259134115392,22.0,0.45454545454545453
0.4,2400,basin_transition_profile,1,0.998,0.7461831062731857,0.7446907400606394,0.7451806443491817,9.216712899064074,8.0,0.25
0.4,2400,boundary_v2_regime_sequence,1,0.998,5.052233518278108,5.0421290512415515,5.060188235074888,4.910662487059154,175.0,0.4857142857142857
0.4,2400,random_kappa_matched,1,0.998,7.785029074751344,7.769459016601842,7.786273087937342,2.1778669305859157,249.0,0.06827309236947791
0.4,2400,identity_like_diagnostic,1,0.998,9.962896005337258,9.942970213326584,9.965784284662087,0.0,998.0,1.0
0.4,2400,all_one_diagnostic,1,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,3600,center_of_mass,1,0.998,9.142845117246154,9.124559427011661,9.147373498347164,0.8200508880911072,747.0,0.85809906291834
0.4,3600,relative_distance,1,0.998,9.960891997321227,9.940970213326585,9.963784284662088,0.002004008016032064,997.0,0.9989969909729187
0.4,3600,joint_basin,1,0.998,1.1046618941889457,1.1024525704005679,1.1029424746891103,8.858234111148311,23.0,0.4782608695652174
0.4,3600,basin_transition_profile,1,0.998,0.7397357412215315,0.7382562697390884,0.7387461740276307,9.223160264115727,6.0,0.16666666666666666
0.4,3600,boundary_v2_regime_sequence,1,0.998,6.486284210117701,6.473311641697466,6.4913708255308045,3.476611795219559,342.0,0.6929824561403509
0.4,3600,random_kappa_matched,1,0.998,7.788471797476282,7.772894853881329,7.788854172244558,2.1744242078609775,249.0,0.06827309236947791
0.4,3600,identity_like_diagnostic,1,0.998,9.962896005337258,9.942970213326584,9.965784284662087,0.0,998.0,1.0
0.4,3600,all_one_diagnostic,1,0.998,-0.0,-0.0,-0.0,9.96289600533726,1.0,0.0
0.4,900,center_of_mass,9,1.0,5.1470971268310794,5.1470971268310794,5.146817112787198,4.8186871578310075,85.0,0.21176470588235294
0.4,900,relative_distance,9,1.0,8.646710976817076,8.646710976817076,8.646611002658979,1.3190733078450116,517.0,0.5957446808510638
0.4,900,joint_basin,9,1.0,0.9984151686165639,0.9984151686165639,0.9984700555076695,8.967369116045525,11.0,0.18181818181818182
0.4,900,basin_transition_profile,9,1.0,0.8176334026440073,0.8176334026440073,0.8176751247732441,9.148150882018081,7.0,0.14285714285714285
0.4,900,boundary_v2_regime_sequence,9,1.0,2.5025972755410093,2.5025972755410093,2.5021246855997887,7.463187009121078,18.0,0.0
0.4,900,random_kappa_matched,9,1.0,7.545687333115518,7.545687333115518,7.545581987510776,2.420096951546568,238.0,0.15126050420168066
0.4,900,identity_like_diagnostic,9,1.0,9.965784284662087,9.965784284662087,9.965780367127246,0.0,1000.0,1.0
0.4,900,all_one_diagnostic,9,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,1500,center_of_mass,9,1.0,6.652635435186146,6.652635435186146,6.652635435186146,3.3131488494759407,234.0,0.43162393162393164
0.4,1500,relative_distance,9,1.0,9.738500072146945,9.738500072146945,9.738500072146945,0.22728421251514427,892.0,0.8934977578475336
0.4,1500,joint_basin,9,1.0,1.051010591977883,1.051010591977883,1.051010591977883,8.914773692684205,14.0,0.21428571428571427
0.4,1500,basin_transition_profile,9,1.0,0.7412816229831767,0.7412816229831767,0.7412816229831767,9.224502661678908,5.0,0.0
0.4,1500,boundary_v2_regime_sequence,9,1.0,3.537011258943661,3.537011258943661,3.537011258943661,6.428773025718426,57.0,0.17543859649122806
0.4,1500,random_kappa_matched,9,1.0,7.725627483742455,7.725627483742455,7.725627483742455,2.240156800919631,241.0,0.08713692946058091
0.4,1500,identity_like_diagnostic,9,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
0.4,1500,all_one_diagnostic,9,1.0,-0.0,-0.0,-0.0,9.965784284662087,1.0,0.0
0.4,2400,center_of_mass,9,1.0,8.176472749066754,8.176472749066754,8.176472749066754,1.7893115355953317,509.0,0.7151277013752456
0.4,2400,relative_distance,9,1.0,9.955784284662087,9.955784284662087,9.955784284662087,0.01,995.0,0.9949748743718593
0.4,2400,joint_basin,9,1.0,1.0622557044757195,1.0622557044757195,1.0622557044757195,8.903528580186368,16.0,0.25
0.4,2400,basin_transition_profile,9,1.0,0.7053149682339132,0.7053149682339132,0.7053149682339132,9.260469316428171,5.0,0.2
0.4,2400,boundary_v2_regime_sequence,9,1.0,4.953891425443146,4.953891425443146,4.953891425443146,5.011892859218941,160.0,0.4875
0.4,2400,random_kappa_matched,9,1.0,7.794585401132107,7.794585401132107,7.794585401132107,2.1711988835299794,247.0,0.06882591093117409
0.4,2400,identity_like_diagnostic,9,1.0,9.965784284662087,9.965784284662087,9.965784284662087,0.0,1000.0,1.0
