alpha,T,kappa,seed,p_viable_product,H_cond_product,H_weighted_product,H_recovery_product,component_estimator_note
0.4,2400,relative_distance,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
0.4,2400,joint_basin,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
0.4,2400,basin_transition_profile,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
0.4,2400,boundary_v2_regime_sequence,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
0.4,2400,random_kappa_matched,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
0.4,2400,identity_like_diagnostic,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
0.4,2400,all_one_diagnostic,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
0.4,3600,center_of_mass,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,3600,relative_distance,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,3600,joint_basin,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,3600,basin_transition_profile,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,3600,boundary_v2_regime_sequence,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,3600,random_kappa_matched,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,3600,identity_like_diagnostic,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,3600,all_one_diagnostic,3,0.999,16.79057571475888,16.773785139044122,16.792778973421402,H_A+H_B from basin/geometric component projections
0.4,900,center_of_mass,7,0.999,9.071361283722382,9.06228992243866,9.077123443488455,H_A+H_B from basin/geometric component projections
0.4,900,relative_distance,7,0.999,9.071361283722382,9.06228992243866,9.077123443488455,H_A+H_B from basin/geometric component projections
0.4,900,joint_basin,7,0.999,9.071361283722382,9.06228992243866,9.077123443488455,H_A+H_B from basin/geometric component projections
0.4,900,basin_transition_profile,7,0.999,9.071361283722382,9.06228992243866,9.077123443488455,H_A+H_B from basin/geometric component projections
0.4,900,boundary_v2_regime_sequence,7,0.999,9.071361283722382,9.06228992243866,9.077123443488455,H_A+H_B from basin/geometric component projections
0.4,900,random_kappa_matched,7,0.999,9.071361283722382,9.06228992243866,9.077123443488455,H_A+H_B from basin/geometric component projections
