point_id,T,seed,p_viable,survival_depth,collapse_rate
phase_002,50,16,0.8946666666666667,0.8946666666666667,0.0
phase_002,50,17,0.8626666666666667,0.8626666666666667,0.0
phase_002,50,18,0.8793333333333333,0.8793333333333333,0.0
phase_002,50,19,0.881,0.881,0.0
phase_002,50,20,0.871,0.871,0.0
phase_002,50,21,0.877,0.877,0.0
phase_002,50,22,0.8806666666666667,0.8806666666666667,0.0
phase_002,50,25,0.8783333333333333,0.8783333333333333,0.0
phase_002,50,24,0.8813333333333333,0.8813333333333333,0.0
phase_002,50,23,0.8786666666666667,0.8786666666666667,0.0
phase_002,50,27,0.8753333333333333,0.8753333333333333,0.0
phase_002,50,26,0.877,0.877,0.0
phase_002,50,28,0.877,0.877,0.0
phase_002,50,29,0.8813333333333333,0.8813333333333333,0.0
