variant_id,perturbation_family,perturbation_strength,split,alpha,T,kappa,metric,mean,std,se,ci_low,ci_high,ci_width,ci_excludes_zero
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,component_B_preservation,0.4561001053169308,0.0045624222461644465,0.0004562422246164446,0.4552192950408071,0.4568978827592884,0.0016785877184812836,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,lower_rank_erasure_score,0.42560588760785495,0.0028998429809717935,0.00028998429809717934,0.4250807336388932,0.4260542469361813,0.00097351329728812,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,singleton_fraction,0.999261681439557,0.0004852955858093412,4.852955858093412e-05,0.9991662882995316,0.9993454548226265,0.0001791665230949091,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_no_COM_k13,Delta_viable_propagation_vs_product,4.416915321216156e-06,1.5056211075532147e-05,1.5056211075532146e-06,1.6790694104184427e-06,7.717213888990874e-06,6.03814447857243e-06,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_no_COM_k13,Delta_viable_propagation_vs_shuffled,4.387273491501174e-06,1.4966436165296087e-05,1.4966436165296086e-06,1.6209047438107937e-06,7.65683301711627e-06,6.035928273305477e-06,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_no_COM_k13,Delta_depth_vs_product,4.4503767959724885e-09,4.450376795972488e-08,4.450376795972488e-09,0.0,1.568757820580292e-08,1.568757820580292e-08,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_no_COM_k13,Delta_depth_vs_shuffled,1.7826794908026855e-08,1.573786210420453e-07,1.5737862104204532e-08,0.0,5.0199326614264134e-08,5.0199326614264134e-08,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_no_COM_k13,component_A_preservation,0.6926028798775745,0.003670314417454955,0.0003670314417454955,0.6919376206465109,0.6933019664559247,0.0013643458094138028,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_no_COM_k13,component_B_preservation,0.45604394066876675,0.004560207394758222,0.00045602073947582217,0.4549983464238071,0.4568549798718387,0.0018566334480316082,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_no_COM_k13,lower_rank_erasure_score,0.42567658972682937,0.0029011833977263856,0.00029011833977263854,0.4250112745804548,0.42631357281098387,0.0013022982305290753,True
