world,T,n_sites,seed,mutual_dependence_between_sites,relation_persistence,component_coupling,network_propagation_depth,relational_nonfactorization,relational_excess,relation_shuffle_delta
W4_distinction_asymmetry,50,16,11,0.3165262157576959,0.0,0.0026315789473684,0.4994260651629072,0.3165262157576959,9.92968382036302,0.0026315789473684
W4_distinction_asymmetry,50,16,12,0.3161165421768899,0.0,-0.0044463927855711,0.4999116983967935,0.3161165421768899,9.939148345570418,0.0
W4_distinction_asymmetry,50,16,13,0.3170624012711162,0.0,-0.0028778778778778,0.4997097097097097,0.3170624012711162,9.923861501487767,0.0
W4_distinction_asymmetry,50,16,14,0.3162185003282199,0.0,-0.0059464196294441,0.4997853029544317,0.3162185003282199,9.93602693948712,0.0
W4_distinction_asymmetry,50,16,17,0.3166504872779076,0.0,0.0058270676691729,0.4998646616541353,0.3166504872779076,9.930069105900577,0.0058270676691729
W4_distinction_asymmetry,50,16,16,0.3167256982890206,0.0,0.00050075112669,0.5004406609914872,0.3167256982890206,9.92800582057677,0.00050075112669
W4_distinction_asymmetry,50,16,15,0.3158372987542056,0.0,-0.000688877755511,0.5002761773547095,0.3158372987542056,9.939556376477803,0.0
W4_distinction_asymmetry,50,16,19,0.3162193777152287,0.0,-0.003256513026052,0.4999580410821642,0.3162193777152287,9.937177163664796,0.0
W4_distinction_asymmetry,50,16,18,0.3160310470997349,0.0,0.0009384384384384,0.4993893893893895,0.3160310470997349,9.9360603566243,0.0009384384384384
W4_distinction_asymmetry,100,16,0,0.3167747569247492,0.0,-0.0019433299899699,0.5003613966900702,0.3167747569247492,9.927392815412878,0.0
W4_distinction_asymmetry,100,16,1,0.3165446768088395,0.0,0.0085213032581453,0.5001763784461153,0.3165446768088395,9.93056765502948,0.0085213032581453
W4_distinction_asymmetry,100,16,3,0.3170731022825636,0.0,-0.0035105315947843,0.5002093781344031,0.3170731022825636,9.925133706245507,0.0
W4_distinction_asymmetry,100,16,4,0.3169529084108872,0.0,-0.0023182957393483,0.5003721804511279,0.3169529084108872,9.926327175582,0.0
W4_distinction_asymmetry,100,16,2,0.3169058097804825,0.0,0.0015672016048144,0.4995502131394182,0.3169058097804825,9.925378568391109,0.0015672016048144
W4_distinction_asymmetry,100,16,6,0.315862953684529,0.0,-0.0004383767535069,0.5000582414829658,0.315862953684529,9.941339833280509,0.0
W4_distinction_asymmetry,100,16,5,0.316682331970177,0.0,0.0010030090270812,0.499840145436309,0.316682331970177,9.930605774597028,0.0010030090270812
W4_distinction_asymmetry,100,16,7,0.3169742831604804,0.0,-0.0036359077231695,0.4996690070210632,0.3169742831604804,9.925622297718991,0.0
W4_distinction_asymmetry,100,16,8,0.3164862568475404,0.0,0.0014439979909592,0.4999827348066299,0.3164862568475404,9.931614437653655,0.0014439979909592
W4_distinction_asymmetry,100,16,9,0.3168008465168406,0.0,-0.0060301507537688,0.5003457914572865,0.3168008465168406,9.928656691016542,0.0
W4_distinction_asymmetry,100,16,10,0.3167884598953471,0.0,-0.0002508780732563,0.4997613522328148,0.3167884598953471,9.926131961633333,0.0
W4_distinction_asymmetry,100,16,12,0.3170199892772414,0.0,-0.0031359759157049,0.5000570747616657,0.3170199892772414,9.925793142161234,0.0
W4_distinction_asymmetry,100,16,11,0.3167795603468884,0.0,-0.0035750125439036,0.4997971023582539,0.3167795603468884,9.927968405557056,0.0
