alpha,T,condition,threshold,kappa,metric,mean,std,se,ci_low,ci_high
0.45,1500,shuffled,loose,center_of_mass,component_B_preservation,0.7163326198158928,0.008662078033241791,0.0008662078033241791,0.7148180567184977,0.7179957187937888
0.45,1500,shuffled,loose,center_of_mass,singleton_fraction,0.4352097582200014,0.017157508174362655,0.0017157508174362654,0.43194766718049366,0.43847523573173286
0.45,1500,shuffled,loose,joint_basin,viable_propagation_index,0.577839327029812,0.07165939689652108,0.007165939689652108,0.5652140283658187,0.5902986431083668
0.45,1500,shuffled,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,1500,shuffled,loose,joint_basin,singleton_fraction,0.42011209177897996,0.07189387050014505,0.007189387050014505,0.4075943327498084,0.4356339397034996
0.45,1500,shuffled,main,boundary_v2_regime_sequence,viable_propagation_index,0.7831175770541853,0.033738330659161715,0.0033738330659161715,0.7765452037049172,0.7905342754966658
0.45,1500,shuffled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,1500,shuffled,main,boundary_v2_regime_sequence,singleton_fraction,0.2107367815171483,0.03395670625272939,0.003395670625272939,0.20444117749514967,0.21760386712507543
0.45,1500,shuffled,main,center_of_mass,viable_propagation_index,0.19270186925625843,0.007685529015772362,0.0007685529015772362,0.19114057199403764,0.19423265316992083
0.45,1500,shuffled,main,center_of_mass,component_B_preservation,0.7163326198158928,0.008662078033241791,0.0008662078033241791,0.7146809238256457,0.7180088977169364
0.45,1500,shuffled,main,center_of_mass,singleton_fraction,0.4352097582200014,0.017157508174362655,0.0017157508174362654,0.43188685825066697,0.43840627111934954
0.45,1500,shuffled,main,joint_basin,viable_propagation_index,0.5763877944529107,0.07150824623464763,0.007150824623464763,0.5625132688738029,0.5899249562688588
0.45,1500,shuffled,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,1500,shuffled,main,joint_basin,singleton_fraction,0.42011209177897996,0.07189387050014505,0.007189387050014505,0.4075185185893057,0.43371925054314686
0.45,1500,shuffled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7819758858439441,0.033427795265158544,0.0033427795265158545,0.7752096056504051,0.7885581209656918
0.45,1500,shuffled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,1500,shuffled,strict,boundary_v2_regime_sequence,singleton_fraction,0.2107367815171483,0.03395670625272939,0.003395670625272939,0.20488554940769602,0.2163956820637875
0.45,1500,shuffled,strict,center_of_mass,viable_propagation_index,0.18941356188062067,0.00757892068601967,0.000757892068601967,0.18809613836390646,0.1908788557354972
0.45,1500,shuffled,strict,center_of_mass,component_B_preservation,0.7163326198158928,0.008662078033241791,0.0008662078033241791,0.714570393826955,0.7182155650530536
0.45,1500,shuffled,strict,center_of_mass,singleton_fraction,0.4352097582200014,0.017157508174362655,0.0017157508174362654,0.4317101758185377,0.4386178799163707
0.45,1500,shuffled,strict,joint_basin,viable_propagation_index,0.5739358391502063,0.07109684487817752,0.007109684487817752,0.5599343889599097,0.5868428885210394
0.45,1500,shuffled,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,1500,shuffled,strict,joint_basin,singleton_fraction,0.42011209177897996,0.07189387050014505,0.007189387050014505,0.4070907199176638,0.43378104499132125
0.45,2400,coupled,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7368167663426831,0.11501426174310748,0.011501426174310748,0.7163570632578629,0.7587101572257321
0.45,2400,coupled,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,coupled,loose,boundary_v2_regime_sequence,singleton_fraction,0.26125840825840824,0.11503596877573913,0.011503596877573912,0.24139133644133642,0.28260992063492063
0.45,2400,coupled,loose,center_of_mass,viable_propagation_index,0.25549551840541807,0.007624327944146725,0.0007624327944146726,0.2538651262436941,0.2569149715827157
0.45,2400,coupled,loose,center_of_mass,component_B_preservation,0.7218171287589449,0.007512007944985167,0.0007512007944985167,0.7203457334836415,0.7233014092473464
0.45,2400,coupled,loose,center_of_mass,singleton_fraction,0.48245580789425496,0.013716130854517885,0.0013716130854517885,0.480094046272999,0.48483660560828634
0.45,2400,coupled,loose,joint_basin,viable_propagation_index,0.44533329638568675,0.01824958261864628,0.001824958261864628,0.4419019277066325,0.44866463080597146
0.45,2400,coupled,loose,joint_basin,component_B_preservation,0.9296229380319444,0.009591831752958316,0.0009591831752958316,0.9275922305306237,0.931348464247864
0.45,2400,coupled,loose,joint_basin,singleton_fraction,0.5174273707533777,0.019442437499089638,0.0019442437499089637,0.5136527588474831,0.5213526624070617
0.45,2400,coupled,main,boundary_v2_regime_sequence,viable_propagation_index,0.7354035937547232,0.11476197965865133,0.011476197965865133,0.7121457188119537,0.7605272193473991
0.45,2400,coupled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,coupled,main,boundary_v2_regime_sequence,singleton_fraction,0.26125840825840824,0.11503596877573913,0.011503596877573912,0.23978486305361305,0.2827245768120768
0.45,2400,coupled,main,center_of_mass,viable_propagation_index,0.25408000733685604,0.007600509865638985,0.0007600509865638985,0.2528719347932179,0.25548429947088874
0.45,2400,coupled,main,center_of_mass,component_B_preservation,0.7218171287589449,0.007512007944985167,0.0007512007944985167,0.7205106152806345,0.723232080115482
0.45,2400,coupled,main,center_of_mass,singleton_fraction,0.48245580789425496,0.013716130854517885,0.0013716130854517885,0.4798552383330054,0.4848234996592921
0.45,2400,coupled,main,joint_basin,viable_propagation_index,0.4436939107835899,0.018135967736122558,0.0018135967736122559,0.4403981856767049,0.4472010137998282
0.45,2400,coupled,main,joint_basin,component_B_preservation,0.9296229380319444,0.009591831752958316,0.0009591831752958316,0.9277935566075715,0.9315559871927753
0.45,2400,coupled,main,joint_basin,singleton_fraction,0.5174273707533777,0.019442437499089638,0.0019442437499089637,0.5134113271338134,0.5212762588894164
0.45,2400,coupled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7337788238915036,0.11449186568563478,0.011449186568563478,0.7131067815357869,0.7565201905410394
0.45,2400,coupled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,coupled,strict,boundary_v2_regime_sequence,singleton_fraction,0.26125840825840824,0.11503596877573913,0.011503596877573912,0.23657475233100234,0.2851929605117105
0.45,2400,coupled,strict,center_of_mass,viable_propagation_index,0.25002221499879856,0.0077237890982892595,0.000772378909828926,0.24845806131643386,0.2515677144328439
0.45,2400,coupled,strict,center_of_mass,component_B_preservation,0.7218171287589449,0.007512007944985167,0.0007512007944985167,0.7201665229630224,0.7231766352876573
0.45,2400,coupled,strict,center_of_mass,singleton_fraction,0.48245580789425496,0.013716130854517885,0.0013716130854517885,0.4795347056703724,0.4852719605763482
0.45,2400,coupled,strict,joint_basin,viable_propagation_index,0.44035564725935117,0.017974335137406,0.0017974335137406002,0.43630277960626274,0.4440765111400808
0.45,2400,coupled,strict,joint_basin,component_B_preservation,0.9296229380319444,0.009591831752958316,0.0009591831752958316,0.9276201734014734,0.9316186603014929
0.45,2400,coupled,strict,joint_basin,singleton_fraction,0.5174273707533777,0.019442437499089638,0.0019442437499089637,0.5135492450152731,0.520845254781596
0.45,2400,independent_alpha0,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7984983901190498,0.03297436043381939,0.003297436043381939,0.7912153986663394,0.8049157310129531
0.45,2400,independent_alpha0,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,independent_alpha0,loose,boundary_v2_regime_sequence,singleton_fraction,0.19984009405863343,0.03288468512618873,0.003288468512618873,0.19413369616993,0.2059183113153433
0.45,2400,independent_alpha0,loose,center_of_mass,viable_propagation_index,0.18511994295835918,0.006565803596161187,0.0006565803596161187,0.1840124537109506,0.18632981390438202
0.45,2400,independent_alpha0,loose,center_of_mass,component_B_preservation,0.7206774005678586,0.0074379885042141275,0.0007437988504214127,0.719135199173136,0.7221616658654348
0.45,2400,independent_alpha0,loose,center_of_mass,singleton_fraction,0.4696843951428964,0.01454370839762092,0.0014543708397620919,0.46683594528505484,0.47246802558342815
0.45,2400,independent_alpha0,loose,joint_basin,viable_propagation_index,0.6004891985007526,0.07019674516375735,0.007019674516375735,0.5869266908589194,0.613079489720534
0.45,2400,independent_alpha0,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,independent_alpha0,loose,joint_basin,singleton_fraction,0.3969693264642604,0.07034017243307264,0.007034017243307264,0.3860646444494735,0.4106296414003995
0.45,2400,independent_alpha0,main,boundary_v2_regime_sequence,viable_propagation_index,0.7969068986443137,0.032957607971085136,0.0032957607971085138,0.7907536632520819,0.8040604349784518
0.45,2400,independent_alpha0,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,independent_alpha0,main,boundary_v2_regime_sequence,singleton_fraction,0.19984009405863343,0.03288468512618873,0.003288468512618873,0.19332756433478157,0.20574723495393174
0.45,2400,independent_alpha0,main,center_of_mass,viable_propagation_index,0.18301283797345064,0.006534024685606733,0.0006534024685606733,0.1818047318420701,0.18431205592752864
0.45,2400,independent_alpha0,main,center_of_mass,component_B_preservation,0.7206774005678586,0.0074379885042141275,0.0007437988504214127,0.7192897362447258,0.7220971462345074
0.45,2400,independent_alpha0,main,center_of_mass,singleton_fraction,0.4696843951428964,0.01454370839762092,0.0014543708397620919,0.4671661757036834,0.4726999015849968
0.45,2400,independent_alpha0,main,joint_basin,viable_propagation_index,0.5975939965203715,0.06974186837193966,0.0069741868371939655,0.5847126246344956,0.6093709734199795
0.45,2400,independent_alpha0,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,independent_alpha0,main,joint_basin,singleton_fraction,0.3969693264642604,0.07034017243307264,0.007034017243307264,0.3837554336827894,0.4103190521918143
0.45,2400,independent_alpha0,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7953395079880577,0.0327489476127522,0.0032748947612752195,0.7887643563292905,0.8017352668781631
0.45,2400,independent_alpha0,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,independent_alpha0,strict,boundary_v2_regime_sequence,singleton_fraction,0.19984009405863343,0.03288468512618873,0.003288468512618873,0.19319746970343094,0.20700253274791267
0.45,2400,independent_alpha0,strict,center_of_mass,viable_propagation_index,0.1794102698518966,0.006466102961959266,0.0006466102961959267,0.17805589508847391,0.18058416067475197
0.45,2400,independent_alpha0,strict,center_of_mass,component_B_preservation,0.7206774005678586,0.0074379885042141275,0.0007437988504214127,0.7188900722391598,0.72200372965837
0.45,2400,independent_alpha0,strict,center_of_mass,singleton_fraction,0.4696843951428964,0.01454370839762092,0.0014543708397620919,0.4669066935393191,0.4727375111706668
0.45,2400,independent_alpha0,strict,joint_basin,viable_propagation_index,0.5936392005724215,0.06935913895062423,0.006935913895062424,0.5806674129370084,0.6060634658894832
0.45,2400,independent_alpha0,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,independent_alpha0,strict,joint_basin,singleton_fraction,0.3969693264642604,0.07034017243307264,0.007034017243307264,0.38530037500501774,0.4098850911476259
0.45,2400,product,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7993055705932887,0.030747445185887207,0.0030747445185887205,0.7939795974068686,0.8054898938166971
0.45,2400,product,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,product,loose,boundary_v2_regime_sequence,singleton_fraction,0.19894694854781697,0.030827227880129413,0.0030827227880129413,0.19349729157317128,0.20500544589859235
0.45,2400,product,loose,center_of_mass,viable_propagation_index,0.18497489056136618,0.006138766044748958,0.0006138766044748959,0.18387300845816412,0.1861591070850997
0.45,2400,product,loose,center_of_mass,component_B_preservation,0.7228430741932186,0.007416056732137961,0.0007416056732137961,0.7214605228445348,0.7242822099048271
0.45,2400,product,loose,center_of_mass,singleton_fraction,0.46889031225336675,0.01632744317884642,0.001632744317884642,0.4660365296294697,0.47162760172182694
0.45,2400,product,loose,joint_basin,viable_propagation_index,0.5957335447892699,0.08449045606641395,0.008449045606641396,0.5763501694033034,0.6104144734219437
0.45,2400,product,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,product,loose,joint_basin,singleton_fraction,0.4017130186604373,0.08482494891253849,0.008482494891253849,0.38341115313506013,0.4211005654237836
0.45,2400,product,main,boundary_v2_regime_sequence,viable_propagation_index,0.797737587144821,0.030723033459108852,0.003072303345910885,0.7914678375264218,0.8031436350426956
0.45,2400,product,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,product,main,boundary_v2_regime_sequence,singleton_fraction,0.19894694854781697,0.030827227880129413,0.0030827227880129413,0.1928018061118531,0.20515660919919035
0.45,2400,product,main,center_of_mass,viable_propagation_index,0.18297150097967446,0.0060821625162484115,0.0006082162516248412,0.18195731101864143,0.18418011093042913
0.45,2400,product,main,center_of_mass,component_B_preservation,0.7228430741932186,0.007416056732137961,0.0007416056732137961,0.7213504189983627,0.7241995711905579
0.45,2400,product,main,center_of_mass,singleton_fraction,0.46889031225336675,0.01632744317884642,0.001632744317884642,0.46599169825519376,0.4716132139850882
0.45,2400,product,main,joint_basin,viable_propagation_index,0.5931056704864615,0.08423318389822929,0.008423318389822928,0.5761533894135568,0.6088372863330923
0.45,2400,product,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,product,main,joint_basin,singleton_fraction,0.4017130186604373,0.08482494891253849,0.008482494891253849,0.38716908513321907,0.41879011228762913
0.45,2400,product,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7961508176414864,0.030855319066288116,0.003085531906628812,0.7897448154935927,0.8020339321705868
0.45,2400,product,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,product,strict,boundary_v2_regime_sequence,singleton_fraction,0.19894694854781697,0.030827227880129413,0.0030827227880129413,0.19275908953354248,0.20470176175349772
0.45,2400,product,strict,center_of_mass,viable_propagation_index,0.17934502690050536,0.006127831100526915,0.0006127831100526916,0.178329310197459,0.1807989526479641
0.45,2400,product,strict,center_of_mass,component_B_preservation,0.7228430741932186,0.007416056732137961,0.0007416056732137961,0.7214156247400109,0.7241257888021158
0.45,2400,product,strict,center_of_mass,singleton_fraction,0.46889031225336675,0.01632744317884642,0.001632744317884642,0.46611635490367065,0.4719573978806788
0.45,2400,product,strict,joint_basin,viable_propagation_index,0.5890617897353441,0.08342677374894786,0.008342677374894785,0.5718698497420568,0.6054228595979135
0.45,2400,product,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,product,strict,joint_basin,singleton_fraction,0.4017130186604373,0.08482494891253849,0.008482494891253849,0.3845339859011188,0.4166908575587013
0.45,2400,shuffled,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7985395360215513,0.030134992649811003,0.0030134992649811,0.7925431238369309,0.8041059273051963
0.45,2400,shuffled,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,shuffled,loose,boundary_v2_regime_sequence,singleton_fraction,0.19980314655468226,0.030211620144964608,0.003021162014496461,0.19434281899262956,0.20599705326753573
0.45,2400,shuffled,loose,center_of_mass,viable_propagation_index,0.18465301927545505,0.007305306336103823,0.0007305306336103823,0.18337786498281988,0.18596398929940386
0.45,2400,shuffled,loose,center_of_mass,component_B_preservation,0.7221616603359606,0.008399332247577397,0.0008399332247577397,0.7204489000463262,0.7236553143325531
0.45,2400,shuffled,loose,center_of_mass,singleton_fraction,0.4726828412918957,0.015987645591016612,0.0015987645591016612,0.46951318301434886,0.47574673124800493
0.45,2400,shuffled,loose,joint_basin,viable_propagation_index,0.6066581628223617,0.08611015533831287,0.008611015533831288,0.5901464239793855,0.6227472345363432
0.45,2400,shuffled,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,shuffled,loose,joint_basin,singleton_fraction,0.3908190154628704,0.08643926450489747,0.008643926450489748,0.37655015056097857,0.4079218034971086
0.45,2400,shuffled,main,boundary_v2_regime_sequence,viable_propagation_index,0.7967981560312353,0.02997663647932909,0.002997663647932909,0.7907687763636343,0.8028422636321646
0.45,2400,shuffled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,shuffled,main,boundary_v2_regime_sequence,singleton_fraction,0.19980314655468226,0.030211620144964608,0.003021162014496461,0.1939846449126615,0.20593380181236878
0.45,2400,shuffled,main,center_of_mass,viable_propagation_index,0.1827557382757983,0.0072618116256667605,0.0007261811625666761,0.1816146166850972,0.18415502691875404
0.45,2400,shuffled,main,center_of_mass,component_B_preservation,0.7221616603359606,0.008399332247577397,0.0008399332247577397,0.720595547019902,0.7240151275754881
0.45,2400,shuffled,main,center_of_mass,singleton_fraction,0.4726828412918957,0.015987645591016612,0.0015987645591016612,0.4694896053471839,0.47558484617989266
0.45,2400,shuffled,main,joint_basin,viable_propagation_index,0.6038093572536473,0.08581688603342699,0.0085816886033427,0.584399379351915,0.6197150391744928
0.45,2400,shuffled,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,shuffled,main,joint_basin,singleton_fraction,0.3908190154628704,0.08643926450489747,0.008643926450489748,0.37397083085439836,0.4080222470123784
0.45,2400,shuffled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7954019782255854,0.03016302532445444,0.003016302532445444,0.7896072646411515,0.8011919438262595
0.45,2400,shuffled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,shuffled,strict,boundary_v2_regime_sequence,singleton_fraction,0.19980314655468226,0.030211620144964608,0.003021162014496461,0.1928334711397736,0.20549272259737347
0.45,2400,shuffled,strict,center_of_mass,viable_propagation_index,0.17898941764477017,0.007402901605365884,0.0007402901605365884,0.17755064070654303,0.18053194775531753
0.45,2400,shuffled,strict,center_of_mass,component_B_preservation,0.7221616603359606,0.008399332247577397,0.0008399332247577397,0.7204785207799168,0.7237527843509127
0.45,2400,shuffled,strict,center_of_mass,singleton_fraction,0.4726828412918957,0.015987645591016612,0.0015987645591016612,0.4696952598490253,0.47597914752808934
0.45,2400,shuffled,strict,joint_basin,viable_propagation_index,0.599607385755017,0.08521273031883242,0.008521273031883242,0.5847639587124545,0.6141315227222459
0.45,2400,shuffled,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.45,2400,shuffled,strict,joint_basin,singleton_fraction,0.3908190154628704,0.08643926450489747,0.008643926450489748,0.3736910724589751,0.4058256180609489
0.5,900,coupled,loose,boundary_v2_regime_sequence,viable_propagation_index,0.6439070201951546,0.09010315149822133,0.009010315149822134,0.628557088977422,0.6643536048253174
0.5,900,coupled,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,coupled,loose,boundary_v2_regime_sequence,singleton_fraction,0.3524738519564371,0.09047788297133126,0.009047788297133126,0.334095170382593,0.36812562575131264
0.5,900,coupled,loose,center_of_mass,viable_propagation_index,0.2469693340360898,0.01018288549995867,0.001018288549995867,0.24520560367128827,0.24888391644426772
0.5,900,coupled,loose,center_of_mass,component_B_preservation,0.8283746480105583,0.008084148319509567,0.0008084148319509567,0.826786785507584,0.8298836731349299
0.5,900,coupled,loose,center_of_mass,singleton_fraction,0.4283565881212421,0.01854109363016899,0.0018541093630168991,0.4247030380188307,0.4318048568036394
0.5,900,coupled,loose,joint_basin,viable_propagation_index,0.5116165303518484,0.026864950390012524,0.0026864950390012524,0.5062360152224666,0.5166903591821522
0.5,900,coupled,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,coupled,loose,joint_basin,singleton_fraction,0.48399394834877335,0.027299406442054284,0.0027299406442054283,0.47836926138976854,0.4896831930012041
0.5,900,coupled,main,boundary_v2_regime_sequence,viable_propagation_index,0.6415656583696117,0.08989261191707087,0.008989261191707088,0.622808273313375,0.658032147191993
0.5,900,coupled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,coupled,main,boundary_v2_regime_sequence,singleton_fraction,0.3524738519564371,0.09047788297133126,0.009047788297133126,0.3335904821679009,0.3697752523749041
0.5,900,coupled,main,center_of_mass,viable_propagation_index,0.2458281797433502,0.01013261584435679,0.001013261584435679,0.24397106797077697,0.24777943666803234
0.5,900,coupled,main,center_of_mass,component_B_preservation,0.8283746480105583,0.008084148319509567,0.0008084148319509567,0.8266526225823664,0.8299141964209645
0.5,900,coupled,main,center_of_mass,singleton_fraction,0.4283565881212421,0.01854109363016899,0.0018541093630168991,0.424998846834421,0.431750268336766
0.5,900,coupled,main,joint_basin,viable_propagation_index,0.5074950848366615,0.027037778430308385,0.0027037778430308384,0.5020500668619202,0.5126649732093974
0.5,900,coupled,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,coupled,main,joint_basin,singleton_fraction,0.48399394834877335,0.027299406442054284,0.0027299406442054283,0.47879946986190813,0.4898013709760708
0.5,900,coupled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.6406041395443064,0.0897523778055241,0.00897523778055241,0.6236136506278642,0.6616576371869949
0.5,900,coupled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,coupled,strict,boundary_v2_regime_sequence,singleton_fraction,0.3524738519564371,0.09047788297133126,0.009047788297133126,0.33367987827553425,0.3716141815700639
0.5,900,coupled,strict,center_of_mass,viable_propagation_index,0.24474730442044862,0.010121632624046795,0.0010121632624046795,0.24303620556832656,0.2468434479220934
0.5,900,coupled,strict,center_of_mass,component_B_preservation,0.8283746480105583,0.008084148319509567,0.0008084148319509567,0.8268213970376272,0.8298132971060538
0.5,900,coupled,strict,center_of_mass,singleton_fraction,0.4283565881212421,0.01854109363016899,0.0018541093630168991,0.4245857622907011,0.4317216528168832
0.5,900,coupled,strict,joint_basin,viable_propagation_index,0.4979416258950099,0.026988233607981034,0.0026988233607981036,0.4931066657110433,0.5027371817246711
0.5,900,coupled,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,coupled,strict,joint_basin,singleton_fraction,0.48399394834877335,0.027299406442054284,0.0027299406442054283,0.478468384868967,0.4889230214777837
0.5,900,independent_alpha0,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7322587560322433,0.03613648744980125,0.0036136487449801246,0.7258639664465218,0.7394310902583909
0.5,900,independent_alpha0,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,independent_alpha0,loose,boundary_v2_regime_sequence,singleton_fraction,0.26412414349340607,0.0361830259359412,0.00361830259359412,0.25726758063392835,0.27116968723824925
0.5,900,independent_alpha0,loose,center_of_mass,viable_propagation_index,0.19119987500070054,0.008076465232858623,0.0008076465232858623,0.18942720186737605,0.19287022238449483
0.5,900,independent_alpha0,loose,center_of_mass,component_B_preservation,0.7138256894893097,0.008380836943259348,0.0008380836943259348,0.7119692510655438,0.715423290823192
0.5,900,independent_alpha0,loose,center_of_mass,singleton_fraction,0.4188953645271916,0.02230960256748803,0.002230960256748803,0.4145837011483383,0.4236421407254119
0.5,900,independent_alpha0,loose,joint_basin,viable_propagation_index,0.5308910325004925,0.07145464199835201,0.007145464199835201,0.5178028852489308,0.5443357184887201
0.5,900,independent_alpha0,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,independent_alpha0,loose,joint_basin,singleton_fraction,0.4668911240396584,0.07161616756162015,0.007161616756162015,0.45462354278326583,0.4807285502754923
0.5,900,independent_alpha0,main,boundary_v2_regime_sequence,viable_propagation_index,0.72981637548677,0.03610359513545412,0.0036103595135454124,0.723892736964223,0.7369331430553648
0.5,900,independent_alpha0,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,independent_alpha0,main,boundary_v2_regime_sequence,singleton_fraction,0.26412414349340607,0.0361830259359412,0.00361830259359412,0.2577440080970513,0.2716534683994911
0.5,900,independent_alpha0,main,center_of_mass,viable_propagation_index,0.1896936820749988,0.008139046258212938,0.0008139046258212937,0.18790266901732539,0.19124410223012137
0.5,900,independent_alpha0,main,center_of_mass,component_B_preservation,0.7138256894893097,0.008380836943259348,0.0008380836943259348,0.7122025332267703,0.7152284501163608
0.5,900,independent_alpha0,main,center_of_mass,singleton_fraction,0.4188953645271916,0.02230960256748803,0.002230960256748803,0.41437488415552065,0.4230433164147703
0.5,900,independent_alpha0,main,joint_basin,viable_propagation_index,0.5296177211571927,0.07109086860862222,0.007109086860862222,0.5173604465402591,0.5422060781532555
0.5,900,independent_alpha0,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,independent_alpha0,main,joint_basin,singleton_fraction,0.4668911240396584,0.07161616756162015,0.007161616756162015,0.4508090279819018,0.4808706698179588
0.5,900,independent_alpha0,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7239057113925723,0.035637245074081246,0.0035637245074081245,0.7174437245115,0.7299388026357414
0.5,900,independent_alpha0,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,independent_alpha0,strict,boundary_v2_regime_sequence,singleton_fraction,0.26412414349340607,0.0361830259359412,0.00361830259359412,0.25743967385574645,0.27160307757615426
0.5,900,independent_alpha0,strict,center_of_mass,viable_propagation_index,0.1866739157788766,0.007961514411557812,0.0007961514411557811,0.18504622595754325,0.18802587905520712
0.5,900,independent_alpha0,strict,center_of_mass,component_B_preservation,0.7138256894893097,0.008380836943259348,0.0008380836943259348,0.7121493154245635,0.7151382774012015
0.5,900,independent_alpha0,strict,center_of_mass,singleton_fraction,0.4188953645271916,0.02230960256748803,0.002230960256748803,0.4144829771952324,0.4230655133382394
0.5,900,independent_alpha0,strict,joint_basin,viable_propagation_index,0.5283372547437176,0.07087057228396683,0.0070870572283966825,0.5146814703652418,0.5415200495937967
0.5,900,independent_alpha0,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,independent_alpha0,strict,joint_basin,singleton_fraction,0.4668911240396584,0.07161616756162015,0.007161616756162015,0.4520790986611516,0.4811955274605719
0.5,900,product,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7363614402095652,0.0328559085811207,0.0032855908581120702,0.730254477977403,0.7420748942841533
0.5,900,product,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,product,loose,boundary_v2_regime_sequence,singleton_fraction,0.25999738964113805,0.03284397017395701,0.003284397017395701,0.25399731954897103,0.2666614795308185
0.5,900,product,loose,center_of_mass,viable_propagation_index,0.19069218575503524,0.007407738957085809,0.0007407738957085809,0.18930071594011505,0.19218500695043855
0.5,900,product,loose,center_of_mass,component_B_preservation,0.7139154939139881,0.009483625797969174,0.0009483625797969174,0.712160138909242,0.7159457634163485
0.5,900,product,loose,center_of_mass,singleton_fraction,0.42035109358260364,0.01807891338390038,0.0018078913383900378,0.41727684666724074,0.4230193236003497
0.5,900,product,loose,joint_basin,viable_propagation_index,0.5290477255699735,0.0752445272845175,0.0075244527284517495,0.5158470538823674,0.5427443522715316
0.5,900,product,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,product,loose,joint_basin,singleton_fraction,0.46868669335266216,0.07553476658644133,0.007553476658644133,0.45699068836494683,0.4819406235276178
