kappa,variant_id,split,alpha,T,component_A_preservation,component_B_preservation,lower_rank_erasure_score
random_matched_predictive_kmeans_k13,time_discretization_test_006,test,0.525,1500,0.804369049256607,0.5511922012889936,0.32221937472719975
random_matched_predictive_kmeans_k21,time_discretization_test_006,test,0.525,1500,0.804365791279847,0.5511899726661526,0.3222221180270002
random_matched_predictive_kmeans_k5,time_discretization_test_006,test,0.525,1500,0.8069813006527297,0.552982352847637,0.32001817324981663
random_matched_predictive_kmeans_k8,time_discretization_test_006,test,0.525,1500,0.8044671113636795,0.5512594116222123,0.32213673850705404
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_006,test,0.525,1500,0.804369049256607,0.5511922012889936,0.32221937472719975
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_006,test,0.525,1500,0.8044671113636795,0.5512594116222123,0.32213673850705404
all_one_diagnostic,time_discretization_test_006,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_006,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_006,test,0.525,2400,1.0,0.7339419257537141,0.13302903712314296
identity_diagnostic,time_discretization_test_006,test,0.525,2400,0.8369585908357096,0.5445712324694426,0.3092350883474239
joint_basin,time_discretization_test_006,test,0.525,2400,1.0,0.9949901166485084,0.0025049416757457667
predictive_kmeans_k13,time_discretization_test_006,test,0.525,2400,1.0,0.7022044121807234,0.14889779390963828
predictive_kmeans_k21,time_discretization_test_006,test,0.525,2400,0.9296110542873782,0.604854103021726,0.23276742134544778
predictive_kmeans_k5,time_discretization_test_006,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_006,test,0.525,2400,1.0,0.9326851738497878,0.03365741307510608
predictive_kmeans_no_COM_k13,time_discretization_test_006,test,0.525,2400,1.0,0.6681746438750638,0.1659126780624681
predictive_kmeans_no_COM_k8,time_discretization_test_006,test,0.525,2400,1.0,0.9213755731048262,0.03931221344758686
random_matched_predictive_kmeans_k13,time_discretization_test_006,test,0.525,2400,0.8369624548676126,0.5445737352435969,0.3092319049443953
random_matched_predictive_kmeans_k21,time_discretization_test_006,test,0.525,2400,0.8369590748483264,0.5445715474087249,0.30923468887147426
random_matched_predictive_kmeans_k5,time_discretization_test_006,test,0.525,2400,0.8396796871077946,0.5463417740190178,0.3069892694365938
random_matched_predictive_kmeans_k8,time_discretization_test_006,test,0.525,2400,0.8370654676898575,0.5446408282029765,0.30914685205358294
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_006,test,0.525,2400,0.8369624548676126,0.5445737352435969,0.3092319049443953
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_006,test,0.525,2400,0.8370654676898575,0.5446408282029765,0.30914685205358294
all_one_diagnostic,time_discretization_test_007,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_007,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_007,test,0.525,1500,1.0,0.8362728182796445,0.08186359086017768
identity_diagnostic,time_discretization_test_007,test,0.525,1500,0.7552839893358949,0.5355489357312132,0.3545835374664459
joint_basin,time_discretization_test_007,test,0.525,1500,1.0,0.9998016233730929,9.918831345361499e-05
predictive_kmeans_k13,time_discretization_test_007,test,0.525,1500,0.9804715280346669,0.6952226365149143,0.16215291772520934
predictive_kmeans_k21,time_discretization_test_007,test,0.525,1500,0.8506283306433288,0.6031535431514061,0.2731090631026325
predictive_kmeans_k5,time_discretization_test_007,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_007,test,0.525,1500,1.0,0.8971860711739309,0.05140696441303452
predictive_kmeans_no_COM_k13,time_discretization_test_007,test,0.525,1500,0.9758449999274936,0.6919434658603062,0.1661057671061001
predictive_kmeans_no_COM_k8,time_discretization_test_007,test,0.525,1500,1.0,0.903367481801942,0.04831625909902892
random_matched_predictive_kmeans_k13,time_discretization_test_007,test,0.525,1500,0.7552874765167058,0.5355513997068155,0.3545805618882392
random_matched_predictive_kmeans_k21,time_discretization_test_007,test,0.525,1500,0.7552844235246887,0.5355492443212191,0.3545831660770461
random_matched_predictive_kmeans_k5,time_discretization_test_007,test,0.525,1500,0.7577387673155503,0.5372899477085916,0.352485642487929
random_matched_predictive_kmeans_k8,time_discretization_test_007,test,0.525,1500,0.7553800532776441,0.5356170981381813,0.3545014242920873
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_007,test,0.525,1500,0.7552874765167058,0.5355513997068155,0.3545805618882392
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_007,test,0.525,1500,0.7553800532776441,0.5356170981381813,0.3545014242920873
all_one_diagnostic,time_discretization_test_007,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_007,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_007,test,0.525,2400,1.0,0.7947756032888215,0.1026121983555892
identity_diagnostic,time_discretization_test_007,test,0.525,2400,0.8101629160405754,0.5534260389601264,0.318205522499649
joint_basin,time_discretization_test_007,test,0.525,2400,1.0,0.9562799138855563,0.021860043057221827
predictive_kmeans_k13,time_discretization_test_007,test,0.525,2400,1.0,0.7008814872825202,0.14955925635873984
predictive_kmeans_k21,time_discretization_test_007,test,0.525,2400,0.8989876956388276,0.6141009827255428,0.24345566081781475
predictive_kmeans_k5,time_discretization_test_007,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_007,test,0.525,2400,1.0,0.8944741754588604,0.052762912270569784
predictive_kmeans_no_COM_k13,time_discretization_test_007,test,0.525,2400,0.9950574998591637,0.6800092998975265,0.1624666001216549
predictive_kmeans_no_COM_k8,time_discretization_test_007,test,0.525,2400,1.0,0.8759168282755833,0.06204158586220828
random_matched_predictive_kmeans_k13,time_discretization_test_007,test,0.525,2400,0.810166664372979,0.553428604110374,0.31820236575832345
random_matched_predictive_kmeans_k21,time_discretization_test_007,test,0.525,2400,0.8101633829536969,0.5534263613033891,0.31820512787145705
random_matched_predictive_kmeans_k5,time_discretization_test_007,test,0.525,2400,0.8127996272246624,0.5552271172548431,0.3159866277602472
random_matched_predictive_kmeans_k8,time_discretization_test_007,test,0.525,2400,0.8102664128673426,0.55349678646479,0.3181184003339337
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_007,test,0.525,2400,0.810166664372979,0.553428604110374,0.31820236575832345
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_007,test,0.525,2400,0.8102664128673426,0.55349678646479,0.3181184003339337
