variant_id,perturbation_family,perturbation_strength,alpha,T,kappa,Delta_R,Delta_H_weighted_product,Delta_breadth_vs_product,Delta_breadth_vs_shuffled,macro_path_entropy,macro_node_entropy,breadth_index
potential_shape_001,potential_shape,moderate,0.45,2400,boundary_v2_regime_sequence,-3.6713290201117594,-3.6676383210106374,-0.28525681951838167,-0.2852399236300961,1.231471850416644,0.47975404812160855,0.0956778982260447
potential_shape_001,potential_shape,moderate,0.45,2400,center_of_mass,0.6397240997265197,0.6335153294148794,0.04931528466024615,0.049702822175637706,8.46486886721974,2.0042093316435348,0.657669007470594
potential_shape_001,potential_shape,moderate,0.45,2400,joint_basin,4.5566544809879055,4.549138886378527,0.3538520291016096,0.35402447111108365,5.6099634136346515,1.3384332117679072,0.4358601534213104
potential_shape_001,potential_shape,moderate,0.5,900,boundary_v2_regime_sequence,-1.4325277562921914,-1.4350613681761548,-0.11163485771149828,-0.11130341517306447,1.951890070409671,0.6391003169427172,0.15164806682247023
potential_shape_001,potential_shape,moderate,0.5,900,center_of_mass,0.11105088491496673,0.10313063105383868,0.007968128604377678,0.008615098564428436,7.1282289307735756,2.1364266589034377,0.5538130138320798
potential_shape_001,potential_shape,moderate,0.5,900,joint_basin,3.7277196592742916,3.723038877156413,0.28954389201846187,0.2896152885631421,4.944665535905331,1.3670129116627887,0.3841655786730581
potential_shape_001,potential_shape,moderate,0.5,1500,boundary_v2_regime_sequence,-2.5888747222395425,-2.5909860533043103,-0.20154053220080642,-0.20114478879528147,1.54135222563711,0.5306383498405642,0.1197521750390184
potential_shape_001,potential_shape,moderate,0.5,1500,center_of_mass,0.3227054917005372,0.316021579327197,0.024521711860813422,0.025058275372548677,7.829538259072448,2.061781824962505,0.6082998032736333
potential_shape_001,potential_shape,moderate,0.5,1500,joint_basin,4.808790684518467,4.804155710692559,0.37362629036449835,0.373606941041823,5.9750909526081,1.492026320556873,0.4642223364638074
potential_shape_001,potential_shape,moderate,0.5,2400,boundary_v2_regime_sequence,-3.716364731316943,-3.711531347364823,-0.28869475840432274,-0.2887441784737258,1.1821308998382638,0.47523881423653214,0.09184321274496605
potential_shape_001,potential_shape,moderate,0.5,2400,center_of_mass,0.6612874727372047,0.651699554596914,0.05062609366094706,0.05136314063515057,8.486556143437136,2.0331571811443636,0.6593454605675747
potential_shape_001,potential_shape,moderate,0.5,2400,joint_basin,4.604902929838685,4.599248073924905,0.3576907815666013,0.3577665176081577,5.660725820734991,1.391380307193975,0.43979840576895385
potential_shape_001,potential_shape,moderate,0.525,900,boundary_v2_regime_sequence,-1.4840334786795344,-1.468905788960136,-0.1142493867460985,-0.11530016326327577,1.9110389379032746,0.6268956070312397,0.14847639385761932
potential_shape_001,potential_shape,moderate,0.525,900,center_of_mass,0.1119321280583705,0.11444747943023525,0.008920473446054844,0.008697357830307784,7.139059203449594,2.1411277582915185,0.554662550107635
potential_shape_001,potential_shape,moderate,0.525,900,joint_basin,3.9519413821160487,3.947774213481707,0.3070790256161864,0.3070425531898683,5.173887679423379,1.4300173768261046,0.40198038772244465
potential_shape_001,potential_shape,moderate,0.525,1500,boundary_v2_regime_sequence,-2.6489779976213637,-2.632030613369352,-0.20472060448742385,-0.20580934566690334,1.4974283274055995,0.5217474369405407,0.11634129973843899
potential_shape_001,potential_shape,moderate,0.525,1500,center_of_mass,0.32577361738041777,0.3300239105601621,0.025690245743248186,0.025311634745386447,7.842125416892102,2.0705562265765343,0.6092866158002486
potential_shape_001,potential_shape,moderate,0.525,1500,joint_basin,4.93561635008745,4.929948392188908,0.383476903704318,0.3834682648002786,6.105673767750167,1.5373696121688272,0.47437465875504375
potential_shape_001,potential_shape,moderate,0.525,2400,boundary_v2_regime_sequence,-3.735160312965812,-3.7265094112761714,-0.28985215775858275,-0.2901991633565404,1.1696643252793348,0.4732998795120603,0.09087597931125466
potential_shape_001,potential_shape,moderate,0.525,2400,center_of_mass,0.6626773936902328,0.668374786011876,0.052009500127521924,0.05148711294799002,8.494399773556644,2.0457677966737915,0.6599644636037677
potential_shape_001,potential_shape,moderate,0.525,2400,joint_basin,4.614487827328547,4.612771205046149,0.3588051272399737,0.358518470276347,5.677299389302008,1.4127315074243447,0.4410925075247073
reference_000,reference,reference,0.45,900,boundary_v2_regime_sequence,-1.2236770011902323,-1.220348986463792,-0.09493968624342486,-0.09507213935579001,2.046801236282735,0.6654391041037917,0.15902357902572178
reference_000,reference,reference,0.45,900,center_of_mass,0.11650989938579848,0.11629021547836871,0.009002731037722644,0.009051790512624391,7.12840964275851,2.1185094722181126,0.5538325800604416
reference_000,reference,reference,0.45,900,joint_basin,3.3059602689953866,3.300261229208975,0.25669029815780015,0.25685225539934275,4.483574752413084,1.2482962788961223,0.34834553385455846
reference_000,reference,reference,0.45,1500,boundary_v2_regime_sequence,-2.2145760421365406,-2.2185410428446857,-0.17258356030399394,-0.17205877903561703,1.6326742528871994,0.5475777503112207,0.1268485176935756
