rule_id,metric,mean,ci_low,ci_high
q3g3_s5_00115,raw_persistence_score,0.0,0.0,0.0
q3g3_s5_00126,raw_persistence_score,0.0048912972195239626,0.0,0.01824764994417426
q3g3_s5_00143,raw_persistence_score,0.180574673196985,0.0944818128193461,0.26864219395555944
q3g3_s5_00176,raw_persistence_score,0.1992582136044445,0.17826310459100914,0.22990820592923059
q3g3_s5_00183,raw_persistence_score,0.10478094719531769,0.0,0.2569737399331882
q3g3_s5_00199,raw_persistence_score,0.0,0.0,0.0
q3g3_s5_00204,raw_persistence_score,0.1265876743789185,0.045261559296292476,0.16576256414510762
q3g3_s5_00214,raw_persistence_score,0.0,0.0,0.0
q3g3_s5_00221,raw_persistence_score,0.1382125473852699,0.05365430274841189,0.17218898474664332
q3g3_s5_00233,raw_persistence_score,0.0858681955321935,0.0,0.21606386840532085
q3g3_s5_00244,raw_persistence_score,0.21222926879605575,0.17881513781803268,0.26215350236039503
q3g3_s5_00264,raw_persistence_score,0.14593230375349905,0.13749427241217066,0.15679439237175347
q3g3_s5_00286,raw_persistence_score,0.00017174958004248956,0.0,0.000893097816220945
q3g3_s5_00296,raw_persistence_score,0.03427095232581039,0.0,0.10782448516551418
q3g3_s5_00334,raw_persistence_score,0.0012703581619157227,0.0,0.0038427750928628143
q3g3_s5_00343,raw_persistence_score,0.045819673064513594,0.003315959917385738,0.10910564641444716
q3g3_s5_00351,raw_persistence_score,0.0,0.0,0.0
q3g3_s6_00058,raw_persistence_score,0.18548283613256422,0.1769922636894377,0.19360966051883902
q3g3_s6_00123,raw_persistence_score,0.09815234722078263,0.0,0.21843782607901432
q3g3_s6_00140,raw_persistence_score,0.024738234910873833,0.0,0.10097108136841423
q3g3_s6_00149,raw_persistence_score,0.10959305673279875,0.0,0.29790838567624006
q3g3_s6_00302,raw_persistence_score,0.1354580066594349,0.0,0.3215496047417888
q3g3_s6_00313,raw_persistence_score,0.010038807068079365,0.0014952118360529116,0.02277008523682557
q3g3_s6_00356,raw_persistence_score,0.040097995632436045,0.0,0.12479891976206373
q3g3_s6_00364,raw_persistence_score,0.15992392049607967,0.05953651590835424,0.19306475703346684
q3g3_s7_00001,raw_persistence_score,0.07539899290014321,0.0,0.12195009354183976
q3g3_s7_00003,raw_persistence_score,0.0002199385715850119,0.0,0.0009056367248698571
q3g3_s7_00004,raw_persistence_score,0.12482236921474109,0.0,0.21862985275136482
q3g3_s7_00005,raw_persistence_score,0.006028847292237154,0.0,0.01099601496367165
q3g3_s7_00006,raw_persistence_score,0.00019161087961216448,0.0,0.0009963765739832544
q3g3_s7_00008,raw_persistence_score,0.114155671633019,0.0,0.17584591663703897
q3g3_s7_00010,raw_persistence_score,0.0,0.0,0.0
q3g3_s7_00011,raw_persistence_score,0.07069860761345118,0.0076582390444540245,0.10265125275076731
q3g3_s7_00013,raw_persistence_score,0.0008358023576412357,0.0,0.0025096411741892914
q3g3_s7_00014,raw_persistence_score,0.0017712067308809536,0.0,0.006229984554742765
q3g3_s7_00015,raw_persistence_score,0.0782112097404881,0.028894917158650314,0.09292091595260618
q3g3_s7_00016,raw_persistence_score,0.09625244454400309,0.0,0.15159593701700677
q3g3_s7_00017,raw_persistence_score,0.0886337951243372,0.0,0.12353258612507954
q3g3_s7_00018,raw_persistence_score,0.028106589208952502,0.0,0.0720094536567875
q3g3_s7_00019,raw_persistence_score,0.06431322079720742,0.01033848195641456,0.12620035149149472
q3g3_s7_00024,raw_persistence_score,0.0,0.0,0.0
q3g3_s7_00025,raw_persistence_score,0.09182584003628957,0.0,0.12435227071546856
q3g3_s7_00026,raw_persistence_score,0.1131718166613117,0.10576377553596057,0.1251809567867685
q3g3_s7_00027,raw_persistence_score,0.12337427023097482,0.11769931862396957,0.13908410228971324
q3g3_s7_00028,raw_persistence_score,0.0713362846667522,0.0,0.09632241357007132
q3g3_s7_00030,raw_persistence_score,0.10376720838985355,0.0,0.14084689149415267
q3g3_s7_00032,raw_persistence_score,0.10234586850228246,0.06373743061249135,0.1201911384746711
