space,rule_id,stratum,target_role,raw_persistence_score,adjusted_persistence,center_only_score,left_removed_score,right_removed_score,symmetrized_rule_score,symbol_phase_only_score,output_distribution_matched_score,stratum_null_persistence_q90,relation_load_bearing_adjusted,asymmetry_load_bearing_adjusted,local_phase_fakeout_rejected,future_distinct_descendant_count_raw,future_distinct_descendant_count_symbol_phase,composition_adjusted_delta,composition_emission_only_flag,interaction_outcome_diversity,matched_control_interaction_diversity,dominant_interaction_outcome,reclassification
q3_radius1,q3g3_s2_00177,S2_quiescent_preserving,candidate,0.003463450573216659,-0.26201029804919584,0.0,0.0,0.0,0.005406400379609734,0.0,0.07029905109310192,0.2654737486224125,0.003463450573216659,-0.001942949806393075,True,64.0,1.0,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q3_radius1,q3g3_s2_00186,S2_quiescent_preserving,candidate,0.0476752078629006,-0.04571593312183372,0.0,0.0,0.0,0.0,0.0,0.0037042547263820263,0.09339114098473432,0.0476752078629006,0.0476752078629006,True,58.0,1.0,-0.5,True,-0.0,1.0,emission,generic_persistence
q3_radius1,q3g3_s2_00198,S2_quiescent_preserving,candidate,0.32682411972973713,0.14596328590479762,0.0,3.943956756686315e-09,0.009048060605883826,0.09319871734968821,0.0,0.050970127117150446,0.1808608338249395,0.3177760591238533,0.23362540238004892,True,64.0,1.0,-0.5,True,-0.0,1.0,emission,emission_only
q3_radius1,q3g3_s2_00220,S2_quiescent_preserving,candidate,0.02323730794562259,-0.26635901122984695,0.0,0.07604090095373026,0.0,0.0,0.0,0.11068323999185424,0.2895963191754695,-0.05280359300810766,0.02323730794562259,True,64.0,1.0,1.0,False,1.0,-0.0,emission,output_distribution_fakeout
q3_radius1,q3g3_s3_00030,S3_sparse_active_preserving,candidate,0.007138383265403083,-0.12347495666298572,0.0,0.012994019000106024,0.0,0.0,0.0,0.0,0.1306133399283888,-0.0058556357347029405,0.007138383265403083,True,64.0,1.0,0.0,True,-0.0,-0.0,emission,generic_persistence
q3_radius1,q3g3_s3_00036,S3_sparse_active_preserving,candidate,0.18018974123693382,0.04927413659770771,0.0,0.001564940154153693,0.0,0.14540992415754883,0.0,0.09571207324020561,0.1309156046392261,0.17862480108278012,0.03477981707938499,False,64.0,64.0,0.0,True,-0.0,-0.0,emission,self_persistence_fakeout
q3_radius1,q3g3_s3_00043,S3_sparse_active_preserving,candidate,0.1752837628459154,0.0446704229175266,0.0,0.0,0.0,0.14602066979441572,0.0,0.009558099002280314,0.1306133399283888,0.1752837628459154,0.029263093051499683,False,64.0,64.0,0.0,True,-0.0,-0.0,emission,self_persistence_fakeout
q3_radius1,q3g3_s3_00056,S3_sparse_active_preserving,candidate,0.19463428454420534,0.03563669091174837,0.0,0.0,0.0,0.08659639091424541,0.0,0.15899759363245697,0.11986788762599765,0.19463428454420534,0.10803789362995993,False,64.0,64.0,0.0,True,-0.0,-0.0,emission,self_persistence_fakeout
q3_radius1,q3g3_s3_00060,S3_sparse_active_preserving,candidate,0.3087429473084064,0.19400761669100813,0.0,0.1367202223389179,0.0,0.03184203840383945,0.0,0.07270680036898511,0.11473533061739828,0.1720227249694885,0.276900908904567,False,64.0,64.0,0.0,True,-0.0,-0.0,emission,self_persistence_fakeout
q3_radius1,q3g3_s3_00073,S3_sparse_active_preserving,candidate,6.967299191561421e-05,-0.12031665722737031,0.0,0.0,0.0,0.0,0.0,0.053293053040863216,0.12038633021928592,6.967299191561421e-05,6.967299191561421e-05,True,64.0,1.0,0.0,False,-0.0,-0.0,pass_through,output_distribution_fakeout
