I_cost_constrained,I_max,I_mean,I_unconstrained,N_eff_mean,adaptive_idx,bounded_cost_score,coarse_name,compression_gate,compression_ratio,cost_sustainment_ratio,estimator_warning,fake_short_horizon_lure_detected,fake_viability_rate,family,hidden_nonviability_rate,horizon_coherence_score,irreversibility_sensitivity,label_entropy,macro_viability_purity,mixed_viability_label_fraction,nondegeneracy_score,omega_profile_score,pair_id,raw_I_nonzero,recoverability_preservation_score,recoverability_purity,room_purity,scale_consistency_score,sector_purity,singleton_fraction,total_cases,truncated_cases,truncation_fraction,variant,viability_preservation_score,world_seed
,0.0,0.0,,1.0,,,identity,0.0,1.0,,1,0,0.8042328042328042,A,0.19576719576719576,1.0,,6.340359303727763,1.0,0.0,0.0,1.0,3,0,1.0,1.0,,,,1.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,all_one,0.0,0.001763668430335097,,1,0,1.0,A,0.0,1.0,,0.0,0.8042328042328042,1.0,0.0,0.8990365641510185,3,0,0.8123209169054441,0.7689594356261023,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,random_k,0.4585537918871252,0.02292768959435626,,1,0,1.0,A,0.0,1.0,,2.5595958925057802,0.8040350203598893,1.0,0.0,0.8994823464218183,3,0,0.8141334735453836,0.7717001787861565,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,checkerboard,0.0,0.003527336860670194,,1,0,1.0,A,0.0,1.0,,0.6930709707288083,0.8043989547038328,1.0,0.0,0.8991203058640186,3,0,0.8124557678697806,0.769163763066202,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,region,0.3527336860670194,0.01763668430335097,,1,0,0.8,A,0.2,1.0,,2.216269911324334,0.8918367346938776,0.6,0.0,0.9434115162674017,3,0,0.8882175226586102,0.8741496598639455,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,viability_signature,0.7054673721340388,0.03527336860670194,,1,0,0.6,A,0.4,1.0,,2.6397097367398272,0.9128803245436105,0.3,0.0,0.9600908275828399,3,0,0.9307551236513434,0.9256035507201835,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,hash_k34_s1206,1.0,0.059964726631393295,,1,0,1.0,A,0.0,1.0,,3.5234439856557835,0.8074808019182905,1.0,0.0,0.90051349658171,3,0,0.8143830001112341,0.7720765292701187,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,trap_mixing_adversarial,0.0,0.007054673721340388,,1,0,1.0,A,0.0,1.0,,1.334502711971792,0.8263953437866481,1.0,0.0,0.9087460209679207,3,0,0.8252437189554608,0.7882367632367633,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,behavioral_quotient_k5,0.0,0.008818342151675485,,1,0,0.6,A,0.4,1.0,,1.4011874350672322,0.9182692307692308,0.4,0.0,0.9676822962666664,3,0,0.9549071618037137,0.9527777777777778,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,behavioral_quotient_k8,0.2821869488536155,0.014109347442680775,,1,0,0.75,A,0.25,1.0,,1.8129091553792143,0.9412248144220573,0.25,0.0,0.9742473790626696,3,0,0.9571579615140621,0.9552403676210675,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,behavioral_quotient_k13,0.4585537918871252,0.02292768959435626,,1,0,0.6923076923076923,A,0.3076923076923077,1.0,,2.3941387536319585,0.892607203285973,0.38461538461538464,0.0,0.9689067347921291,3,0,0.9873417721518988,0.9871794871794872,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,behavioral_quotient_k21,0.7407407407407407,0.037037037037037035,,1,0,0.7142857142857143,A,0.2857142857142857,1.0,,2.7686826047922803,0.923315173756903,0.3333333333333333,0.0,0.9802514495862483,3,0,1.0,1.0,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,0,,best_of_10_hashes_per_world,0.0,0.001763668430335097,,1,0,1.0,A,0.0,1.0,,0.0,0.8042328042328042,1.0,0.0,0.8990365641510185,3,0,0.8123209169054441,0.7689594356261023,,,,0.0,5,2,0.4,reversible,1.0,3
,0.0,0.0,,1.0,,,identity,0.0,1.0,,1,0,0.783068783068783,A,0.21693121693121692,1.0,,6.340359303727763,1.0,0.0,0.0,1.0,2,0,1.0,1.0,,,,1.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,all_one,0.0,0.001763668430335097,,1,0,1.0,A,0.0,1.0,,0.0,0.783068783068783,1.0,0.0,0.8911536243864453,2,0,0.8053977272727273,0.7583774250440917,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,random_k,0.4585537918871252,0.02292768959435626,,1,0,1.0,A,0.0,1.0,,2.5553587418201813,0.781248467333591,1.0,0.0,0.8895597626506399,2,0,0.8015144249741487,0.752361818026852,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,checkerboard,0.0,0.003527336860670194,,1,0,1.0,A,0.0,1.0,,0.6930709707288083,0.7831010452961673,1.0,0.0,0.8911991808510495,2,0,0.8055292425358735,0.7585801393728223,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,region,0.3527336860670194,0.01763668430335097,,1,0,0.8,A,0.2,1.0,,2.222198094569059,0.8861224489795918,0.6,0.0,0.9393248341219239,2,0,0.8785560602438441,0.8617687074829933,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,viability_signature,0.7054673721340388,0.03527336860670194,,1,0,0.6,A,0.4,1.0,,2.69949602891644,0.9225786004056795,0.3,0.0,0.9598509558094399,2,0,0.9200508481397702,0.9131035507201835,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,hash_k34_s1206,1.0,0.059964726631393295,,1,0,1.0,A,0.0,1.0,,3.5234439856557835,0.7855464244521337,1.0,0.0,0.8923848267056602,2,0,0.8073035330556299,0.7613085301199943,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,trap_mixing_adversarial,0.0,0.007054673721340388,,1,0,1.0,A,0.0,1.0,,1.3217035003701993,0.8141889063317634,1.0,0.0,0.9049799956673813,2,0,0.823816975544146,0.786138147566719,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,behavioral_quotient_k5,0.0,0.008818342151675485,,1,0,0.6,A,0.4,1.0,,1.4066995105616136,0.9284826560084021,0.4,0.0,0.9705622914390845,2,0,0.9556962025316456,0.9536423841059604,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,behavioral_quotient_k8,0.2821869488536155,0.014109347442680775,,1,0,0.75,A,0.25,1.0,,1.814655420663387,0.947391344214194,0.25,0.0,0.9752526706586194,2,0,0.954858856404906,0.9527247998043891,,,,0.0,5,2,0.4,irreversible,1.0,2
,0.0,0.0,,1.0,,,behavioral_quotient_k13,0.4585537918871252,0.02292768959435626,,1,0,0.6923076923076923,A,0.3076923076923077,1.0,,2.380691816014895,0.872171539304798,0.46153846153846156,0.0,0.9629321734662926,2,0,0.9857819905213271,0.9855769230769231,,,,0.0,5,2,0.4,irreversible,1.0,2
