kind,world,condition,alpha,T,metric,mean,ci_low,ci_high,ci_width
multi,F_T_attractive,independent_alpha0,0.5,900,p_viable_T,0.9988366666666666,0.9987933333333334,0.9988781851851851,8.485185185169719e-05
multi,F_T_attractive,independent_alpha0,0.5,900,tail_viability,0.9988366666666666,0.9987951759259259,0.9988737222222223,7.854629629633347e-05
multi,F_T_attractive,independent_alpha0,0.5,900,kernel_erosion_slope,7.5925925925921685e-06,6.479938271604233e-06,8.828703703703238e-06,2.3487654320990057e-06
multi,F_T_attractive,independent_alpha0,0.5,900,mean_hazard,7.600877766297498e-06,6.241621101695421e-06,9.083894490972034e-06,2.8422733892766137e-06
multi,F_T_attractive,independent_alpha0,0.5,900,late_hazard,0.0,0.0,0.0,0.0
multi,F_T_attractive,independent_alpha0,0.5,900,endpoint_variance,0.05017020333972238,0.050066467559275483,0.05026576040623083,0.00019929284695534982
multi,F_T_attractive,independent_alpha0,0.5,900,mean_pairwise_trajectory_distance,1.4977829416592916,1.491974501609802,1.5040320658021504,0.01205756419234838
multi,F_T_attractive,independent_alpha0,0.5,900,effective_dimension,1.9314744896358913,1.9296739910874101,1.9331653445462385,0.003491353458828339
multi,F_T_attractive,independent_alpha0,0.5,900,covariance_spectrum_rank,2.0,2.0,2.0,0.0
multi,F_T_attractive,independent_alpha0,0.5,900,path_concentration_index,0.3411302405104547,0.34091424711938506,0.3413086062859627,0.00039435916657765135
multi,F_T_attractive,independent_alpha0,0.5,900,collapse_score,0.3411302405104547,0.3409333588764792,0.34131291080792275,0.0003795519314435669
multi,F_T_attractive,independent_alpha0,0.5,900,tube_thickness_mean,1.7357440544499292,1.7354870089557437,1.7359802076386082,0.0004931986828644597
multi,F_T_attractive,independent_alpha0,0.5,900,tube_erosion_slope,-0.02790658525708644,-0.027964576847799485,-0.027849995574344727,0.00011458127345475785
multi,F_T_attractive,independent_alpha0,0.5,900,perturbation_survival_radius,1.6362761159737904,1.6359194217456712,1.6366670327881971,0.0007476110425259641
multi,F_T_attractive,independent_alpha0,0.5,900,boundary_proximity,0.00039866474626675777,0.0003904559000206159,0.0004080147792290286,1.7558879208412655e-05
multi,F_T_attractive,independent_alpha0,0.5,900,restoration_probability,0.9980680180941415,0.9980471906924354,0.9980892172392203,4.2026546784867946e-05
multi,F_T_attractive,independent_alpha0,0.5,900,return_to_corridor_time,0.0,0.0,0.0,0.0
multi,F_T_attractive,independent_alpha0,0.5,900,restoration_half_life,1.0,1.0,1.0,0.0
multi,F_T_attractive,independent_alpha0,0.5,900,post_perturbation_viability,0.9999532696273592,0.9999510347429249,0.9999552087154653,4.173972540377768e-06
