condition,alpha,T,kappa,seed,p_viable,macro_node_count,macro_edge_count,reachable_node_count,certified_reachable_node_count,macro_path_entropy,macro_node_entropy,breadth_index,mean_fiber_mass,median_fiber_mass,fiber_mass_entropy,singleton_fraction,certified_node_fraction,viable_fiber_fraction,transport_survival_mean,transport_survival_median,certified_edge_fraction,certified_transport_density,max_certified_path_length,mean_certified_path_length,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,depth_index,collapse_segment_index,robust_reachability_index,viable_propagation_index,component_A_preservation,component_B_preservation,component_A_entropy,component_B_entropy,lower_rank_erasure_score
coupled,0.5,1500,joint_basin,79.5,0.9988725,5.0125,105.50625,34.65625,24.23125,6.497506474508048,1.5738418443232747,0.4890459898408534,0.20202855763517524,0.13102706723060722,1.5738418443232747,0.4249510609389625,0.6993664056531703,1.0,0.9953076468091131,0.9958725492694589,0.6873075674708681,0.6873075674708681,6.0,5.938613492743089,0.9880096529822777,0.988900560173497,0.9880096529822777,0.0,0.483182064410624,0.5517756738849511,1.0,0.9757556822960691,9.431314110032185,6.339923918571798,0.012122158851965372
coupled,0.5,2400,basin_transition_profile,79.5,0.9988725,23.6875,318.925,112.5,72.2875,6.718611891988085,2.9835411687031277,0.5056878802321243,0.06223396763669855,0.014207299877997048,2.9835411687031277,0.4414734711207723,0.6426788415693255,1.0,0.9836495872931804,0.9836713053455497,0.5903523966423572,0.5903523966423572,6.0,5.820596982251067,0.9500730582531576,0.9634939345900241,0.9500730582531576,0.0,0.4804425170975525,0.4951157830460186,1.0,0.9485451973930275,10.080670361803733,6.372826422939648,0.02572740130348623
coupled,0.5,2400,boundary_v2_regime_sequence,79.5,0.9988725,4.0,24.95,16.3875,10.4,1.1767331335189375,0.47301434430847145,0.0885688383146305,0.42818474264705875,0.12456420413252596,0.47301434430847145,0.3705611560620752,0.636047575280112,1.0,0.9988039659285812,0.9993499007779161,0.45976110119335384,0.45976110119335384,6.0,5.97758341056578,0.9960230112664616,0.9961757687769822,0.9960230112664616,0.0,0.08821690695040037,0.6261699484640206,1.0,1.0,10.080670361803733,6.372826422939648,0.0
coupled,0.5,2400,center_of_mass,79.5,0.9988725,10.56875,141.8625,49.85625,36.39375,8.558898880202936,1.9926013772461963,0.6442002326518926,0.14048318662494177,0.059029299880291944,1.9926013772461963,0.406191716728619,0.7303868609816545,1.0,0.934381401388141,0.9795178714267598,0.5280885633740204,0.5280885633740204,6.0,4.4640685445403125,0.7369695355314129,0.7405887597293997,0.7369695355314129,0.0,0.47475431850960537,0.3044680620591857,1.0,0.7445873777000023,10.080670361803733,6.372826422939648,0.1277063111499988
coupled,0.5,2400,joint_basin,79.5,0.9988725,5.00625,107.8375,34.6625,25.0625,6.718611891988085,1.5394427503038077,0.5056878802321243,0.2019875222816399,0.08315350898083243,1.5394427503038077,0.4414734711207723,0.7231907308377897,1.0,0.9965003303853723,0.9975397509828989,0.7499008880352609,0.7499008880352609,6.0,5.948265974095612,0.9899918281385917,0.9909141199887603,0.9899918281385917,0.0,0.5006263012048465,0.5226515193909401,1.0,0.9485451973930275,10.080670361803733,6.372826422939648,0.02572740130348623
coupled,0.525,900,basin_transition_profile,79.5,0.9989100000000001,23.71875,256.98125,106.0,51.09375,5.285373347707749,2.5849462907223684,0.3978110854334692,0.0660746696907431,0.004310316347938629,2.5849462907223684,0.4441092905702068,0.48227495653057895,1.0,0.9833883420368021,0.9836684520546488,0.37077464289138684,0.37077464289138684,6.0,5.854868532204002,0.9576237737748124,0.9699730433579676,0.9576237737748124,0.0,0.3809532648313902,0.5234894451707766,1.0,1.0,8.408453563996886,5.994443338464899,0.0
coupled,0.525,900,boundary_v2_regime_sequence,79.5,0.9989100000000001,4.00625,33.0125,19.7125,11.31875,1.9125540498092206,0.6280315599122854,0.14395108214451977,0.3553947368421052,0.0375210769761842,0.6280315599122854,0.41613277483913225,0.5745989974937343,1.0,0.9973731721037449,0.9971253062745588,0.37378792613309425,0.37378792613309425,6.0,5.968346482915952,0.994186746738413,0.9944564746519611,0.994186746738413,0.0,0.14311419953475546,0.5789417610262124,1.0,1.0,8.408453563996886,5.994443338464899,0.0
coupled,0.525,900,center_of_mass,79.5,0.9989100000000001,10.45625,132.5,58.19375,42.06875,7.16133060469013,2.128478905991457,0.5390076569197448,0.12039935772454184,0.06527612753341688,2.128478905991457,0.3319277298234984,0.7235952239817219,1.0,0.8085874216200377,0.8100857369103801,0.5005254293351362,0.5005254293351362,6.0,3.9515690122209706,0.6449472901801144,0.6523637373875342,0.6449472901801144,0.0,0.3476296472659343,0.29163930671758675,1.0,0.8370685035228009,8.408453563996886,5.994443338464899,0.08146574823859949
coupled,0.525,900,joint_basin,79.5,0.9989100000000001,5.01875,101.30625,34.60625,23.10625,5.285373347707749,1.4599760932521861,0.3978110854334692,0.2023360442661913,0.13549112611591269,1.4599760932521861,0.4441092905702068,0.6679134835752483,1.0,0.9942589596617838,0.9945321694806746,0.6023275127605369,0.6023275127605369,6.0,5.937615150461674,0.9863870507318054,0.9881577252631815,0.9863870507318054,0.0,0.3923950680824318,0.5451796012117974,1.0,1.0,8.408453563996886,5.994443338464899,0.0
coupled,0.525,1500,basin_transition_profile,79.5,0.9989100000000001,23.74375,301.81875,110.7125,65.08125,6.650332144720766,3.000622293300154,0.5005466365341672,0.06324359415454883,0.01286619302723376,3.000622293300154,0.4172208740374118,0.5880233314889078,1.0,0.9823168146702475,0.9815623231339347,0.504684282928621,0.504684282928621,6.0,5.83159979411122,0.952067539970391,0.9651085676707666,0.952067539970391,0.0,0.47655555216289996,0.5291091266434061,1.0,0.970781036169708,9.415649618117083,6.455975489321977,0.01460948191514593
coupled,0.525,1500,boundary_v2_regime_sequence,79.5,0.9989100000000001,4.00625,28.84375,17.64375,10.31875,1.4977615117011882,0.5213472642843835,0.11273113600415349,0.397124935500516,0.0805466691872738,0.5213472642843835,0.43160076012453724,0.5854403164774682,1.0,0.9981951054252406,0.9986992069513381,0.3646041981452507,0.3646041981452507,6.0,5.970605713250987,0.9948261730843635,0.9949875405706461,0.9948261730843635,0.0,0.11214791316035488,0.564441202668363,1.0,1.0,9.415649618117083,6.455975489321977,0.0
