space,rule_id,stratum,target_role,raw_persistence_score,adjusted_persistence,center_only_score,left_removed_score,right_removed_score,symmetrized_rule_score,symbol_phase_only_score,output_distribution_matched_score,stratum_null_persistence_q90,relation_load_bearing_adjusted,asymmetry_load_bearing_adjusted,local_phase_fakeout_rejected,future_distinct_descendant_count_raw,future_distinct_descendant_count_symbol_phase,composition_adjusted_delta,composition_emission_only_flag,interaction_outcome_diversity,matched_control_interaction_diversity,dominant_interaction_outcome,reclassification,recurrence_up_to_shift,motif_material_turnover,pattern_background_contrast,localized_component_lifetime_max,frozen_order_index,chaos_index,future_distinct_descendant_count,post_perturbation_survival_rate,active_fraction_mean,translation_velocity_estimate,period_estimate,collapse_rate,explosion_rate,classification,stage1_score,relation_asymmetry_priority,low_artifact_priority,active_fraction_mean_stage1,output_entropy,depends_center,relation_degree,left_right_asymmetry,temporal_irreversibility_proxy,directional_consequence,activity_density,table_json,table_digest,q,radius,DAR_complete_structural,DAR_asymmetric_structural,dominant_active_neighborhood,dominant_active_neighborhood_count,mechanism_label,symbol_turnover_by_phase_proxy,phase_sequence_length,depends_center_numeric,control_adjusted_positive,adjusted_persistence_positive,relation_positive,asymmetry_positive,composition_positive,non_emission_composition_positive,post_perturbation_survival_above_baseline,pra_positive,all_core_invariants,motif_family,mechanism_label_g4
q3_radius1,q3g3_s1_00114,S1_random_unbiased,candidate,0.1855856009728254,0.0878916308503159,0.0,0.0,0.0,0.0,0.0,0.048458667464326,0.0976939701225095,0.1855856009728254,0.1855856009728254,False,64.0,64.0,0.0,True,-0.0,-0.0,emission,self_persistence_fakeout,0.5764617919921875,0.6363474527994792,1.0,516.0,0.0,0.4953642931738702,64.0,1.0,0.6774883803181093,-0.0014292399088541,0.0,0.0,0.0,emitter_or_generator,0.1895031634122199,0.6667703897837367,0.1004022220338417,0.567262760859983,1.5677116575334586,True,2,0.5185185185185185,0.0108840702413137,0.0,0.6774883803181093,"[0,1,2,1,0,1,1,1,1,0,1,1,2,2,2,2,0,1,0,0,2,1,0,2,2,1,0]",a79551fe2ff6,3,1,False,False,"(1, 1, 1)",257,travelling,0.44970703125,17,1,False,True,True,True,False,False,False,False,False,local_phase_or_self_fakeout,emitter
q3_radius1,q3g3_s1_00117,S1_random_unbiased,candidate,0.1734898119588434,0.014991444875699,0.0,0.0018751327139284,0.0094075762832788,0.0650391279386933,0.0522066141819339,0.0,0.1584983670831443,0.1640822356755646,0.10845068402015,False,64.0,64.0,0.0,True,-0.0,0.9182958340544896,emission,self_persistence_fakeout,0.6789957682291666,0.3775787353515625,0.9934895833333331,513.5,0.0110677083333333,0.2520725983681091,64.0,1.0,0.8364296479996649,-0.016571044921875,0.0,0.0,0.0625,localized_persistence,0.1982357410122299,0.6828119968199032,0.148444733623561,0.8405640301537421,1.5677116575334584,True,2,0.4444444444444444,0.0108840702413138,0.0,0.8364296479996649,"[2,1,1,2,1,2,0,2,0,1,2,2,2,1,0,1,1,0,0,0,1,2,2,0,2,0,2]",f0a2b740c94b,3,1,False,False,"(2, 2, 2)",1006,travelling,0.2532958984375,17,1,False,True,True,True,False,False,False,False,False,local_phase_or_self_fakeout,emitter
q3_radius1,q3g3_s1_00122,S1_random_unbiased,candidate,0.1992088781196468,0.0890624659851399,0.0,0.0009882282317376,0.141671989097309,0.0953532897143791,0.0,0.0667037959588797,0.1101464121345069,0.0575368890223377,0.1038555884052676,True,64.0,62.0,-0.5,False,-0.0,1.0,chaotic_explosion,control_adjusted_positive,0.984039306640625,0.4249114990234375,1.0,516.0,0.1266927083333333,0.4055551851980584,64.0,1.0,0.501345827178261,2.1684043449710093e-19,1.125,0.0,0.25,transported_identity,0.254370379935463,0.895006892365518,0.1466584434650066,0.538179568279578,1.561015010593309,True,2,0.5185185185185185,0.0151091840450174,0.0,0.501345827178261,"[2,1,1,0,0,2,2,1,1,0,1,0,0,0,0,2,1,2,0,1,2,1,1,1,1,0,2]",f63fb3a84cce,3,1,False,False,"(2, 2, 2)",913,travelling,0.39453125,17,1,True,True,True,True,False,False,False,True,False,validation_strong_persistence,travelling_identity
q3_radius1,q3g3_s1_00123,S1_random_unbiased,candidate,0.2208796683912658,0.0819562812998649,0.0,0.0090713599948808,0.0966569651834255,0.0,0.0,0.1240292881303444,0.1389233870914009,0.1242227032078402,0.2208796683912658,False,64.0,64.0,-0.5,True,-0.0,1.0,emission,self_persistence_fakeout,0.6228739420572917,0.4905751546223958,1.0,483.0,0.0,0.2777047947393465,64.0,1.0,0.5078739020017311,0.0020904541015625,0.0,0.0,0.0,emitter_or_generator,0.2134907678105219,0.7511712200740586,0.1553661541160967,0.439672863437044,1.517528789399,True,2,0.5185185185185185,0.0425459348668967,0.0,0.5078739020017311,"[0,0,2,0,2,2,2,1,2,2,1,2,1,1,2,2,2,1,0,0,2,0,1,2,2,1,0]",9cfc27d6e8a9,3,1,True,True,"(2, 2, 2)",233,travelling,0.2913818359375,17,1,False,True,True,True,False,False,False,False,False,local_phase_or_self_fakeout,emitter
q3_radius1,q3g3_s1_00133,S1_random_unbiased,candidate,0.1091308249290524,-0.0107173823828559,0.0,0.0157543834944209,0.0,0.0,0.0,0.0606418264291261,0.1198482073119084,0.0933764414346315,0.1091308249290524,True,64.0,1.0,0.0,False,1.0,1.0,pass_through,generic_persistence,0.65386962890625,0.3971048990885417,1.0,452.0,0.0879557291666666,0.35665134409053,64.0,1.0,0.5117856447692037,-0.0137481689453125,0.0,0.0,0.0,emitter_or_generator,0.1725753610337238,0.5816428834840323,0.1078955247581412,0.5005953302643178,1.5098693043797229,True,2,0.3703703703703703,0.0473785318625935,0.0,0.5117856447692037,"[1,0,2,0,0,0,0,2,1,1,1,0,0,0,2,1,2,2,0,0,0,2,2,2,1,0,0]",2b57b15fe520,3,1,True,True,"(0, 1, 0)",118,travelling,0.20068359375,17,1,False,False,True,True,False,False,False,False,False,fragile_or_inconclusive,travelling_identity
q3_radius1,q3g3_s1_00162,S1_random_unbiased,candidate,0.0213101057073749,-0.0807208114115644,0.0,0.0,0.1616426720421735,0.0523325066628522,0.0,0.0763629892689247,0.1020309171189393,-0.1403325663347986,-0.0310224009554773,True,64.0,57.0,-0.5,False,-0.0,1.0,chaotic_explosion,symmetric_fakeout,0.9635670979817708,0.0364329020182291,1.0,388.0,0.2210286458333333,0.2010847040418713,64.0,1.0,0.9248394485880136,-1.0172526041666666e-05,0.0,0.0,1.0,transported_identity,0.1745261028581532,0.61407332487128,0.1392180631970553,0.9228093188096578,1.566367266898636,True,2,0.5185185185185185,0.0117322862932461,0.0,0.9248394485880136,"[2,0,1,0,1,1,0,1,1,1,2,0,2,2,1,0,2,0,0,1,2,1,2,2,1,2,2]",d67a7d1c3f62,3,1,False,False,"(2, 2, 2)",974,travelling,0.0728759765625,8,1,False,False,False,False,False,False,False,False,False,symmetric_control_fakeout,travelling_identity
q3_radius1,q3g3_s1_00164,S1_random_unbiased,candidate,0.0051859191002742,-0.1760198178698485,0.0,0.0,0.0,0.0,0.0,0.0899389265618889,0.1812057369701228,0.0051859191002742,0.0051859191002742,True,63.0,58.0,-0.5,True,-0.0,1.4591479170272448,emission,output_distribution_fakeout,0.9908447265625,0.01953125,1.0,385.5,0.3431640625,0.2264284871604211,63.0,1.0,0.2534111573217441,-0.0006103515625,0.0,0.0,0.0,transported_identity,0.197500754785055,0.7241694342118686,0.1528291673545518,0.2545171656033408,1.561015010593309,True,2,0.6666666666666666,0.0151091840450174,0.0,0.2534111573217441,"[0,1,1,1,1,1,0,1,2,2,0,2,0,1,2,2,2,0,0,1,0,0,0,0,0,1,2]",b636b50ed9ca,3,1,False,False,"(0, 1, 1)",273,travelling,0.091064453125,3,1,False,False,True,True,False,False,False,False,False,regular_life_like_discovery,emitter
q3_radius1,q3g3_s1_00175,S1_random_unbiased,candidate,0.1572141387861802,-0.0262751190287806,0.0,0.0,0.0,0.0,0.0,0.1396689261339516,0.1834892578149608,0.1572141387861802,0.1572141387861802,False,58.0,64.0,-0.5,True,-0.0,1.0,emission,generic_persistence,0.7809651692708333,0.3501078287760416,0.8111979166666666,484.0,0.0,0.2462363754010054,58.0,1.0,0.7912279888745481,-0.0238291422526041,0.0,0.0,0.0,emitter_or_generator,0.2144420918013785,0.7545184711529987,0.1591681037875288,0.6726038891981547,1.517528789399,True,2,0.5185185185185185,0.0425459348668967,0.0,0.7912279888745481,"[0,2,1,2,1,2,0,2,1,0,0,2,2,1,2,1,1,2,0,2,2,0,1,0,2,2,2]",f517e88bd6ec,3,1,True,True,"(2, 2, 2)",178,travelling,0.3311767578125,17,1,False,False,True,True,False,False,False,False,False,local_phase_or_self_fakeout,emitter
q3_radius1,q3g3_s1_00214,S1_random_unbiased,candidate,0.0016579288782451,-0.1574832704025468,0.0,0.0,0.0122436216044004,0.0329936893152128,0.0,0.1292240557556339,0.159141199280792,-0.0105856927261552,-0.0313357604369676,False,57.0,64.0,0.0,True,-0.0,-0.0,emission,symmetric_fakeout,0.9961954752604169,0.0050455729166666,1.0,349.5,0.3472656249999999,0.1719248355094361,57.0,1.0,0.5354654610815415,7.62939453125e-05,0.0,0.0,0.0,transported_identity,0.1694571041472232,0.5711332028665672,0.1401579661268545,0.534690381951833,1.5012404120907166,True,2,0.3703703703703703,0.0528227567480908,0.0,0.5354654610815415,"[2,1,2,0,0,1,1,1,1,0,2,1,2,0,0,1,0,0,0,1,1,2,0,1,0,0,0]",3e9d8bc556b8,3,1,True,True,"(0, 2, 0)",199,travelling,0.1162109375,4,1,False,False,False,False,False,False,False,False,False,local_phase_or_self_fakeout,emitter
q3_radius1,q3g3_s1_00216,S1_random_unbiased,candidate,0.1662231702291561,-0.0088828398966958,0.0523819677117798,0.072837498444719,0.0597695122822947,0.1294305770841375,0.0,0.0845425110032662,0.175106010125852,0.0933856717844371,0.0367925931450186,True,64.0,1.0,0.0,True,-0.0,-0.0,emission,generic_persistence,0.3463643391927083,0.7173817952473959,0.99609375,163.5,0.0,0.2716701114143172,64.0,1.0,0.6972118375206862,-0.0036010742187499,0.0,0.0,0.28125,emitter_or_generator,0.1807112923253213,0.5956779635908742,0.1332356573717953,0.6937601408605909,1.540709585192697,True,2,0.2962962962962963,0.0279204810891892,0.0,0.6972118375206862,"[1,0,1,0,1,1,2,0,1,1,1,2,1,2,2,0,2,2,0,1,1,2,2,2,1,2,0]",1a0196798ab9,3,1,True,True,"(2, 2, 2)",524,travelling,0.781005859375,17,1,False,False,True,True,False,False,False,False,False,fragile_or_inconclusive,emitter
q3_radius1,q3g3_s1_00237,S1_random_unbiased,candidate,0.0022828743866647,-0.1789228625834581,0.0,0.0644199825875177,0.0,0.0,0.0,0.0565221581652403,0.1812057369701228,-0.062137108200853,0.0022828743866647,False,64.0,64.0,0.0,False,-0.0,-0.0,chaotic_explosion,output_distribution_fakeout,0.9535420735677084,0.0860036214192708,1.0,516.0,0.3062499999999999,0.3838838289491061,64.0,1.0,0.8447554342308317,0.0026499430338541,0.0,0.0,1.0,transported_identity,0.1690515226358839,0.6073332479881756,0.104497133820857,0.8441844301928805,1.561015010593309,True,2,0.5925925925925926,0.0151091840450174,0.0,0.8447554342308317,"[2,1,0,0,0,0,0,2,1,2,1,1,1,1,0,0,1,2,1,1,1,2,2,0,2,0,1]",54e3a5417b06,3,1,False,False,"(1, 1, 1)",981,travelling,0.105712890625,4,1,False,False,False,True,False,False,False,False,False,local_phase_or_self_fakeout,travelling_identity
q3_radius1,q3g3_s2_00000,S2_quiescent_preserving,candidate,0.1040549599838717,-0.0693258178818855,0.0,0.0,0.0,0.0005663230196633,0.0,1.3962485661319643e-05,0.1733807778657573,0.1040549599838717,0.1034886369642083,False,64.0,64.0,0.0,True,-0.0,-0.0,emission,generic_persistence,0.7011769612630208,0.3244832356770833,1.0,513.5,0.0,0.2204242423327371,64.0,1.0,0.2498802299078135,-0.0149078369140625,0.0,0.0,0.0,transported_identity,0.1774596944137088,0.6243952210852718,0.1366839535147477,0.2624957311014257,1.584962500721156,True,2,0.5185185185185185,0.0,0.0,0.2498802299078135,"[0,2,0,2,1,2,1,0,2,2,0,2,0,1,0,1,1,1,0,1,0,1,2,2,0,2,1]",76cfd30283d5,3,1,False,False,"(0, 2, 1)",116,travelling,0.078369140625,17,1,False,False,True,True,False,False,False,False,False,local_phase_or_self_fakeout,emitter
q3_radius1,q3g3_s2_00001,S2_quiescent_preserving,candidate,0.0982283224221179,-0.0115358717806131,0.0,0.0784842572978698,0.0,0.0,0.0,0.0129016205952256,0.1097641942027311,0.0197440651242481,0.0982283224221179,True,64.0,62.0,0.3333333333333333,False,0.6500224216483541,1.0,new_motif,generic_persistence,0.8512674967447917,0.1727193196614583,0.71484375,347.0,0.1399088541666666,0.0789504924694101,64.0,1.0,0.8451065549298956,-0.0211639404296875,0.0,0.0,0.0,mixed,0.200240524318319,0.7045499929718634,0.1835073783330958,0.7214333500843568,1.579013207279971,True,2,0.5185185185185185,0.0037535862447711,0.0,0.8451065549298956,"[0,2,2,0,1,1,1,2,1,0,1,2,1,1,0,0,0,2,0,0,2,1,1,2,0,1,2]",f3fed7cae42e,3,1,False,False,"(1, 1, 1)",570,travelling,0.295654296875,17,1,False,False,True,True,True,True,False,False,False,composition_without_validation,interaction_product
q3_radius1,q3g3_s2_00007,S2_quiescent_preserving,candidate,0.0544477151679095,-0.0955666865669547,0.0,0.0,0.0,0.0783037441620848,0.0,0.0738159942891174,0.1500144017348642,0.0544477151679095,-0.0238560289941752,False,64.0,64.0,1.0,False,1.0,-0.0,pass_through,symmetric_fakeout,0.8913625081380209,0.1923980712890625,1.0,483.5,0.2328776041666666,0.4891138491879733,64.0,1.0,0.5516633745754904,-0.0042572021484375,0.0,0.0,0.0,emitter_or_generator,0.178168861496367,0.6136927451541532,0.0887785849630623,0.4944800291543805,1.478434599662112,True,2,0.4444444444444444,0.0672116223636672,0.0,0.5516633745754904,"[0,2,0,2,0,2,0,0,1,1,2,2,1,2,0,1,1,2,2,2,0,2,2,2,2,2,1]",95099a829f60,3,1,True,True,"(1, 2, 0)",127,travelling,0.357666015625,17,1,False,False,True,False,True,True,False,False,False,composition_without_validation,travelling_identity
q3_radius1,q3g3_s2_00009,S2_quiescent_preserving,candidate,0.0573085704225669,-0.119240570637164,0.0,0.1188947390264703,0.0,0.0003815653568225,0.0,0.003755627646447,0.1765491410597309,-0.0615861686039034,0.0569270050657443,True,64.0,62.0,0.0,False,1.4591479170272448,1.0,emission,generic_persistence,0.9243062337239584,0.0775146484375,0.98828125,487.5,0.1230468749999999,0.1285877284541433,64.0,1.0,0.8225773643409378,-0.0008595784505208,2.0,0.0,0.0,emitter_or_generator,0.1874840003039991,0.6180028158168862,0.1531014797904817,0.6935920270036631,1.584962500721156,True,2,0.2962962962962963,0.0,0.0,0.8225773643409378,"[0,0,1,2,1,1,1,0,0,2,0,0,1,0,2,0,1,2,1,2,2,1,2,1,2,0,2]",4c936cbc5380,3,1,False,False,"(2, 2, 2)",525,domain-wall-like,0.2862548828125,17,1,False,False,False,True,False,False,False,False,False,fragile_or_inconclusive,emitter
q3_radius1,q3g3_s2_00014,S2_quiescent_preserving,candidate,0.2070545052090227,0.1130011771505478,0.0,0.0,0.0001368034852741,0.0727629377625202,0.0,0.0023853194001561,0.0940533280584748,0.2069177017237485,0.1342915674465024,False,64.0,64.0,0.0,False,0.6500224216483541,1.0,chaotic_explosion,self_persistence_fakeout,0.7140146891276042,0.440704345703125,0.9700520833333331,516.0,0.0036458333333333,0.314889906064238,64.0,1.0,0.8412189149020012,-0.0245920817057291,0.0,0.0,0.046875,transported_identity,0.2343423478214867,0.8418965829142302,0.1568067937660505,0.7648013519405855,1.5610150105933087,True,2,0.5925925925925926,0.0151091840450175,0.0,0.8412189149020012,"[0,2,0,2,2,2,2,1,1,2,0,2,1,0,2,0,1,2,1,1,0,1,1,1,2,0,2]",45d2c6756358,3,1,False,False,"(2, 2, 2)",274,travelling,0.5570068359375,17,1,False,True,True,True,False,False,False,False,False,local_phase_or_self_fakeout,travelling_identity
q3_radius1,q3g3_s2_00025,S2_quiescent_preserving,candidate,0.0003705677441085,-0.1133703912784623,0.0,0.0,0.0,0.0051503313186023,0.0,0.0,0.1137409590225709,0.0003705677441085,-0.0047797635744937,False,64.0,64.0,-0.5,False,-0.0,1.0,pass_through,symmetric_fakeout,0.9994710286458331,0.0006052652994791,0.9934895833333331,516.0,0.3485677083333333,0.1366794058253627,64.0,1.0,0.786580968786169,-0.0001932779947916,0.0,0.0,0.0,emitter_or_generator,0.2277392300833498,0.8181742710401826,0.1958938229246944,0.6728052220919716,1.579013207279971,True,2,0.5925925925925926,0.0037535862447711,0.0,0.786580968786169,"[0,1,0,2,1,2,0,2,2,0,1,2,0,1,1,2,2,1,1,1,0,1,0,2,1,0,0]",8ab0abc5dcb4,3,1,False,False,"(1, 1, 1)",369,domain-wall-like,0.2581787109375,17,1,False,False,True,False,False,False,False,False,False,local_phase_or_self_fakeout,domain_wall
