candidate_C,estimator_mode,horizon_T,mc_repeats,mc_samples,start_state,truncated_exact_enumeration,wide_ci,world_id
random_k,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
random_k,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
hash_k34_s1206,exact,2,0,0,start,0,0,B_10045_hidden_fake
hash_k34_s1206,exact,3,0,0,start,0,0,B_10045_hidden_fake
hash_k34_s1206,exact,4,0,0,start,0,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,5,7,5000,start,1,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,6,7,5000,start,1,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,8,7,5000,start,1,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,10,7,5000,start,1,0,B_10045_hidden_fake
hash_k34_s1206,exact,2,0,0,alt,0,0,B_10045_hidden_fake
hash_k34_s1206,exact,3,0,0,alt,0,0,B_10045_hidden_fake
hash_k34_s1206,exact,4,0,0,alt,0,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,5,7,5000,alt,1,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,6,7,5000,alt,1,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
hash_k34_s1206,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
trap_mixing_adversarial,exact,2,0,0,start,0,0,B_10045_hidden_fake
trap_mixing_adversarial,exact,3,0,0,start,0,0,B_10045_hidden_fake
trap_mixing_adversarial,exact,4,0,0,start,0,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,5,7,5000,start,1,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,6,7,5000,start,1,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,8,7,5000,start,1,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,10,7,5000,start,1,0,B_10045_hidden_fake
trap_mixing_adversarial,exact,2,0,0,alt,0,0,B_10045_hidden_fake
trap_mixing_adversarial,exact,3,0,0,alt,0,0,B_10045_hidden_fake
trap_mixing_adversarial,exact,4,0,0,alt,0,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,5,7,5000,alt,1,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,6,7,5000,alt,1,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
trap_mixing_adversarial,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,exact,2,0,0,start,0,0,B_10045_hidden_fake
best_of_10_hashes_per_world,exact,3,0,0,start,0,0,B_10045_hidden_fake
best_of_10_hashes_per_world,exact,4,0,0,start,0,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,5,7,5000,start,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,6,7,5000,start,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,8,7,5000,start,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,10,7,5000,start,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,exact,2,0,0,alt,0,0,B_10045_hidden_fake
best_of_10_hashes_per_world,exact,3,0,0,alt,0,0,B_10045_hidden_fake
best_of_10_hashes_per_world,exact,4,0,0,alt,0,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,5,7,5000,alt,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,6,7,5000,alt,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
best_of_10_hashes_per_world,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
viability_signature,exact,2,0,0,start,0,0,B_10045_hidden_fake
viability_signature,exact,3,0,0,start,0,0,B_10045_hidden_fake
viability_signature,exact,4,0,0,start,0,0,B_10045_hidden_fake
viability_signature,monte_carlo,5,7,5000,start,1,0,B_10045_hidden_fake
viability_signature,monte_carlo,6,7,5000,start,1,0,B_10045_hidden_fake
viability_signature,monte_carlo,8,7,5000,start,1,0,B_10045_hidden_fake
viability_signature,monte_carlo,10,7,5000,start,1,0,B_10045_hidden_fake
viability_signature,exact,2,0,0,alt,0,0,B_10045_hidden_fake
viability_signature,exact,3,0,0,alt,0,0,B_10045_hidden_fake
viability_signature,exact,4,0,0,alt,0,0,B_10045_hidden_fake
viability_signature,monte_carlo,5,7,5000,alt,1,0,B_10045_hidden_fake
viability_signature,monte_carlo,6,7,5000,alt,1,0,B_10045_hidden_fake
viability_signature,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
viability_signature,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
behavioral_quotient_k5,exact,2,0,0,start,0,0,B_10045_hidden_fake
behavioral_quotient_k5,exact,3,0,0,start,0,0,B_10045_hidden_fake
behavioral_quotient_k5,exact,4,0,0,start,0,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,5,7,5000,start,1,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,6,7,5000,start,1,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,8,7,5000,start,1,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,10,7,5000,start,1,0,B_10045_hidden_fake
behavioral_quotient_k5,exact,2,0,0,alt,0,0,B_10045_hidden_fake
behavioral_quotient_k5,exact,3,0,0,alt,0,0,B_10045_hidden_fake
behavioral_quotient_k5,exact,4,0,0,alt,0,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,5,7,5000,alt,1,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,6,7,5000,alt,1,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
behavioral_quotient_k5,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k5,exact,2,0,0,start,0,0,B_10045_hidden_fake
predictive_quotient_k5,exact,3,0,0,start,0,0,B_10045_hidden_fake
predictive_quotient_k5,exact,4,0,0,start,0,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,5,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,6,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,8,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,10,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k5,exact,2,0,0,alt,0,0,B_10045_hidden_fake
predictive_quotient_k5,exact,3,0,0,alt,0,0,B_10045_hidden_fake
predictive_quotient_k5,exact,4,0,0,alt,0,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,5,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,6,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k5,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k8,exact,2,0,0,start,0,0,B_10045_hidden_fake
predictive_quotient_k8,exact,3,0,0,start,0,0,B_10045_hidden_fake
predictive_quotient_k8,exact,4,0,0,start,0,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,5,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,6,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,8,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,10,7,5000,start,1,0,B_10045_hidden_fake
predictive_quotient_k8,exact,2,0,0,alt,0,0,B_10045_hidden_fake
predictive_quotient_k8,exact,3,0,0,alt,0,0,B_10045_hidden_fake
predictive_quotient_k8,exact,4,0,0,alt,0,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,5,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,6,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,8,7,5000,alt,1,0,B_10045_hidden_fake
predictive_quotient_k8,monte_carlo,10,7,5000,alt,1,0,B_10045_hidden_fake
identity,exact,2,0,0,start,0,0,B_10046_hidden_fake
identity,exact,3,0,0,start,0,0,B_10046_hidden_fake
identity,exact,4,0,0,start,0,0,B_10046_hidden_fake
identity,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
identity,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
identity,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
identity,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
identity,exact,2,0,0,alt,0,0,B_10046_hidden_fake
identity,exact,3,0,0,alt,0,0,B_10046_hidden_fake
identity,exact,4,0,0,alt,0,0,B_10046_hidden_fake
identity,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
identity,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
identity,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
identity,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
all_one,exact,2,0,0,start,0,0,B_10046_hidden_fake
all_one,exact,3,0,0,start,0,0,B_10046_hidden_fake
all_one,exact,4,0,0,start,0,0,B_10046_hidden_fake
all_one,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
all_one,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
all_one,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
all_one,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
all_one,exact,2,0,0,alt,0,0,B_10046_hidden_fake
all_one,exact,3,0,0,alt,0,0,B_10046_hidden_fake
all_one,exact,4,0,0,alt,0,0,B_10046_hidden_fake
all_one,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
all_one,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
all_one,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
all_one,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
random_k,exact,2,0,0,start,0,0,B_10046_hidden_fake
random_k,exact,3,0,0,start,0,0,B_10046_hidden_fake
random_k,exact,4,0,0,start,0,0,B_10046_hidden_fake
random_k,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
random_k,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
random_k,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
random_k,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
random_k,exact,2,0,0,alt,0,0,B_10046_hidden_fake
random_k,exact,3,0,0,alt,0,0,B_10046_hidden_fake
random_k,exact,4,0,0,alt,0,0,B_10046_hidden_fake
random_k,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
random_k,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
random_k,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
random_k,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
hash_k34_s1206,exact,2,0,0,start,0,0,B_10046_hidden_fake
hash_k34_s1206,exact,3,0,0,start,0,0,B_10046_hidden_fake
hash_k34_s1206,exact,4,0,0,start,0,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
hash_k34_s1206,exact,2,0,0,alt,0,0,B_10046_hidden_fake
hash_k34_s1206,exact,3,0,0,alt,0,0,B_10046_hidden_fake
hash_k34_s1206,exact,4,0,0,alt,0,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
hash_k34_s1206,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
trap_mixing_adversarial,exact,2,0,0,start,0,0,B_10046_hidden_fake
trap_mixing_adversarial,exact,3,0,0,start,0,0,B_10046_hidden_fake
trap_mixing_adversarial,exact,4,0,0,start,0,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
trap_mixing_adversarial,exact,2,0,0,alt,0,0,B_10046_hidden_fake
trap_mixing_adversarial,exact,3,0,0,alt,0,0,B_10046_hidden_fake
trap_mixing_adversarial,exact,4,0,0,alt,0,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
trap_mixing_adversarial,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,exact,2,0,0,start,0,0,B_10046_hidden_fake
best_of_10_hashes_per_world,exact,3,0,0,start,0,0,B_10046_hidden_fake
best_of_10_hashes_per_world,exact,4,0,0,start,0,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,exact,2,0,0,alt,0,0,B_10046_hidden_fake
best_of_10_hashes_per_world,exact,3,0,0,alt,0,0,B_10046_hidden_fake
best_of_10_hashes_per_world,exact,4,0,0,alt,0,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
best_of_10_hashes_per_world,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
viability_signature,exact,2,0,0,start,0,0,B_10046_hidden_fake
viability_signature,exact,3,0,0,start,0,0,B_10046_hidden_fake
viability_signature,exact,4,0,0,start,0,0,B_10046_hidden_fake
viability_signature,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
viability_signature,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
viability_signature,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
viability_signature,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
viability_signature,exact,2,0,0,alt,0,0,B_10046_hidden_fake
viability_signature,exact,3,0,0,alt,0,0,B_10046_hidden_fake
viability_signature,exact,4,0,0,alt,0,0,B_10046_hidden_fake
viability_signature,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
viability_signature,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
viability_signature,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
viability_signature,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
behavioral_quotient_k5,exact,2,0,0,start,0,0,B_10046_hidden_fake
behavioral_quotient_k5,exact,3,0,0,start,0,0,B_10046_hidden_fake
behavioral_quotient_k5,exact,4,0,0,start,0,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
behavioral_quotient_k5,exact,2,0,0,alt,0,0,B_10046_hidden_fake
behavioral_quotient_k5,exact,3,0,0,alt,0,0,B_10046_hidden_fake
behavioral_quotient_k5,exact,4,0,0,alt,0,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
behavioral_quotient_k5,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k5,exact,2,0,0,start,0,0,B_10046_hidden_fake
predictive_quotient_k5,exact,3,0,0,start,0,0,B_10046_hidden_fake
predictive_quotient_k5,exact,4,0,0,start,0,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k5,exact,2,0,0,alt,0,0,B_10046_hidden_fake
predictive_quotient_k5,exact,3,0,0,alt,0,0,B_10046_hidden_fake
predictive_quotient_k5,exact,4,0,0,alt,0,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k5,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k8,exact,2,0,0,start,0,0,B_10046_hidden_fake
predictive_quotient_k8,exact,3,0,0,start,0,0,B_10046_hidden_fake
predictive_quotient_k8,exact,4,0,0,start,0,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,5,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,6,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,8,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,10,7,5000,start,1,0,B_10046_hidden_fake
predictive_quotient_k8,exact,2,0,0,alt,0,0,B_10046_hidden_fake
predictive_quotient_k8,exact,3,0,0,alt,0,0,B_10046_hidden_fake
predictive_quotient_k8,exact,4,0,0,alt,0,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,5,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,6,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,8,7,5000,alt,1,0,B_10046_hidden_fake
predictive_quotient_k8,monte_carlo,10,7,5000,alt,1,0,B_10046_hidden_fake
identity,exact,2,0,0,start,0,0,B_10048_hidden_fake
identity,exact,3,0,0,start,0,0,B_10048_hidden_fake
identity,exact,4,0,0,start,0,0,B_10048_hidden_fake
identity,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
identity,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
identity,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
identity,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
identity,exact,2,0,0,alt,0,0,B_10048_hidden_fake
identity,exact,3,0,0,alt,0,0,B_10048_hidden_fake
identity,exact,4,0,0,alt,0,0,B_10048_hidden_fake
identity,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
identity,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
identity,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
identity,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
all_one,exact,2,0,0,start,0,0,B_10048_hidden_fake
all_one,exact,3,0,0,start,0,0,B_10048_hidden_fake
all_one,exact,4,0,0,start,0,0,B_10048_hidden_fake
all_one,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
all_one,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
all_one,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
all_one,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
all_one,exact,2,0,0,alt,0,0,B_10048_hidden_fake
all_one,exact,3,0,0,alt,0,0,B_10048_hidden_fake
all_one,exact,4,0,0,alt,0,0,B_10048_hidden_fake
all_one,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
all_one,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
all_one,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
all_one,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
random_k,exact,2,0,0,start,0,0,B_10048_hidden_fake
random_k,exact,3,0,0,start,0,0,B_10048_hidden_fake
random_k,exact,4,0,0,start,0,0,B_10048_hidden_fake
random_k,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
random_k,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
random_k,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
random_k,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
random_k,exact,2,0,0,alt,0,0,B_10048_hidden_fake
random_k,exact,3,0,0,alt,0,0,B_10048_hidden_fake
random_k,exact,4,0,0,alt,0,0,B_10048_hidden_fake
random_k,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
random_k,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
random_k,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
random_k,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
hash_k34_s1206,exact,2,0,0,start,0,0,B_10048_hidden_fake
hash_k34_s1206,exact,3,0,0,start,0,0,B_10048_hidden_fake
hash_k34_s1206,exact,4,0,0,start,0,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
hash_k34_s1206,exact,2,0,0,alt,0,0,B_10048_hidden_fake
hash_k34_s1206,exact,3,0,0,alt,0,0,B_10048_hidden_fake
hash_k34_s1206,exact,4,0,0,alt,0,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
hash_k34_s1206,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
trap_mixing_adversarial,exact,2,0,0,start,0,0,B_10048_hidden_fake
trap_mixing_adversarial,exact,3,0,0,start,0,0,B_10048_hidden_fake
trap_mixing_adversarial,exact,4,0,0,start,0,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
trap_mixing_adversarial,exact,2,0,0,alt,0,0,B_10048_hidden_fake
trap_mixing_adversarial,exact,3,0,0,alt,0,0,B_10048_hidden_fake
trap_mixing_adversarial,exact,4,0,0,alt,0,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
trap_mixing_adversarial,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,exact,2,0,0,start,0,0,B_10048_hidden_fake
best_of_10_hashes_per_world,exact,3,0,0,start,0,0,B_10048_hidden_fake
best_of_10_hashes_per_world,exact,4,0,0,start,0,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,exact,2,0,0,alt,0,0,B_10048_hidden_fake
best_of_10_hashes_per_world,exact,3,0,0,alt,0,0,B_10048_hidden_fake
best_of_10_hashes_per_world,exact,4,0,0,alt,0,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
best_of_10_hashes_per_world,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
viability_signature,exact,2,0,0,start,0,0,B_10048_hidden_fake
viability_signature,exact,3,0,0,start,0,0,B_10048_hidden_fake
viability_signature,exact,4,0,0,start,0,0,B_10048_hidden_fake
viability_signature,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
viability_signature,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
viability_signature,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
viability_signature,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
viability_signature,exact,2,0,0,alt,0,0,B_10048_hidden_fake
viability_signature,exact,3,0,0,alt,0,0,B_10048_hidden_fake
viability_signature,exact,4,0,0,alt,0,0,B_10048_hidden_fake
viability_signature,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
viability_signature,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
viability_signature,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
viability_signature,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
behavioral_quotient_k5,exact,2,0,0,start,0,0,B_10048_hidden_fake
behavioral_quotient_k5,exact,3,0,0,start,0,0,B_10048_hidden_fake
behavioral_quotient_k5,exact,4,0,0,start,0,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,5,7,5000,start,1,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,6,7,5000,start,1,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,8,7,5000,start,1,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,10,7,5000,start,1,0,B_10048_hidden_fake
behavioral_quotient_k5,exact,2,0,0,alt,0,0,B_10048_hidden_fake
behavioral_quotient_k5,exact,3,0,0,alt,0,0,B_10048_hidden_fake
behavioral_quotient_k5,exact,4,0,0,alt,0,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,5,7,5000,alt,1,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,6,7,5000,alt,1,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,8,7,5000,alt,1,0,B_10048_hidden_fake
behavioral_quotient_k5,monte_carlo,10,7,5000,alt,1,0,B_10048_hidden_fake
predictive_quotient_k5,exact,2,0,0,start,0,0,B_10048_hidden_fake
