candidate,early_mean,irreversibility_sensitivity,late_mean,norm_irrev_sensitivity,pair_id,start_name
trap_mixing_adversarial,0.0,0.0,0.0,0.0,25,near_trap
viability_signature,0.0,0.0,0.0,0.0,25,near_trap
behavioral_quotient_k5,0.0,0.0,0.0,0.0,25,near_trap
behavioral_quotient_k8,0.0,0.0,0.0,0.0,25,near_trap
behavioral_quotient_k13,0.0,0.0,0.0,0.0,25,near_trap
behavioral_quotient_k21,0.0,0.0,0.0,0.0,25,near_trap
predictive_quotient_k5,0.0,0.0,0.0,0.0,25,near_trap
predictive_quotient_k8,0.0,0.0,0.0,0.0,25,near_trap
predictive_quotient_k13,0.0,0.0,0.0,0.0,25,near_trap
predictive_quotient_k21,0.0,0.0,0.0,0.0,25,near_trap
identity,0.0,0.0,0.0,0.0,22,near_trap
all_one,0.0,0.0,0.0,0.0,22,near_trap
random_k,0.0,0.0,0.0,0.0,22,near_trap
hash_k34_s1206,0.0,0.0,0.0,0.0,22,near_trap
best_of_10_hashes_per_world,0.0,0.0,0.0,0.0,22,near_trap
checkerboard,0.0,0.0,0.0,0.0,22,near_trap
trap_mixing_adversarial,0.0,0.0,0.0,0.0,22,near_trap
viability_signature,0.0,0.0,0.0,0.0,22,near_trap
behavioral_quotient_k5,0.0,0.0,0.0,0.0,22,near_trap
behavioral_quotient_k8,0.0,0.0,0.0,0.0,22,near_trap
behavioral_quotient_k13,0.0,0.0,0.0,0.0,22,near_trap
behavioral_quotient_k21,0.0,0.0,0.0,0.0,22,near_trap
predictive_quotient_k5,0.0,0.0,0.0,0.0,22,near_trap
predictive_quotient_k8,0.0,0.0,0.0,0.0,22,near_trap
predictive_quotient_k13,0.0,0.0,0.0,0.0,22,near_trap
predictive_quotient_k21,0.0,0.0,0.0,0.0,22,near_trap
identity,0.0,0.0,0.0,0.0,27,near_trap
all_one,0.0,0.0,0.0,0.0,27,near_trap
random_k,0.0,0.0,0.0,0.0,27,near_trap
hash_k34_s1206,0.0,0.0,0.0,0.0,27,near_trap
best_of_10_hashes_per_world,0.0,0.0,0.0,0.0,27,near_trap
checkerboard,0.0,0.0,0.0,0.0,27,near_trap
trap_mixing_adversarial,0.0,0.0,0.0,0.0,27,near_trap
viability_signature,0.0,0.0,0.0,0.0,27,near_trap
behavioral_quotient_k5,0.0,0.0,0.0,0.0,27,near_trap
behavioral_quotient_k8,0.0,0.0,0.0,0.0,27,near_trap
behavioral_quotient_k13,0.0,0.0,0.0,0.0,27,near_trap
behavioral_quotient_k21,0.0,0.0,0.0,0.0,27,near_trap
predictive_quotient_k5,0.0,0.0,0.0,0.0,27,near_trap
predictive_quotient_k8,0.0,0.0,0.0,0.0,27,near_trap
predictive_quotient_k13,0.0,0.0,0.0,0.0,27,near_trap
predictive_quotient_k21,0.0,0.0,0.0,0.0,27,near_trap
identity,3.536227852375536,-1.5564306515368256,5.092658503912362,-0.4401386778544997,26,near_trap
all_one,0.0,0.0,0.0,0.0,26,near_trap
random_k,3.0119499164700363,-1.5752383904760228,4.587188306946059,-0.5229962098181833,26,near_trap
hash_k34_s1206,3.536227852375536,-1.5564306515368256,5.092658503912362,-0.4401386778544997,26,near_trap
best_of_10_hashes_per_world,1.038995339801414,-1.4429163352750436,2.4819116750764576,-1.3887611233663781,26,near_trap
checkerboard,1.68648504468593,-1.5027807697155227,3.1892658144014527,-0.8910726925511407,26,near_trap
trap_mixing_adversarial,2.203411164793371,-1.5937429718006468,3.797154136594018,-0.7233071145621172,26,near_trap
viability_signature,1.7769699841521884,-2.040229734185082,3.8171997183372706,-1.1481509267915393,26,near_trap
behavioral_quotient_k5,0.7395579737687357,-1.3766956339005947,2.1162536076693303,-1.8615114470134777,26,near_trap
behavioral_quotient_k8,1.8571122679283882,-1.5344604961390877,3.391572764067476,-0.8262615689092296,26,near_trap
behavioral_quotient_k13,2.292679241141772,-1.692469432749364,3.985148673891136,-0.7382059393125141,26,near_trap
behavioral_quotient_k21,2.249867026240937,-1.7807113567335402,4.030578382974477,-0.791474045338911,26,near_trap
predictive_quotient_k5,0.719921460451969,-1.2352496841373595,1.9551711445893285,-1.715811726687333,26,near_trap
predictive_quotient_k8,1.768248365748947,-1.4553160331487742,3.223564398897721,-0.8230269352079229,26,near_trap
predictive_quotient_k13,2.2855429748067393,-1.7242562977709004,4.00979927257764,-0.7544186728393063,26,near_trap
predictive_quotient_k21,2.9176081093494464,-1.6505303230950155,4.568138432444462,-0.5657135095717302,26,near_trap
identity,0.0,0.0,0.0,0.0,24,near_trap
all_one,0.0,0.0,0.0,0.0,24,near_trap
random_k,0.0,0.0,0.0,0.0,24,near_trap
hash_k34_s1206,0.0,0.0,0.0,0.0,24,near_trap
best_of_10_hashes_per_world,0.0,0.0,0.0,0.0,24,near_trap
checkerboard,0.0,0.0,0.0,0.0,24,near_trap
trap_mixing_adversarial,0.0,0.0,0.0,0.0,24,near_trap
viability_signature,0.0,0.0,0.0,0.0,24,near_trap
behavioral_quotient_k5,0.0,0.0,0.0,0.0,24,near_trap
behavioral_quotient_k8,0.0,0.0,0.0,0.0,24,near_trap
behavioral_quotient_k13,0.0,0.0,0.0,0.0,24,near_trap
behavioral_quotient_k21,0.0,0.0,0.0,0.0,24,near_trap
predictive_quotient_k5,0.0,0.0,0.0,0.0,24,near_trap
predictive_quotient_k8,0.0,0.0,0.0,0.0,24,near_trap
predictive_quotient_k13,0.0,0.0,0.0,0.0,24,near_trap
predictive_quotient_k21,0.0,0.0,0.0,0.0,24,near_trap
identity,0.0,0.0,0.0,0.0,29,near_trap
all_one,0.0,0.0,0.0,0.0,29,near_trap
random_k,0.0,0.0,0.0,0.0,29,near_trap
hash_k34_s1206,0.0,0.0,0.0,0.0,29,near_trap
best_of_10_hashes_per_world,0.0,0.0,0.0,0.0,29,near_trap
checkerboard,0.0,0.0,0.0,0.0,29,near_trap
trap_mixing_adversarial,0.0,0.0,0.0,0.0,29,near_trap
viability_signature,0.0,0.0,0.0,0.0,29,near_trap
behavioral_quotient_k5,0.0,0.0,0.0,0.0,29,near_trap
behavioral_quotient_k8,0.0,0.0,0.0,0.0,29,near_trap
behavioral_quotient_k13,0.0,0.0,0.0,0.0,29,near_trap
behavioral_quotient_k21,0.0,0.0,0.0,0.0,29,near_trap
predictive_quotient_k5,0.0,0.0,0.0,0.0,29,near_trap
predictive_quotient_k8,0.0,0.0,0.0,0.0,29,near_trap
predictive_quotient_k13,0.0,0.0,0.0,0.0,29,near_trap
predictive_quotient_k21,0.0,0.0,0.0,0.0,29,near_trap
identity,0.0,0.0,0.0,0.0,28,near_trap
all_one,0.0,0.0,0.0,0.0,28,near_trap
random_k,0.0,0.0,0.0,0.0,28,near_trap
hash_k34_s1206,0.0,0.0,0.0,0.0,28,near_trap
best_of_10_hashes_per_world,0.0,0.0,0.0,0.0,28,near_trap
checkerboard,0.0,0.0,0.0,0.0,28,near_trap
trap_mixing_adversarial,0.0,0.0,0.0,0.0,28,near_trap
viability_signature,0.0,0.0,0.0,0.0,28,near_trap
behavioral_quotient_k5,0.0,0.0,0.0,0.0,28,near_trap
behavioral_quotient_k8,0.0,0.0,0.0,0.0,28,near_trap
behavioral_quotient_k13,0.0,0.0,0.0,0.0,28,near_trap
behavioral_quotient_k21,0.0,0.0,0.0,0.0,28,near_trap
predictive_quotient_k5,0.0,0.0,0.0,0.0,28,near_trap
predictive_quotient_k8,0.0,0.0,0.0,0.0,28,near_trap
predictive_quotient_k13,0.0,0.0,0.0,0.0,28,near_trap
predictive_quotient_k21,0.0,0.0,0.0,0.0,28,near_trap
