candidate,collapse,early_mean,horizon_coherence_score,late_mean,lure_detected,pair_id,start_name
best_of_10_hashes_per_world,0.14807903055460203,0.44351065356970687,0.8710201766484058,0.29543162301510484,0,3,near_trap
checkerboard,0.5040951532861087,0.7968836422409474,0.6648515539826224,0.29278848895483883,1,3,near_trap
trap_mixing_adversarial,0.7051625495434227,1.1302259977032616,0.5864543531452538,0.4250634481598389,1,3,near_trap
viability_signature,0.8171006594453345,1.1344183429463932,0.5503272451099366,0.31731768350105877,1,3,near_trap
behavioral_quotient_k5,0.22725977982941792,0.5282666136315606,0.814823411013269,0.30100683380214266,0,3,near_trap
behavioral_quotient_k8,0.5301247758667291,0.9455582396690855,0.6535414730694473,0.4154334638023563,1,3,near_trap
behavioral_quotient_k13,0.5727428054831492,0.9928514277577469,0.6358318706107821,0.42010862227459783,1,3,near_trap
behavioral_quotient_k21,0.8217545985307453,1.2452573038439936,0.5489213535162778,0.4235027053132483,1,3,near_trap
predictive_quotient_k5,0.22725977982941792,0.5282666136315606,0.814823411013269,0.30100683380214266,0,3,near_trap
predictive_quotient_k8,0.6044465287863813,0.9054533625885239,0.6232678883704585,0.30100683380214266,1,3,near_trap
predictive_quotient_k13,0.7786524197803104,1.1940858835826667,0.5622233938902547,0.4154334638023563,1,3,near_trap
predictive_quotient_k21,0.7951228639209678,1.2439448933513597,0.5570649341604208,0.44882202943039196,1,3,near_trap
identity,1.2717575706452577,1.445044365785244,0.4401878144576692,0.17328679513998632,1,4,near_trap
all_one,0.0,0.0,1.0,0.0,0,4,near_trap
random_k,1.2439049333230605,1.4171917284630469,0.4456516785312614,0.17328679513998632,1,4,near_trap
hash_k34_s1206,1.2717575706452577,1.445044365785244,0.4401878144576692,0.17328679513998632,1,4,near_trap
best_of_10_hashes_per_world,0.3440089265663058,0.3440089265663058,0.7440426772721034,0.0,0,4,near_trap
checkerboard,0.8268825596119427,0.8268825596119427,0.5473805608021213,0.0,1,4,near_trap
trap_mixing_adversarial,1.0658524165657794,1.2391392117057658,0.48406168416540346,0.17328679513998632,1,4,near_trap
viability_signature,1.0268641608982265,1.2001509560382129,0.4933729745148976,0.17328679513998632,1,4,near_trap
behavioral_quotient_k5,0.36365268824875535,0.36365268824875535,0.7333245544246538,0.0,0,4,near_trap
behavioral_quotient_k8,0.7869889917813779,0.7869889917813779,0.5596005373279552,0.0,1,4,near_trap
behavioral_quotient_k13,1.1540234715968887,1.1540234715968887,0.4642474946007197,0.0,1,4,near_trap
behavioral_quotient_k21,1.1960958990416868,1.3693826941816731,0.45535352096252774,0.17328679513998632,1,4,near_trap
predictive_quotient_k5,0.4748743452593114,0.4748743452593114,0.6780238623136269,0.0,0,4,near_trap
predictive_quotient_k8,0.4720388745892753,0.6453256697292616,0.6793298854142135,0.17328679513998632,0,4,near_trap
predictive_quotient_k13,1.1824648843389889,1.1824648843389889,0.4581975211495206,0.0,1,4,near_trap
