metric_family,metric_name,probe_key,flow_mode,window,observed_recurrence_rate,control_name,control_quality,control_recurrence_mean,recurrence_excess_vs_this_control,control_match_flag,effect_direction,absolute_effect_size,comparison_count
growth,frontier_growth_ratio,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010577976105683817,1568
growth,frontier_growth_delta,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00015285957469315315,1568
growth,log_frontier_growth_ratio,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008615818731685424,1568
support_turnover,support_turnover_rate,existing_low,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.0798017299608795,1568
support_turnover,new_signature_rate,existing_low,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.08313614017749278,1568
support_turnover,lost_signature_rate,existing_low,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.14899212489826738,1568
transition_matrix,transition_matrix_entropy,existing_low,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.13108615893854425,1568
transition_matrix,row_entropy_mean,existing_low,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.19031829575386539,1568
transition_matrix,transition_matrix_sparsity,existing_low,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.0937731666667734,1568
transition_matrix,off_diagonal_transform_mass,existing_low,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.2028099539665027,1568
branch_merge,branching_factor_mean,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019349762053556287,1568
branch_merge,branch_merge_asymmetry,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010109376597683885,1568
bottleneck,frontier_bottleneck_index,existing_low,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.2043840717858783,1568
bottleneck,top_k_flow_concentration,existing_low,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.06644178051526604,1568
window_stability,window_metric_vector_l2_distance_to_next,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.046401137684238654,1344
transition_matrix,transition_matrix_js_to_next_window,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.040118515131866386,1344
support_turnover,signature_distribution_js_to_next_window,existing_low,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,1,-0.75,1,design_below_control,0.1252873977984208,1344
growth,frontier_growth_ratio,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010577976105683817,1568
growth,frontier_growth_delta,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00015285957469315315,1568
growth,log_frontier_growth_ratio,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008615818731685424,1568
support_turnover,support_turnover_rate,existing_low,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.0798017299608795,1568
support_turnover,new_signature_rate,existing_low,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.08313614017749278,1568
support_turnover,lost_signature_rate,existing_low,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.14899212489826738,1568
transition_matrix,transition_matrix_entropy,existing_low,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.1342447836788094,1568
transition_matrix,row_entropy_mean,existing_low,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.19937126529959392,1568
transition_matrix,transition_matrix_sparsity,existing_low,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.0951948746378756,1568
transition_matrix,off_diagonal_transform_mass,existing_low,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.2061387582892845,1568
branch_merge,branching_factor_mean,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019349762053556287,1568
branch_merge,branch_merge_asymmetry,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010109376597683885,1568
bottleneck,frontier_bottleneck_index,existing_low,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.2077997697482629,1568
bottleneck,top_k_flow_concentration,existing_low,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.06931962982182938,1568
window_stability,window_metric_vector_l2_distance_to_next,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0475286910997923,1344
transition_matrix,transition_matrix_js_to_next_window,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.04593832145801017,1344
support_turnover,signature_distribution_js_to_next_window,existing_low,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,1,-0.75,1,design_below_control,0.1252873977984208,1344
window_stability,window_metric_vector_l2_distance_to_previous,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.014044330682465703,1344
transition_matrix,transition_matrix_js_to_previous_window,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.06577932566491161,1344
support_turnover,signature_distribution_js_to_previous_window,existing_low,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.050153778786989164,1344
window_stability,window_metric_vector_l2_distance_to_previous,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.014255194195892404,1344
transition_matrix,transition_matrix_js_to_previous_window,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.06364924420759424,1344
support_turnover,signature_distribution_js_to_previous_window,existing_low,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.050153778786989164,1344
growth,frontier_growth_ratio,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010577976105683817,1568
growth,frontier_growth_delta,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00015285957469315315,1568
growth,log_frontier_growth_ratio,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008615818731685424,1568
support_turnover,support_turnover_rate,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.01996071531933325,1568
support_turnover,new_signature_rate,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.021898729093489167,1568
support_turnover,lost_signature_rate,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.06065832848539564,1568
transition_matrix,transition_matrix_entropy,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.005833717330187077,1568
transition_matrix,row_entropy_mean,full_state_hash,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.11226603896421732,1568
transition_matrix,transition_matrix_sparsity,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0025884719347549763,1568
transition_matrix,off_diagonal_transform_mass,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0,1568
branch_merge,branching_factor_mean,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019349762053556287,1568
branch_merge,branch_merge_asymmetry,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010109376597683885,1568
bottleneck,frontier_bottleneck_index,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.010614253779552427,1568
bottleneck,top_k_flow_concentration,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0030479185193923023,1568
window_stability,window_metric_vector_l2_distance_to_next,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.012849870677070527,1344
transition_matrix,transition_matrix_js_to_next_window,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.046339348115264786,1344
support_turnover,signature_distribution_js_to_next_window,full_state_hash,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.12088699881437702,1344
growth,frontier_growth_ratio,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010577976105683817,1568
growth,frontier_growth_delta,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00015285957469315315,1568
growth,log_frontier_growth_ratio,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008615818731685424,1568
support_turnover,support_turnover_rate,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.01996071531933325,1568
support_turnover,new_signature_rate,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.021898729093489167,1568
support_turnover,lost_signature_rate,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.06065832848539564,1568
transition_matrix,transition_matrix_entropy,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.004116023626774785,1568
transition_matrix,row_entropy_mean,full_state_hash,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.1518898836967748,1568
transition_matrix,transition_matrix_sparsity,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0036420135793792234,1568
transition_matrix,off_diagonal_transform_mass,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0,1568
branch_merge,branching_factor_mean,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019349762053556287,1568
branch_merge,branch_merge_asymmetry,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010109376597683885,1568
bottleneck,frontier_bottleneck_index,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.011223086344759988,1568
bottleneck,top_k_flow_concentration,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0037672550036633957,1568
window_stability,window_metric_vector_l2_distance_to_next,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0010591436825459482,1344
transition_matrix,transition_matrix_js_to_next_window,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.04373835608042589,1344
support_turnover,signature_distribution_js_to_next_window,full_state_hash,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.12088699881437702,1344
window_stability,window_metric_vector_l2_distance_to_previous,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0009187886687259189,1344
transition_matrix,transition_matrix_js_to_previous_window,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.012526735353179413,1344
support_turnover,signature_distribution_js_to_previous_window,full_state_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.049687519663412935,1344
window_stability,window_metric_vector_l2_distance_to_previous,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0001778217053185606,1344
transition_matrix,transition_matrix_js_to_previous_window,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.011688202317536553,1344
support_turnover,signature_distribution_js_to_previous_window,full_state_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.049687519663412935,1344
growth,frontier_growth_ratio,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.001052332395317409,1568
growth,frontier_growth_delta,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00022928011590683884,1568
growth,log_frontier_growth_ratio,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008578623019374841,1568
support_turnover,support_turnover_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.03706231509034461,1568
support_turnover,new_signature_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.038727762550008,1568
support_turnover,lost_signature_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.20014124225963156,1568
transition_matrix,transition_matrix_entropy,constraint_profile_hash,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.05142409459846216,1568
transition_matrix,row_entropy_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.15834540030009372,1568
transition_matrix,transition_matrix_sparsity,constraint_profile_hash,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.019635089249274332,1568
transition_matrix,off_diagonal_transform_mass,constraint_profile_hash,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.028838505887648937,1568
branch_merge,branching_factor_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019173347501586776,1568
branch_merge,branch_merge_asymmetry,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0011890799310911929,1568
bottleneck,frontier_bottleneck_index,constraint_profile_hash,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.08662419267123901,1568
bottleneck,top_k_flow_concentration,constraint_profile_hash,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.002352781503614824,1568
window_stability,window_metric_vector_l2_distance_to_next,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.003254387666336784,1344
transition_matrix,transition_matrix_js_to_next_window,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0773922963051836,1344
support_turnover,signature_distribution_js_to_next_window,constraint_profile_hash,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.1724610843618971,1344
growth,frontier_growth_ratio,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.001052332395317409,1568
growth,frontier_growth_delta,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00022928011590683884,1568
growth,log_frontier_growth_ratio,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008578623019374841,1568
support_turnover,support_turnover_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.03706231509034461,1568
support_turnover,new_signature_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.038727762550008,1568
support_turnover,lost_signature_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.20014124225963156,1568
transition_matrix,transition_matrix_entropy,constraint_profile_hash,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.050083249927119704,1568
transition_matrix,row_entropy_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.160983505162655,1568
transition_matrix,transition_matrix_sparsity,constraint_profile_hash,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.022316275990324944,1568
transition_matrix,off_diagonal_transform_mass,constraint_profile_hash,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.030363353989722223,1568
branch_merge,branching_factor_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019173347501586776,1568
branch_merge,branch_merge_asymmetry,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0011890799310911929,1568
bottleneck,frontier_bottleneck_index,constraint_profile_hash,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.09126782734478185,1568
bottleneck,top_k_flow_concentration,constraint_profile_hash,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,3.40159054806626e-05,1568
window_stability,window_metric_vector_l2_distance_to_next,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.005535332438566053,1344
transition_matrix,transition_matrix_js_to_next_window,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.09300232490704786,1344
support_turnover,signature_distribution_js_to_next_window,constraint_profile_hash,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.1724610843618971,1344
window_stability,window_metric_vector_l2_distance_to_previous,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.012607457419160452,1344
transition_matrix,transition_matrix_js_to_previous_window,constraint_profile_hash,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019567344011450685,1344
support_turnover,signature_distribution_js_to_previous_window,constraint_profile_hash,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.021888813650895175,1344
window_stability,window_metric_vector_l2_distance_to_previous,constraint_profile_hash,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0144674335622812,1344
transition_matrix,transition_matrix_js_to_previous_window,constraint_profile_hash,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.024296126846140315,1344
support_turnover,signature_distribution_js_to_previous_window,constraint_profile_hash,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,0,0.25,0,control_equivalent,0.021888813650895175,1344
growth,frontier_growth_ratio,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.001052332395317409,1568
growth,frontier_growth_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00022928011590683884,1568
growth,log_frontier_growth_ratio,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008578623019374841,1568
support_turnover,support_turnover_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.14270991779265782,1568
support_turnover,new_signature_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.14247885286975576,1568
support_turnover,lost_signature_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.4350407722090001,1568
transition_matrix,transition_matrix_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.06323424518873381,1568
transition_matrix,row_entropy_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.1376886909495812,1568
transition_matrix,transition_matrix_sparsity,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.10450123578999312,1568
transition_matrix,off_diagonal_transform_mass,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.25,frontier_size_matched_window_control,computed,1,-0.75,1,design_below_control,0.2909829184877798,1568
branch_merge,branching_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019173347501586776,1568
branch_merge,branch_merge_asymmetry,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0011890799310911929,1568
bottleneck,frontier_bottleneck_index,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.3061072222813336,1568
bottleneck,top_k_flow_concentration,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.13124206676881087,1568
window_stability,window_metric_vector_l2_distance_to_next,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.008515796135689292,1344
transition_matrix,transition_matrix_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.18216223660076233,1344
support_turnover,signature_distribution_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.2298697970390898,1344
growth,frontier_growth_ratio,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.001052332395317409,1568
growth,frontier_growth_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.00022928011590683884,1568
growth,log_frontier_growth_ratio,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0008578623019374841,1568
support_turnover,support_turnover_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.14270991779265782,1568
support_turnover,new_signature_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.14247885286975576,1568
support_turnover,lost_signature_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.4350407722090001,1568
transition_matrix,transition_matrix_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.06603728677081978,1568
transition_matrix,row_entropy_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,1,-0.75,1,design_below_control,0.1563358982420716,1568
transition_matrix,transition_matrix_sparsity,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.10670642800935717,1568
transition_matrix,off_diagonal_transform_mass,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.25,frontier_size_matched_window_control,computed,1,-0.75,1,design_below_control,0.29341536792987316,1568
branch_merge,branching_factor_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,1,-1.0,1,design_above_control,0.2084580271824409,1568
branch_merge,merge_factor_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.019173347501586776,1568
branch_merge,branch_merge_asymmetry,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.0011890799310911929,1568
