candidate_C,collapse_ratio,condition,early,early_to_late_delta,family,late,metric,mid,start_state
behavioral_quotient_k8,0.0,reversible,0.18656,-0.18656,A,0.0,p_viable,0.041573717333333336,start
behavioral_quotient_k8,0.0,reversible,1.399265235249343,-1.399265235249343,A,0.0,H_cond_viable,3.0273624818995755,start
behavioral_quotient_k8,0.0,reversible,0.24752012918616464,-0.24752012918616464,A,0.0,H_viability_weighted,0.11493290117452336,start
behavioral_quotient_k8,0.0,reversible,1.4022080228288138,-1.4022080228288138,A,0.0,H_recoverability_weighted,3.034586364386364,start
behavioral_quotient_k13,0.0,reversible,0.18656,-0.18656,A,0.0,p_viable,0.041573717333333336,start
behavioral_quotient_k13,0.0,reversible,1.6870235531344056,-1.6870235531344056,A,0.0,H_cond_viable,3.4700207073043154,start
behavioral_quotient_k13,0.0,reversible,0.2988149885004324,-0.2988149885004324,A,0.0,H_viability_weighted,0.13203144297638555,start
behavioral_quotient_k13,0.0,reversible,1.695427476274987,-1.695427476274987,A,0.0,H_recoverability_weighted,3.487081380199171,start
predictive_quotient_k5,0.0,reversible,0.18656,-0.18656,A,0.0,p_viable,0.041573717333333336,start
predictive_quotient_k5,0.0,reversible,1.1116943534427615,-1.1116943534427615,A,0.0,H_cond_viable,2.356813636027947,start
predictive_quotient_k5,0.0,reversible,0.1992412458885669,-0.1992412458885669,A,0.0,H_viability_weighted,0.08874999811353697,start
predictive_quotient_k5,0.0,reversible,1.1188896973636526,-1.1188896973636526,A,0.0,H_recoverability_weighted,2.3867384531515596,start
predictive_quotient_k8,0.0,reversible,0.18656,-0.18656,A,0.0,p_viable,0.041573717333333336,start
predictive_quotient_k8,0.0,reversible,1.38277009003526,-1.38277009003526,A,0.0,H_cond_viable,2.9928137803009824,start
predictive_quotient_k8,0.0,reversible,0.24195481163199833,-0.24195481163199833,A,0.0,H_viability_weighted,0.11287950279303544,start
predictive_quotient_k8,0.0,reversible,1.3849455772078887,-1.3849455772078887,A,0.0,H_recoverability_weighted,2.99858782379943,start
predictive_quotient_k13,0.0,reversible,0.18656,-0.18656,A,0.0,p_viable,0.041573717333333336,start
predictive_quotient_k13,0.0,reversible,1.741754769736409,-1.741754769736409,A,0.0,H_cond_viable,3.5577047191427402,start
predictive_quotient_k13,0.0,reversible,0.3091354227877942,-0.3091354227877942,A,0.0,H_viability_weighted,0.13574340324449974,start
predictive_quotient_k13,0.0,reversible,1.7504278526440853,-1.7504278526440853,A,0.0,H_recoverability_weighted,3.5738399690455624,start
viability_signature,0.0,reversible,0.18656,-0.18656,A,0.0,p_viable,0.041573717333333336,start
viability_signature,0.0,reversible,1.8756866985357987,-1.8756866985357987,A,0.0,H_cond_viable,3.48523822681712,start
viability_signature,0.0,reversible,0.33413523741022605,-0.33413523741022605,A,0.0,H_viability_weighted,0.13497321609102136,start
viability_signature,0.0,reversible,1.8828237626444162,-1.8828237626444162,A,0.0,H_recoverability_weighted,3.480031326637483,start
identity,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
identity,0.0,irreversible,0.7253380030741001,-0.7253380030741001,A,0.0,H_cond_viable,1.4820713620530692,start
identity,0.0,irreversible,0.10867140591200633,-0.10867140591200633,A,0.0,H_viability_weighted,0.04472470473230671,start
identity,0.0,irreversible,0.7240555185984404,-0.7240555185984404,A,0.0,H_recoverability_weighted,1.4771743002106275,start
all_one,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
all_one,0.0,irreversible,0.0,0.0,A,0.0,H_cond_viable,0.0,start
all_one,0.0,irreversible,0.0,0.0,A,0.0,H_viability_weighted,0.0,start
all_one,0.0,irreversible,0.0,0.0,A,0.0,H_recoverability_weighted,0.0,start
random_k,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
random_k,0.0,irreversible,0.6926595353436811,-0.6926595353436811,A,0.0,H_cond_viable,1.411047964764876,start
random_k,0.0,irreversible,0.10391799635115007,-0.10391799635115007,A,0.0,H_viability_weighted,0.042545578382857434,start
random_k,0.0,irreversible,0.6918816415423072,-0.6918816415423072,A,0.0,H_recoverability_weighted,1.4073467420957761,start
checkerboard,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
checkerboard,0.0,irreversible,0.5420504989105338,-0.5420504989105338,A,0.0,H_cond_viable,1.0860399535943994,start
checkerboard,0.0,irreversible,0.08295054616968811,-0.08295054616968811,A,0.0,H_viability_weighted,0.03218507907952292,start
checkerboard,0.0,irreversible,0.5512064072111214,-0.5512064072111214,A,0.0,H_recoverability_weighted,1.1025978135665113,start
trap_mixing_adversarial,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
trap_mixing_adversarial,0.0,irreversible,0.6884246301748517,-0.6884246301748517,A,0.0,H_cond_viable,1.3160433761978114,start
trap_mixing_adversarial,0.0,irreversible,0.10424180116409651,-0.10424180116409651,A,0.0,H_viability_weighted,0.03981706272046386,start
trap_mixing_adversarial,0.0,irreversible,0.6912471037568702,-0.6912471037568702,A,0.0,H_recoverability_weighted,1.3250084962661304,start
hash_k34_s1206,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
hash_k34_s1206,0.0,irreversible,0.7253380030741001,-0.7253380030741001,A,0.0,H_cond_viable,1.4820713620530692,start
hash_k34_s1206,0.0,irreversible,0.10867140591200633,-0.10867140591200633,A,0.0,H_viability_weighted,0.04472470473230671,start
hash_k34_s1206,0.0,irreversible,0.7240555185984404,-0.7240555185984404,A,0.0,H_recoverability_weighted,1.4771743002106275,start
best_of_10_hashes_per_world,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
best_of_10_hashes_per_world,0.0,irreversible,0.7249683245778016,-0.7249683245778016,A,0.0,H_cond_viable,1.4795605897534343,start
best_of_10_hashes_per_world,0.0,irreversible,0.1086270444924505,-0.1086270444924505,A,0.0,H_viability_weighted,0.04465481726598416,start
best_of_10_hashes_per_world,0.0,irreversible,0.7237140645460903,-0.7237140645460903,A,0.0,H_recoverability_weighted,1.4746595129028144,start
behavioral_quotient_k5,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
behavioral_quotient_k5,0.0,irreversible,0.39378288803814604,-0.39378288803814604,A,0.0,H_cond_viable,0.8570584805906217,start
behavioral_quotient_k5,0.0,irreversible,0.05877268029732375,-0.05877268029732375,A,0.0,H_viability_weighted,0.025620462270816623,start
behavioral_quotient_k5,0.0,irreversible,0.39341522503295484,-0.39341522503295484,A,0.0,H_recoverability_weighted,0.8580870652957051,start
behavioral_quotient_k8,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
behavioral_quotient_k8,0.0,irreversible,0.4238643417816614,-0.4238643417816614,A,0.0,H_cond_viable,0.9752743284716268,start
behavioral_quotient_k8,0.0,irreversible,0.06237185986623579,-0.06237185986623579,A,0.0,H_viability_weighted,0.029244362181158393,start
behavioral_quotient_k8,0.0,irreversible,0.4216414826660979,-0.4216414826660979,A,0.0,H_recoverability_weighted,0.9699442774745118,start
behavioral_quotient_k13,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
behavioral_quotient_k13,0.0,irreversible,0.5324100484362008,-0.5324100484362008,A,0.0,H_cond_viable,1.1406801628153227,start
behavioral_quotient_k13,0.0,irreversible,0.07932946516207867,-0.07932946516207867,A,0.0,H_viability_weighted,0.0341817885107838,start
behavioral_quotient_k13,0.0,irreversible,0.532781799177322,-0.532781799177322,A,0.0,H_recoverability_weighted,1.1419691682510384,start
predictive_quotient_k5,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
predictive_quotient_k5,0.0,irreversible,0.37226766623458546,-0.37226766623458546,A,0.0,H_cond_viable,0.8365964531083052,start
predictive_quotient_k5,0.0,irreversible,0.05553745185009517,-0.05553745185009517,A,0.0,H_viability_weighted,0.024772250747271674,start
predictive_quotient_k5,0.0,irreversible,0.37263728729524564,-0.37263728729524564,A,0.0,H_recoverability_weighted,0.8400226558774302,start
predictive_quotient_k8,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
predictive_quotient_k8,0.0,irreversible,0.3742120746579922,-0.3742120746579922,A,0.0,H_cond_viable,0.9039802249758768,start
predictive_quotient_k8,0.0,irreversible,0.05470839863992654,-0.05470839863992654,A,0.0,H_viability_weighted,0.026924924167371748,start
predictive_quotient_k8,0.0,irreversible,0.3711322727347594,-0.3711322727347594,A,0.0,H_recoverability_weighted,0.8969767196583884,start
predictive_quotient_k13,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
predictive_quotient_k13,0.0,irreversible,0.5598711913214793,-0.5598711913214793,A,0.0,H_cond_viable,1.1743288168024346,start
predictive_quotient_k13,0.0,irreversible,0.08368061602961481,-0.08368061602961481,A,0.0,H_viability_weighted,0.035331273425644745,start
predictive_quotient_k13,0.0,irreversible,0.5610414230359431,-0.5610414230359431,A,0.0,H_recoverability_weighted,1.1761693066048011,start
viability_signature,0.0,irreversible,0.05962052677481249,-0.05962052677481249,A,0.0,p_viable,0.011182942808556914,start
viability_signature,0.0,irreversible,0.6175297444873358,-0.6175297444873358,A,0.0,H_cond_viable,1.1667281978414743,start
viability_signature,0.0,irreversible,0.09342762106469112,-0.09342762106469112,A,0.0,H_viability_weighted,0.03541425924994917,start
viability_signature,0.0,irreversible,0.6201221812223955,-0.6201221812223955,A,0.0,H_recoverability_weighted,1.1676037743452519,start
identity,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
identity,1.532815332311884,hidden_fake,3.094010970479933,1.6485364834128804,B,4.742547453892813,H_cond_viable,5.552445147978436,start
identity,0.74977228856663,hidden_fake,2.4077414089879,-0.6024836224943999,B,1.8052577864935002,H_viability_weighted,1.5003490469135385,start
identity,1.5328053314758587,hidden_fake,3.094010970479933,1.6485055407165037,B,4.7425165111964365,H_recoverability_weighted,5.552405752924082,start
identity,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
identity,1.227450633600249,hidden_fake,3.7287441657423903,0.8481052230313386,B,4.576849388773729,H_cond_viable,6.430243089703764,alt
identity,0.21820223363607064,hidden_fake,3.1240390498848347,-2.442366751233656,B,0.6816722986511788,H_viability_weighted,2.0457978569438486,alt
identity,1.2280671724412096,hidden_fake,3.7268463954745084,0.849971319538585,B,4.576817715013093,H_recoverability_weighted,6.430043341735984,alt
all_one,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
all_one,0.0,hidden_fake,0.0,0.0,B,0.0,H_cond_viable,0.0,start
all_one,0.0,hidden_fake,0.0,0.0,B,0.0,H_viability_weighted,0.0,start
all_one,0.0,hidden_fake,0.0,0.0,B,0.0,H_recoverability_weighted,0.0,start
all_one,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
all_one,0.0,hidden_fake,0.0,0.0,B,0.0,H_cond_viable,0.0,alt
all_one,0.0,hidden_fake,0.0,0.0,B,0.0,H_viability_weighted,0.0,alt
all_one,0.0,hidden_fake,0.0,0.0,B,0.0,H_recoverability_weighted,0.0,alt
random_k,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
random_k,1.554789846361786,hidden_fake,2.9188548478934906,1.6193510326151839,B,4.5382058805086745,H_cond_viable,5.311543251545053,start
random_k,0.7630719361990655,hidden_fake,2.266272515421791,-0.5369435591241583,B,1.7293289562976326,H_viability_weighted,1.4353036420116314,start
random_k,1.5547792018687858,hidden_fake,2.9188548478934906,1.619319962885187,B,4.538174810778678,H_recoverability_weighted,5.311503058648029,start
random_k,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
random_k,1.254896188739887,hidden_fake,3.447971357072671,0.8788747578021203,B,4.326846114874791,H_cond_viable,6.0842319251069785,alt
random_k,0.22395421307394395,hidden_fake,2.879598018651219,-2.2346999104148972,B,0.6448981082363219,H_viability_weighted,1.9353666345529046,alt
random_k,1.2554312289380913,hidden_fake,3.446472192644016,0.8803366276680191,B,4.326808820312035,H_recoverability_weighted,6.084004412794818,alt
checkerboard,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
checkerboard,1.6559717676776766,hidden_fake,1.4610900648869176,0.9584338326001625,B,2.41952389748708,H_cond_viable,2.636011922351661,start
checkerboard,0.8145013337315051,hidden_fake,1.1433694903341651,-0.2120935155090764,B,0.9312759748250887,H_viability_weighted,0.7228032010124313,start
checkerboard,1.6559823240476044,hidden_fake,1.4610900648869176,0.9584492564073854,B,2.419539321294303,H_recoverability_weighted,2.6360377570928133,start
checkerboard,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
checkerboard,1.1845700578620253,hidden_fake,1.09886662082108,0.20281787578759491,B,1.301684496608675,H_cond_viable,1.6352085704429962,alt
checkerboard,0.2129362464127644,hidden_fake,0.9068640513614452,-0.7137598242578667,B,0.19310422710357852,H_viability_weighted,0.5309157786560337,alt
checkerboard,1.1835225895869372,hidden_fake,1.099800344732334,0.20183820729388424,B,1.3016385520262181,H_recoverability_weighted,1.6344950536473282,alt
trap_mixing_adversarial,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
trap_mixing_adversarial,1.6250793555729235,hidden_fake,2.4392390000908786,1.5247179422651485,B,3.963956942356027,H_cond_viable,4.52158037531286,start
trap_mixing_adversarial,0.8014492739781904,hidden_fake,1.901144410371134,-0.3774736029514938,B,1.5236708074196401,H_viability_weighted,1.2241155862388955,start
trap_mixing_adversarial,1.6250667392219307,hidden_fake,2.4392390000908786,1.524687167969768,B,3.9639261680606466,H_recoverability_weighted,4.521539489512034,start
trap_mixing_adversarial,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
trap_mixing_adversarial,1.239397868931432,hidden_fake,2.671337098206388,0.6395124085080846,B,3.3108495067144728,H_cond_viable,4.91220279270067,alt
trap_mixing_adversarial,0.22231033581619516,hidden_fake,2.2233456507704106,-1.7290729325121637,B,0.494272718258247,H_viability_weighted,1.5570135242943324,alt
trap_mixing_adversarial,1.2400541396050508,hidden_fake,2.6699066163339285,0.6409221356098738,B,3.310828751943802,H_recoverability_weighted,4.912030167445585,alt
hash_k34_s1206,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
hash_k34_s1206,1.532815332311884,hidden_fake,3.094010970479933,1.6485364834128804,B,4.742547453892813,H_cond_viable,5.552445147978436,start
hash_k34_s1206,0.74977228856663,hidden_fake,2.4077414089879,-0.6024836224943999,B,1.8052577864935002,H_viability_weighted,1.5003490469135385,start
hash_k34_s1206,1.5328053314758587,hidden_fake,3.094010970479933,1.6485055407165037,B,4.7425165111964365,H_recoverability_weighted,5.552405752924082,start
hash_k34_s1206,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
hash_k34_s1206,1.227450633600249,hidden_fake,3.7287441657423903,0.8481052230313386,B,4.576849388773729,H_cond_viable,6.430243089703764,alt
hash_k34_s1206,0.21820223363607064,hidden_fake,3.1240390498848347,-2.442366751233656,B,0.6816722986511788,H_viability_weighted,2.0457978569438486,alt
hash_k34_s1206,1.2280671724412096,hidden_fake,3.7268463954745084,0.849971319538585,B,4.576817715013093,H_recoverability_weighted,6.430043341735984,alt
best_of_10_hashes_per_world,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
best_of_10_hashes_per_world,1.5366527011316349,hidden_fake,3.0612056130154857,1.6428042609440823,B,4.704009873959568,H_cond_viable,5.5056753268130825,start
best_of_10_hashes_per_world,0.7524704808832879,hidden_fake,2.3811043480784404,-0.5893936142465686,B,1.7917107338318718,H_viability_weighted,1.488103943364938,start
best_of_10_hashes_per_world,1.536642747862507,hidden_fake,3.0612056130154857,1.642773791940761,B,4.703979404956247,H_recoverability_weighted,5.5056364260893655,start
best_of_10_hashes_per_world,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
best_of_10_hashes_per_world,1.2314788923044346,hidden_fake,3.6757053075637662,0.8508481930323919,B,4.526553500596158,H_cond_viable,6.363405391241903,alt
best_of_10_hashes_per_world,0.21907074781708377,hidden_fake,3.077517330515399,-2.403323307499355,B,0.6741940230160438,H_viability_weighted,2.0246257171191018,alt
best_of_10_hashes_per_world,1.2320894305825958,hidden_fake,3.673856635001178,0.8526632944595147,B,4.526519929460693,H_recoverability_weighted,6.363200897137295,alt
behavioral_quotient_k5,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
behavioral_quotient_k5,1.6103032921680411,hidden_fake,1.7560614759338145,1.0717301000118762,B,2.8277915759456906,H_cond_viable,3.1895233072522893,start
behavioral_quotient_k5,0.7832044924480329,hidden_fake,1.3622758515832782,-0.295335284669785,B,1.0669405669134933,H_viability_weighted,0.856438715573425,start
behavioral_quotient_k5,1.6102803449783476,hidden_fake,1.7560614759338145,1.0716898033360747,B,2.827751279269889,H_recoverability_weighted,3.1894490082302305,start
behavioral_quotient_k5,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
behavioral_quotient_k5,1.228293985029445,hidden_fake,1.7337740552658378,0.3958101882172993,B,2.129584243483137,H_cond_viable,2.777188245001655,alt
behavioral_quotient_k5,0.21719008526325026,hidden_fake,1.4426121014382314,-1.1292910561250653,B,0.3133210453131661,H_viability_weighted,0.8900345848811572,alt
behavioral_quotient_k5,1.231722277105857,hidden_fake,1.7288699291139225,0.40061767679411964,B,2.129487605908042,H_recoverability_weighted,2.7761543161432454,alt
behavioral_quotient_k8,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
behavioral_quotient_k8,1.6373132879693073,hidden_fake,2.1791580358547424,1.3888063728353237,B,3.567964408690066,H_cond_viable,4.114833862222797,start
behavioral_quotient_k8,0.7947647481100741,hidden_fake,1.678178417137301,-0.34442137015741103,B,1.33375704697989,H_viability_weighted,1.095755518819453,start
behavioral_quotient_k8,1.6372999784877054,hidden_fake,2.1791580358547424,1.3887773693715375,B,3.56793540522628,H_recoverability_weighted,4.1147929953133415,start
behavioral_quotient_k8,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
behavioral_quotient_k8,1.3569335973249796,hidden_fake,2.1962812408547743,0.7839265640356645,B,2.980207804890439,H_cond_viable,3.817568510454684,alt
behavioral_quotient_k8,0.2433645302490362,hidden_fake,1.8245318192641258,-1.3805054901444924,B,0.4440263291196334,H_viability_weighted,1.2143688891760285,alt
behavioral_quotient_k8,1.3587748624756688,hidden_fake,2.1932412403631676,0.7868798243872606,B,2.980121064750428,H_recoverability_weighted,3.8168102454825803,alt
behavioral_quotient_k13,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
behavioral_quotient_k13,1.609887838365058,hidden_fake,2.5430855122929596,1.5509969258698497,B,4.094082438162809,H_cond_viable,4.73789337187163,start
behavioral_quotient_k13,0.7859814942460974,hidden_fake,1.966354270674649,-0.4208362027925934,B,1.5455180678820557,H_viability_weighted,1.2711418745459566,start
behavioral_quotient_k13,1.6098737939641952,hidden_fake,2.5430855122929596,1.550961209757486,B,4.094046722050446,H_recoverability_weighted,4.737842128446031,start
behavioral_quotient_k13,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
behavioral_quotient_k13,1.3142202037627833,hidden_fake,2.6610840508652593,0.8361663726927744,B,3.4972504235580337,H_cond_viable,4.491558240284686,alt
behavioral_quotient_k13,0.23464585719203968,hidden_fake,2.221575540022663,-1.7002920431171769,B,0.5212834969054863,H_viability_weighted,1.4350878985295477,alt
behavioral_quotient_k13,1.3162149640030323,hidden_fake,2.656986725063689,0.840178961622549,B,3.497165686686238,H_recoverability_weighted,4.4908407116410105,alt
predictive_quotient_k5,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
predictive_quotient_k5,1.611044533431077,hidden_fake,1.7343645716181348,1.059773990463793,B,2.794138562081928,H_cond_viable,3.1571050536058682,start
predictive_quotient_k5,0.7804908384879826,hidden_fake,1.3436282926796004,-0.2949387199099225,B,1.048689572769678,H_viability_weighted,0.8444411504622672,start
predictive_quotient_k5,1.611020669229811,hidden_fake,1.7343645716181348,1.0597326012385873,B,2.794097172856722,H_recoverability_weighted,3.157022144232012,start
predictive_quotient_k5,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
predictive_quotient_k5,1.2619053875546458,hidden_fake,1.7036761796436688,0.4462019700971933,B,2.149878149740862,H_cond_viable,2.748189220816367,alt
predictive_quotient_k5,0.22292877840542874,hidden_fake,1.416990898786114,-1.101102848708115,B,0.3158880500779989,H_viability_weighted,0.8795155752401086,alt
predictive_quotient_k5,1.2662663131902838,hidden_fake,1.6977321961601939,0.45204889265601866,B,2.1497810888162125,H_recoverability_weighted,2.7470957166737193,alt
predictive_quotient_k8,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
predictive_quotient_k8,1.6544344465135117,hidden_fake,2.1650966278150934,1.416913813272441,B,3.5820104410875344,H_cond_viable,4.120780964376905,start
predictive_quotient_k8,0.805075662260659,hidden_fake,1.665102179683358,-0.32456893964311173,B,1.3405332400402463,H_viability_weighted,1.09441673160911,start
predictive_quotient_k8,1.654418281501972,hidden_fake,2.1650966278150934,1.416878814460468,B,3.5819754422755614,H_recoverability_weighted,4.120725039227394,start
predictive_quotient_k8,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
predictive_quotient_k8,1.3420714415639474,hidden_fake,2.2010764787022614,0.7529254040621796,B,2.954001882764441,H_cond_viable,3.8268324439660684,alt
predictive_quotient_k8,0.240792100388402,hidden_fake,1.8273343066265655,-1.3873266408221707,B,0.4400076658043949,H_viability_weighted,1.216501099817759,alt
predictive_quotient_k8,1.3442225919711075,hidden_fake,2.1974852551685116,0.7564240703523955,B,2.953909325520907,H_recoverability_weighted,3.8260554752120775,alt
predictive_quotient_k13,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
predictive_quotient_k13,1.6141844350213308,hidden_fake,2.5511271208807864,1.5668625694057603,B,4.117989690286547,H_cond_viable,4.771554467091702,start
predictive_quotient_k13,0.7891086945889283,hidden_fake,1.9700148018619013,-0.4154589932437902,B,1.554555808618111,H_viability_weighted,1.277268284241614,start
predictive_quotient_k13,1.6141711819657343,hidden_fake,2.5511271208807864,1.5668287591761931,B,4.1179558800569795,H_recoverability_weighted,4.771506087700726,start
predictive_quotient_k13,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
predictive_quotient_k13,1.3317558008951194,hidden_fake,2.635420388181974,0.8743160015766374,B,3.5097363897586114,H_cond_viable,4.479934883871237,alt
