point_id,T,metric,mean,ci_low,ci_high,n_seeds
phase_009,50,p_viable,0.7101000000000001,0.6976802777777779,0.7217747222222224,30
phase_009,50,relation_lineage_excess,0.010422603082682058,0.010119004185589496,0.010653463013061311,30
phase_009,50,closure_rate,0.25329708774277293,0.25230682369961466,0.2541863541267936,30
phase_009,50,recoverable_alternative_count,2130.266666666667,2088.8641666666667,2162.7875,30
phase_009,50,lock_in_index,7.243881364253765e-07,6.452881086995705e-07,7.87580256804216e-07,30
phase_009,100,p_viable,0.48956666666666665,0.47906444444444435,0.49866194444444445,30
phase_009,100,relation_lineage_excess,0.009213078442526735,0.009030266224383392,0.009406972057266795,30
phase_009,100,closure_rate,0.2505679719219325,0.24952774466411032,0.2514791706381872,30
phase_009,100,recoverable_alternative_count,1468.7,1438.7316666666668,1493.0408333333332,30
phase_009,100,lock_in_index,7.382536234330704e-07,6.630731638125305e-07,7.957105408437998e-07,30
phase_010,50,p_viable,0.9322111111111112,0.9293827777777778,0.9346372222222221,30
phase_010,50,relation_lineage_excess,0.00638061770946216,0.006279466025257222,0.006515584890399332,30
phase_010,50,closure_rate,0.24983127597593643,0.2490595807570966,0.250682896140204,30
phase_010,50,recoverable_alternative_count,2796.633333333333,2788.8125,2803.9275,30
phase_010,50,lock_in_index,3.5135761142077e-07,3.1481587373882763e-07,3.7666911409917614e-07,30
phase_010,100,p_viable,0.865111111111111,0.8606338888888889,0.8692441666666666,30
phase_010,100,relation_lineage_excess,0.004575304399737636,0.004462992558607932,0.004677748215948612,30
phase_010,100,closure_rate,0.2501062689715061,0.24949513330089187,0.2507970415100269,30
phase_010,100,recoverable_alternative_count,2595.3333333333335,2579.3808333333336,2606.068333333333,30
phase_010,100,lock_in_index,2.8715608698637265e-07,2.656776851738876e-07,3.106434127135622e-07,30
phase_011,50,p_viable,0.8780222222222224,0.8713511111111111,0.8841763888888888,30
phase_011,50,relation_lineage_excess,0.007371801487363009,0.007175047464689419,0.007574118003241712,30
phase_011,50,closure_rate,0.24877312631384776,0.2480487932856754,0.249599395188114,30
phase_011,50,recoverable_alternative_count,2634.0333333333333,2612.5499999999997,2649.9633333333336,30
phase_011,50,lock_in_index,4.318229928490393e-07,3.839989465754678e-07,4.821337314434645e-07,30
phase_011,100,p_viable,0.7631111111111111,0.7538636111111111,0.7697475,30
phase_011,100,relation_lineage_excess,0.005392067474534666,0.005268708517044279,0.005508557577749048,30
phase_011,100,closure_rate,0.2501601096404912,0.24920207089331844,0.2508067255574866,30
