world,distinction,asymmetry,relation,q,T,n_sites,seed,p_viable,viable_future_entropy,viability_weighted_richness,noncollapse_diversity,state_diversity,distinction_entropy,distinction_survival,nontrivial_future_classes,lineage_survival_depth,lineage_branching_entropy,lineage_merge_rate,lineage_extinction_rate,time_reversal_asymmetry,transition_irreversibility,future_option_gradient,asymmetric_filter_selectivity,mutual_dependence_between_sites,relation_persistence,component_coupling,network_propagation_depth,relational_nonfactorization,relational_excess,relation_shuffle_delta,structured_viable_richness,DAR_branch_score
W3_relation_only,low,symmetric,fixed,2,50,16,9.5,0.988575,10.895883000240175,10.77140501906781,0.9996625,0.9996625,0.9996319369448481,0.9996625,1925.1,0.5530898166371319,1.380221549334819,0.0,0.44691018336286803,0.0,0.0,0.0,0.07390106389580323,0.3187503790291148,0.603067915961498,0.09280873265208463,0.5028634041445718,0.3187503790291148,9.896260179814652,0.09280873265208463,14.204785185883674,15.076625381549922
W3_relation_only,low,symmetric,fixed,2,100,16,9.5,0.97855,10.880850693153011,10.647464301512988,0.99975,0.99975,0.9996157164324648,0.999775,1905.2,0.5262962145783184,1.379381389883674,0.0,0.47370378542168157,0.0,0.0,0.0,0.07366776952414375,0.31967649939160336,0.6057038797611305,0.09106299562555481,0.5013411772951673,0.31967649939160336,9.8812480166441,0.09106299562555481,14.051199492436947,14.89717220640687
W4_distinction_asymmetry,low,strong,independent,2,50,16,9.5,0.9983000000000001,10.932602389508341,10.91401685346408,0.9999874999999999,0.9999874999999999,0.9996243349854496,0.9999874999999999,1966.0,0.5183726368075355,1.6719159327315893,0.0,0.48162736319246446,0.0,0.0,0.0,0.17633221841261185,0.3164564688139147,0.0,-0.000488769563386245,0.49984660458943875,0.3164564688139147,9.93297670543282,0.00153679560162059,14.367826347615672,15.202655453237123
W4_distinction_asymmetry,low,strong,independent,2,100,16,9.5,0.9969250000000001,10.927591880745657,10.893991261439753,0.9999874999999999,0.9999874999999999,0.9996753228351427,1.0000125,1960.3,0.5091573062960552,1.6720556996656835,0.0,0.49084269370394484,0.0,0.0,0.0,0.17639268344404604,0.3168056034582223,0.0,-0.001927910744563555,0.5000670782699183,0.3168056034582223,9.927913725404888,0.000783417198060025,14.345266060193259,15.171228969947535
W5_distinction_relation,low,symmetric,fixed,2,50,16,9.5,0.98905,10.899399368145879,10.780054332927467,0.9998374999999999,0.9998374999999999,0.9996433826710046,0.9998875,1928.55,0.5530287512432144,1.3802323512211863,0.0,0.4469712487567857,0.0,0.0,0.0,0.07390215670775806,0.3185390647129341,0.6027488763412648,0.09246252334625198,0.5027860613605962,0.3185390647129341,9.899764000139276,0.09246252334625198,14.21391927875322,15.08548709470937
W5_distinction_relation,low,symmetric,fixed,2,100,16,9.5,0.9788500000000001,10.886368482704999,10.656128748016796,0.9997250000000001,0.9997250000000001,0.9996224901781365,0.999775,1910.55,0.5267589743619476,1.3792737595986053,0.0,0.47324102563805237,0.0,0.0,0.0,0.07363916755173193,0.3193358861065185,0.6055389677012073,0.09203148239953594,0.5014198125138762,0.3193358861065185,9.886759364339888,0.09203148239953594,14.059006132307086,14.905100992775553
W6_asymmetry_relation,low,strong,fixed,2,50,16,9.5,0.9967500000000001,10.931233695881502,10.895709013313425,0.9999874999999999,0.9999874999999999,0.9996558048599992,1.0000624999999999,1963.8,0.5149775742732535,1.7210892621960245,0.0,0.4850224257267465,0.0,0.0,0.0,0.19961605074896896,0.31656451398575863,0.5370130664903165,0.022479304444993232,0.5004638265659027,0.31656451398575863,9.931575180794802,0.022479304444993232,14.344899854654177,15.17644194291319
W6_asymmetry_relation,low,strong,fixed,2,100,16,9.5,0.9946250000000001,10.925204844516836,10.866485763050271,0.9999499999999999,0.9999499999999999,0.9996350947613942,1.00005,1956.7,0.5075726578007761,1.7208534080195712,0.0,0.4924273421992239,0.0,0.0,0.0,0.19949824244552145,0.3169261055620927,0.5375656634760826,0.023840427318814625,0.5002231131149706,0.3169261055620927,9.92556877230025,0.023840427318814625,14.310354162051917,15.134852925414785
W7_full_DAR,rich,strong,modular_directed,4,50,16,9.5,0.9498749999999999,10.891575040807654,10.345670561931728,0.9749062500000001,0.9749062500000001,1.9989764163520345,0.9881333333333334,1899.75,0.27364935577159205,3.193987620818021,0.0,0.7263506442284079,0.04024926908376339,0.04024926908376339,-0.012107499926433125,0.14488001265372857,0.6594539385960111,0.3823184305196149,0.09579087219036024,0.2512987211643156,0.6594539385960111,8.892657626209054,0.09579087219036024,17.859149815367623,18.832502378818994
W7_full_DAR,rich,strong,modular_directed,4,100,16,9.5,0.9001250000000001,10.813950478762187,9.73396308149644,0.97530625,0.97530625,1.9988741001885462,0.9885249999999999,1800.25,0.26175751423092486,3.1920806887768265,0.0,0.7382424857690751,0.0405398950220761,0.0405398950220761,-0.005538540381049375,0.1450000364396028,0.6618550569449111,0.3837231654643347,0.09544935340890864,0.25069501140161804,0.6618550569449111,8.815186593519432,0.09544935340890864,16.832198951385966,17.796351417583875
W8_full_random_relation_control,rich,strong,random_stepwise,4,50,16,9.5,0.9112500000000001,10.83167599962242,9.870414169950212,0.9675437499999999,0.9675437499999999,1.9989635630720777,0.9806229166666667,1822.5,0.2765874669030331,3.244286014555062,0.0,0.723412533096967,0.044743542711024945,0.044743542711024945,-0.021345506673012472,0.15026794922020908,0.6613146707058292,0.275589600414944,0.0245981340521927,0.2506781531006477,0.6613146707058292,8.832830153175234,0.0245981340521927,17.1315825659426,18.11422824626249
W8_full_random_relation_control,rich,strong,random_stepwise,4,100,16,9.5,0.827525,10.692552277747215,8.848531188983461,0.9676,0.9676,1.9989135800508837,0.9800979166666666,1655.05,0.26284170023379405,3.243369674514054,0.0,0.7371582997662058,0.044961471318526264,0.044961471318526264,-0.009227917255598165,0.15046625203204006,0.6656339562061003,0.2759851950400048,0.023364536106892726,0.25029244053833927,0.6656339562061003,8.693890746805682,0.023364536106892726,15.40105921037314,16.374496338131557
W9_full_symmetric_control,rich,symmetric,modular_directed,4,50,16,9.5,0.9201,10.845544881301917,9.97907370223692,0.9528812500000001,0.9528812500000001,1.9988717379752063,0.96513125,1840.15,0.35202183881809623,2.570308096175209,0.0,0.6479781611819038,0.0001775585671841616,9.909806576116598e-05,-0.06271330363171974,0.03899087488552611,0.6608704257190884,0.4256876023836349,0.17332056208609992,0.25856793943959605,0.6608704257190884,8.846761495859344,0.17332056208609992,16.576858704706037,17.589928527810407
W9_full_symmetric_control,rich,symmetric,modular_directed,4,100,16,9.5,0.838525,10.711657685473806,8.982080529037566,0.9515125,0.9515125,1.9989033705197397,0.9640041666666667,1677.05,0.30293051210710886,2.5646335422939806,0.0,0.6970694878928911,0.00012320035222467755,7.415257211057847e-05,-0.034731854791472165,0.038813856777822536,0.665046373123887,0.4337517755008774,0.17391510080852862,0.2543944917967901,0.665046373123887,8.712937396960317,0.17391510080852862,14.957388671652916,15.925488757236135
