kind,world,condition,alpha,T,seed,p_viable_T,tail_viability,kernel_erosion_slope,mean_hazard,late_hazard,tube_thickness_mean,tube_erosion_slope,perturbation_survival_radius,boundary_proximity,restoration_probability,return_to_corridor_time,restoration_half_life,post_perturbation_viability,overshoot_or_absorption_rate,endpoint_variance,mean_pairwise_trajectory_distance,effective_dimension,covariance_spectrum_rank,path_concentration_index,collapse_score,gpu_used,predictive_r2,time_shuffled_r2,A_pred_delta,gaussian_mi_approx,binned_mi_diagnostic,A_self_future_prediction_given_B,B_self_future_prediction_given_A,component_prediction_balance,component_erasure_proxy,joint_vs_product_prediction_delta,joint_vs_shuffled_prediction_delta
multi,F_T_attractive,product,0.525,900,89.5,0.9988555555555556,0.9988555555555556,8.086419753085633e-06,8.095022084657838e-06,0.0,1.7356325580014123,-0.02791543488080298,1.6361764007144504,0.0004010940318946661,0.99808643171888,0.0,1.0,0.9999534282419417,0.0,0.05010835867789051,1.4850826839605966,1.932141551706526,2.0,0.34105303812465204,0.34105303812465204,1.0,0.8190814912319183,-0.0008520345336894844,0.8199335257656079,1.085653800478093,0.941253365072733,0.8811996188428667,0.39411904397937986,0.5129194251365132,0.4870805748634868,0.6376593314111233,0.6376593314111233
multi,F_T_attractive,product,0.525,1500,89.5,0.9988851851851851,0.9988851851851851,8.518518518518094e-06,8.527504021893224e-06,0.0,1.763263205687205,-0.03173832540503802,1.6811279548539055,0.0003882653275994089,0.9983944535656638,0.0,1.0,0.9999998370806377,0.0,0.029134454029715675,1.3394508871767257,2.465915152761671,3.0,0.2885312222170996,0.2885312222170996,1.0,0.6332009355227153,-0.0009362346923706735,0.634137170215086,0.707721321947942,0.870147485088723,0.7364799373679691,0.20199350093801813,0.4655135635700491,0.534486436429951,0.46923671915299364,0.46923671915299364
multi,F_T_attractive,shuffled,0.5,900,89.5,0.9988759259259259,0.9988759259259259,8.58024691358033e-06,8.589450722279183e-06,0.0,1.735398017697864,-0.027980786044564464,1.6359176774819693,0.0004163395894533056,0.9980534228493004,0.0,1.0,0.9999513341320886,0.0,0.05010273400694127,1.4945131149556903,1.9324262393845453,2.0,0.3410190958827093,0.3410190958827093,1.0,0.8192596700456407,-0.000859593176480462,0.8201192632221213,1.0855562472792835,0.9412428962146119,0.8812334090471268,0.3950081605050299,0.5137747514579031,0.48622524854209687,0.6381207847760784,0.6381207847760784
multi,F_T_attractive,shuffled,0.5,1500,89.5,0.9988648148148148,0.9988648148148148,8.888888888888424e-06,8.898158301904271e-06,0.0,1.7631225592560238,-0.03180640432983632,1.6811562962002224,0.0003888022643844939,0.9983801158242146,0.0,1.0,0.9999998867511749,0.0,0.029120015270180127,1.346455317735672,2.4615721503893533,3.0,0.28889262631711204,0.28889262631711204,1.0,0.6342387513981925,-0.0008444152867392565,0.6350831666849318,0.7091859890949768,0.8705550178535801,0.7373106704817878,0.2021390246848265,0.46482835420303875,0.5351716457969613,0.4697248475833072,0.4697248475833072
multi,F_T_attractive,shuffled,0.525,900,89.5,0.9988600000000001,0.9988600000000001,9.012345679011866e-06,9.022142979864701e-06,0.0,1.7355924215581682,-0.02790928369181019,1.6360865453879039,0.0004033703903006556,0.9980724567363374,0.0,1.0,0.9999525845050812,0.0,0.05016382146212785,1.496459365553326,1.9313720285892486,2.0,0.34114138760085466,0.34114138760085466,1.0,0.8193814959790972,-0.0008783960244626035,0.8202598920035598,1.085441385314091,0.9412282561227763,0.8812532093789842,0.39485698623789683,0.5136037768589126,0.48639622314108744,0.6380550978084405,0.6380550978084405
multi,F_T_attractive,shuffled,0.525,1500,89.5,0.9988740740740741,0.9988740740740741,8.580246913579918e-06,8.589405619238743e-06,0.0,1.763165863355001,-0.03178992228996418,1.6810192637973362,0.0004008196165029667,0.9983724559507555,0.0,1.0,0.9999997589323256,0.0,0.02913078136949071,1.3435476422309875,2.460256510310703,3.0,0.28900321095233,0.28900321095233,1.0,0.6346769637531704,-0.0009036753250269041,0.6355806390781974,0.7093947054626302,0.8706139903175685,0.7378199643558926,0.20209799185395236,0.4642780274980598,0.5357219725019402,0.4699589781049225,0.4699589781049225
multi,F_T_attractive,time_shuffled,0.5,900,89.5,0.9988992592592592,0.9988992592592592,2.0987654320986375e-06,2.1010396713011857e-06,0.0,2.073776279555427,0.003630751844805976,1.9524041222201454,0.00039816250759180943,0.9984477694530679,0.0,1.0,0.9951357675923241,0.0,0.09193385015759199,1.3927354554335276,1.9270440856615703,2.0,0.34164614876406474,0.34164614876406474,1.0,0.9023442311419381,-0.0009255529353860093,0.9032697840773242,1.0030497129973261,0.9148618178213843,0.9346252878506979,0.6632087892956204,0.7285835014449226,0.27141649855507743,0.7989170385731591,0.7989170385731591
multi,F_T_attractive,time_shuffled,0.5,1500,89.5,0.9988877777777778,0.9988877777777778,2.160493827160256e-06,2.1629535639251244e-06,0.0,2.1487653851509094,0.004816611799115992,2.0560556451479592,0.0003944088957288578,0.9984476354003309,0.0,1.0,0.995561432507303,0.0,0.07609853357490562,1.2853308730655246,2.411770659022861,3.0,0.293109076042428,0.293109076042428,1.0,0.8145768463611602,-0.0009037776417597719,0.8154806240029201,0.6553538675000381,0.8243352685882638,0.8623643438021342,0.5085092953509754,0.6461449515488412,0.35385504845115867,0.6854368195765548,0.6854368195765548
multi,F_T_attractive,time_shuffled,0.525,900,89.5,0.998902962962963,0.998902962962963,1.5432098765431427e-06,1.5449155728054281e-06,0.0,2.0854165037473043,0.003774413820873533,1.962422184811698,0.00040224139342375886,0.9984346832161214,0.0,1.0,0.9952730639113321,0.0,0.09124241558214025,1.390251420603858,1.925606092479494,2.0,0.3418139449817547,0.3418139449817547,1.0,0.901652525862058,-0.0009365955844259155,0.902589121446484,0.9995205354466211,0.9142866577789488,0.9338922964202033,0.666617756916417,0.7327254604962137,0.26727453950378627,0.8002550266683102,0.8002550266683102
multi,F_T_attractive,time_shuffled,0.525,1500,89.5,0.9989018518518519,0.9989018518518519,1.4197530864195968e-06,1.4213434542288695e-06,0.0,2.15938409169515,0.004973487540701172,2.067052793502808,0.0004058417849699134,0.9984392387005486,0.0,1.0,0.9955646902322769,0.0,0.07596117719593971,1.2857673221164279,2.404493286874559,3.0,0.2937353721893113,0.2937353721893113,1.0,0.8142138659954071,-0.0008307983330950759,0.8150446643285022,0.6540313021605754,0.8241170674148519,0.8614143686162101,0.5155354292856322,0.6541210606694221,0.3458789393305778,0.6884748989509212,0.6884748989509212
single,noise_swamp,noise_swamp,,900,89.5,0.9999837037037036,0.999987962962963,2.7160493827157506e-06,2.71609877037062e-06,5.185333348149223e-06,2.5219523284170364,0.011871753353625487,2.3114435765478345,3.7566666711350504e-06,0.9999648142644872,0.0,1.0,0.9991957972447078,0.0,0.4086032893922594,1.9425053040186564,1.87286274433136,2.0,0.34808878433221724,0.34808878433221724,1.0,0.6857737100786633,-0.0006301377271268867,0.6864038478057902,0.45865271414973463,0.7748320106948412,,,,,,
single,open_field,open_field,,900,89.5,1.0,1.0,0.0,0.0,0.0,2.7550899439387853,-0.051580682169232055,2.6658818787998624,1.0582010582010584e-07,0.9999994179894179,0.0,1.0,1.0,0.0,0.026342674013641095,1.0440361042817434,1.4012745042641959,1.0,0.41644664998384856,0.41644664998384856,1.0,0.7687510679165522,-0.0004864338282004278,0.7692375017447527,0.8887601045506565,0.911549609441175,,,,,,
single,rigid_attractor,rigid_attractor,,900,89.5,1.0,1.0,0.0,0.0,0.0,2.9283284001880223,-0.0716483566496107,2.9802359183629354,0.0,0.9999995238095238,0.0,1.0,1.0,0.0,0.000130987032995665,0.6244600825839572,1.0229070166746774,1.0,0.4943381026410113,0.4943381026410113,1.0,-0.0002304036971395125,-0.0004265225035503629,0.000196118806410858,4.1086917105189614e-05,0.007236058627259579,,,,,,
single,sink_trap,sink_trap,,900,89.5,0.0,0.0,0.1666666666666666,0.25860700091856514,0.0,0.5450711760256025,0.4269027468230989,-1.0,0.7024946031746032,0.2793032275132275,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
