world,T,metric,mean,ci_low,ci_high,n_seeds
W8_full_random_relation_control,100,connection_predictive_gain,0.0,0.0,0.0,30
W8_full_random_relation_control,100,relation_shuffle_delta,0.0,0.0,0.0,30
W8_full_random_relation_control,100,relation_lineage_survival_depth,0.3955543658301943,0.39491782369440964,0.39639016236086344,30
W8_full_random_relation_control,100,closure_without_lock_in,0.2500812164189329,0.24936500930407215,0.25067099917983576,30
W8_full_random_relation_control,100,viable_slack_score,0.6456355822491272,0.6444320658108407,0.6466506182173203,30
W9_full_symmetric_control,50,relation_identity_persistence,0.0,0.0,0.0,30
W9_full_symmetric_control,50,connection_predictive_gain,0.0,0.0,0.0,30
W9_full_symmetric_control,50,relation_shuffle_delta,0.0,0.0,0.0,30
W9_full_symmetric_control,50,relation_lineage_survival_depth,0.48573582410938104,0.4854387182060634,0.48616814981493045,30
W9_full_symmetric_control,50,closure_without_lock_in,0.32114353568639564,0.32038593635393936,0.3220390119154609,30
W9_full_symmetric_control,50,viable_slack_score,0.8068793597957767,0.8058190539923563,0.8077098128400607,30
W9_full_symmetric_control,100,relation_identity_persistence,0.0,0.0,0.0,30
W9_full_symmetric_control,100,connection_predictive_gain,0.0,0.0,0.0,30
W9_full_symmetric_control,100,relation_shuffle_delta,0.0,0.0,0.0,30
W9_full_symmetric_control,100,relation_lineage_survival_depth,0.4972001889454602,0.49694077160590916,0.4975079600976455,30
W9_full_symmetric_control,100,closure_without_lock_in,0.27063145312579545,0.269726433896411,0.2716176818538218,30
W9_full_symmetric_control,100,viable_slack_score,0.7678316420712559,0.7669406943888112,0.7688204384994605,30
