parent_rule_id,rule_id,control_type,stable_product_rate,phase_sensitive_outcome_rate,new_motif_rate,emission_rate,interaction_outcome_diversity,dominant_interaction_outcome
ECA_225,ECA_225_output_histogram_random,output_distribution_matched_random,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_73,ECA_73,raw,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_73,ECA_73_center_only_projection,center_only_projection,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_73,ECA_73_left_right_symmetrized_rule,left_right_symmetrized_rule,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_73,ECA_73_output_histogram_random,output_distribution_matched_random,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_109,ECA_109,raw,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_109,ECA_109_center_only_projection,center_only_projection,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_109,ECA_109_left_right_symmetrized_rule,left_right_symmetrized_rule,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_109,ECA_109_output_histogram_random,output_distribution_matched_random,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_54,ECA_54,raw,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_54,ECA_54_center_only_projection,center_only_projection,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_54,ECA_54_left_right_symmetrized_rule,left_right_symmetrized_rule,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
ECA_54,ECA_54_output_histogram_random,output_distribution_matched_random,0.0,0.0,0.0,0.0,0.0,not_run_for_ECA_anchor
