space,rule_id,stratum,target_role,raw_persistence_score,adjusted_persistence,center_only_score,left_removed_score,right_removed_score,symmetrized_rule_score,symbol_phase_only_score,output_distribution_matched_score,stratum_null_persistence_q90,relation_load_bearing_adjusted,asymmetry_load_bearing_adjusted,local_phase_fakeout_rejected,future_distinct_descendant_count_raw,future_distinct_descendant_count_symbol_phase,composition_adjusted_delta,composition_emission_only_flag,interaction_outcome_diversity,matched_control_interaction_diversity,dominant_interaction_outcome,reclassification
q2_radius2,q2r2_s7_0012,S7_symmetric_control,leaked_control,0.12349932013748079,-0.030817811187478852,0.0,0.0,0.0,0.12309048738088062,0.0,0.15431713132495964,0.12475425825655341,0.12349932013748079,0.00040883275660016927,True,64.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s7_0014,S7_symmetric_control,leaked_control,0.04114915964071252,-0.001637448175026833,0.0,0.0,0.0,0.04027251574833808,0.0,0.0,0.042786607815739355,0.04114915964071252,0.0008766438923744416,True,62.0,,0.0,False,-0.0,-0.0,chaotic_explosion,generic_persistence
q2_radius2,q2r2_s7_0016,S7_symmetric_control,leaked_control,0.10723584255105799,-0.01177495515240884,0.0,0.0,0.0,0.10840882429128575,0.0,0.11901079770346683,0.11070302768125964,0.10723584255105799,-0.0011729817402277576,True,57.0,,0.0,False,-0.0,-0.0,collapse,symmetric_fakeout
q2_radius2,q2r2_s7_0017,S7_symmetric_control,leaked_control,0.08845663993768471,-0.10311262350465014,0.0,0.0,0.0,0.08597216978045098,0.0,0.19156926344233485,0.12974358392694374,0.08845663993768471,0.0024844701572337285,True,63.0,,0.0,True,-0.0,-0.0,emission,output_distribution_fakeout
q2_radius2,q2r2_s7_0019,S7_symmetric_control,leaked_control,0.08957229333017286,-0.04017129059677088,0.0,0.0,0.0,0.08928404265177309,0.0,0.11835595496288283,0.12974358392694374,0.08957229333017286,0.0002882506783997707,True,64.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s7_0021,S7_symmetric_control,leaked_control,0.035625581734037313,-0.085202584229148,0.0,0.0,0.0,0.034154776245519755,0.0,0.12082816596318531,0.1151064540991632,0.035625581734037313,0.0014708054885175584,True,30.0,,0.0,True,-0.0,-0.0,emission,output_distribution_fakeout
q2_radius2,q2r2_s7_0023,S7_symmetric_control,leaked_control,0.05556270681138665,-0.0741808771155571,0.0,0.0,0.0,0.05779690957996774,0.0,0.04837080991829288,0.12974358392694374,0.05556270681138665,-0.0022342027685810922,True,64.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s7_0024,S7_symmetric_control,leaked_control,0.11795562494815821,-0.011787958978785526,0.0,0.0,0.0,0.11830467540888835,0.0,0.0007142926915654221,0.12974358392694374,0.11795562494815821,-0.0003490504607301381,True,64.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s8_0007,S8_self_only_control,leaked_control,0.0,-0.08254307806601013,0.0,0.0,0.0,0.0,0.0,0.08254307806601013,0.0,0.0,0.0,False,64.0,,1.0,False,0.9182958340544896,-0.0,pass_through,self_persistence_fakeout
ECA_anchor,ECA_169,ECA_anchor,ECA_anchor,0.0890414986503021,0.0890414986503021,0.0,0.0,0.0,0.08430236085492589,0.0,0.0,0.0,0.0890414986503021,0.004739137795376214,True,64.0,,0.0,False,0.0,0.0,not_run_for_ECA_anchor,control_adjusted_positive
ECA_anchor,ECA_225,ECA_anchor,ECA_anchor,0.0887183689656834,-0.044805006454823534,0.0,0.0,0.0,0.08507766821601277,0.0,0.13352337542050693,0.0,0.0887183689656834,0.003640700749670628,True,64.0,,0.0,False,0.0,0.0,not_run_for_ECA_anchor,output_distribution_fakeout
ECA_anchor,ECA_73,ECA_anchor,ECA_anchor,0.1089050924541557,0.1089050924541557,0.0,0.0,0.0,0.10840050125899527,0.0,0.0,0.0,0.1089050924541557,0.0005045911951604282,True,64.0,,0.0,False,0.0,0.0,not_run_for_ECA_anchor,control_adjusted_positive
ECA_anchor,ECA_109,ECA_anchor,ECA_anchor,0.12036875368385756,0.12036875368385756,0.0,0.0,0.0,0.12249571319016932,0.0,0.0,0.0,0.12036875368385756,-0.002126959506311754,True,64.0,,0.0,False,0.0,0.0,not_run_for_ECA_anchor,control_adjusted_positive
ECA_anchor,ECA_54,ECA_anchor,ECA_anchor,0.10366666658441463,0.10366666658441463,0.0,0.0,0.0,0.10018864609806051,0.0,0.0,0.0,0.10366666658441463,0.003478020486354122,True,64.0,,0.0,False,0.0,0.0,not_run_for_ECA_anchor,control_adjusted_positive
